adsh,fraud,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0001144204-18-011793,0.0,47408000.0,56876000.0,-770793000.0,473393000.0,23426000.0,3180105936.92,11345000.0,8928075687.52,1579853000.0,2631155000.0,778203000.0,471195000.0,292413000.00399995,782,0.006989108815999999
0001144204-18-011800,0.0,309083000.0,691656000.0,454924000.0,418563000.0,701802000.0,5875282000.0,2502196000.0,5847130000.0,576005000.0,2131213011.7,2293973000.0,11280188000.0,7909797000.335,1012,0.006599611839
0001144204-18-011808,0.0,601948849.0,-57174129.0,233456501.0,45234180.0,0.0,1182342824.0,0.0,33591564474.0,4389828797.0,5308202491.0,0.0,7526334.0,16905156090.04,1366,0.005554981362
0001144204-18-011824,0.0,4711000.0,11064000.0,10909000.0,6780000.0,3604000.0,48875003.82,1543000.0,57481001.02,-3925000.0,25773000.0,24824000.0,138239000.0,33551000.004,576,0.015547725290000002
0001144204-18-011838,0.0,103181000.0,118133000.0,1740000.0,30418000.0,59591000.0,338384054.37,52591000.0,591484013.3299999,11383000.0,154983000.0,217969000.0,423209000.0,352336000.02,1088,0.0016129348550000002
0001144204-18-012321,0.0,0.0,10775000.0,-9329000.0,28740000.0,0.0,38790018.87,2128000.0,50672006.29,41625000.0,31157000.0,5459000.0,0.0,80769000.0004,488,0.01029063172
0001144204-18-012377,0.0,79389.0,142907822.0,-1283702.0,32123791.0,109509945.0,16431717.0,0.0,26252597.0,75002.0,48418052.0,243468220.0,15533342.0,89797096.0,544,0.01806030622
0001144204-18-012402,0.0,10713923000.0,107046000.0,24181000.0,6414000.0,56745000.0,853133045.0300001,23888000.0,8940046002.720001,1349413000.0,4540531000.0,215355000.0,2330000.0,4275137100.28,1598,0.005286382049
0001144204-18-012542,0.0,-3169669.0,31248318.0,-14881721.0,5186123.0,77306.0,60255280.0,10953920.0,217991743.0,38641971.0,59381846.0,10493912.0,28937977.0,-32764904.399999995,480,0.029710736669999998
0001144204-18-012566,0.0,7642000.0,16034000.0,-18307000.0,43839000.0,20250000.0,122176000.0,219484900.0,426983010.22,11999000.0,159956000.0,92068000.0,208916000.0,186236000.00499997,748,0.007001328564000001
0001144204-18-012571,0.0,3578431000.0,170906000.0,19360000.0,6530000.0,17791000.0,308294080.79,42056000.0,2434767014.62,249742000.0,2492107398.0,132828000.0,3047000.0,3040797003.28,1286,0.002844826037
0001144204-18-012722,0.0,0.0,90120000.0,-70272000.0,53882000.0,9553000.0,153641000.0,0.0,1104504000.0,175608000.0,84549000.0,49639000.0,7987000.0,222300000.04,506,0.01509660237
0001144204-18-012757,0.0,28920476.0,44376651.0,27214477.0,12266688.0,17233894.0,208818986.0,0.0,261478572.69000003,3171847.0,48847396.0,59252701.0,498138804.0,390562174.007,724,0.014510352930000001
0001144204-18-012884,0.0,0.0,2245577.0,-653120.0,177860.0,0.0,31797565.0,0.0,911435497.0,151570339.0,13508820.0,0.0,0.0,1037549192.0804,280,0.027231671069999998
0001144204-18-012903,0.0,16230050.0,33157702.0,15767865.0,7572768.0,16184916.0,43565218.0,0.0,437388274.0,148210487.0,590973119.0,241637584.0,15820513.0,393696564.02,556,0.006536297805
0001144204-18-012995,0.0,0.0,28627.0,-24003.0,12520543.0,34788.0,3691280.0,0.0,1980357.0,0.0,17252935.0,1411616.0,0.0,-37472469.9598,382,0.01853520155
0001144204-18-013053,0.0,17548000.0,318450000.0,-132752000.0,78190000.0,59339000.0,159931000.0,1768000.0,530710000.0,39404000.0,542750000.0,119622000.0,177107000.0,111862000.00199996,598,0.005567955858
0001144204-18-013087,0.0,-1.0,83874099.0,-104954058.0,6622950.0,12544754.0,75700063.65,0.0,457502463.0,36654509.0,120525707.0,48073003.0,0.0,223391965.94039997,800,0.012267203249999999
0001144204-18-013105,0.0,-2761.0,57999833.0,-11189940.0,14390145.0,10777.0,69000791.01,1256666.0,103182980.6,23264161.0,3921049.0,9072691.0,0.0,171609298.0002,272,0.03178826035
0001144204-18-013135,0.0,292741000.0,153539000.0,201325000.0,302611000.0,628293000.0,1857971000.0,1019237000.0,3287059000.0,136511000.0,1190469000.0,1367590000.0,5916270000.0,2510723000.0,1096,0.007008833644
0001144204-18-013242,0.0,1578513279.0,65046753.8,12012578.0,590249.0,13999955.0,162283702.0,5458588.0,1450234195.38,37853167.0,878592870.0,31723331.0,0.0,1122444947.04,1312,0.01575714975
0001144204-18-013353,0.0,1725701000.0,-18552000.0,88292000.0,333041000.0,670355000.0,8066325054.82,263410000.0,2215005000.0,88333000.0,1723362000.0,1517863000.0,6153289000.0,3464122000.04,894,0.011195888700000002
0001144204-18-013354,0.0,19965124.0,-37043123.0,-29277774.0,10534179.0,5385989.0,112479898.0,22496591.0,304713926.94,95503934.0,23138798.0,54129820.0,88027144.0,396457773.0,800,0.01055420832
0001144204-18-013359,0.0,15705604000.0,499920000.0,80570000.0,201728000.0,67891000.0,852698496.03,656859000.0,12003315000.0,868574000.0,6132093000.0,279510000.0,241572000.0,8199751000.02,1368,0.005904965654
0001144204-18-013387,0.0,278548000.0,122291004.08,55044000.0,249165000.0,158467000.0,1620888000.0,23238000.0,1662476000.0,10941000.0,243077000.0,572366000.0,2973406000.0,1895395003.48,690,0.007196163201
0001144204-18-013470,0.0,20281000.0,15476000.0,-8222000.0,3748000.0,2999000.0,24428000.0,0.0,104481000.0,50760000.0,12814000.0,11353000.0,0.0,58261000.0002,284,0.01971866873
0001144204-18-013474,0.0,15683336.0,175447728.0,-51718908.0,52302018.0,972886.0,528595507.0,214251908.0,1390419074.0,280996845.0,182761596.0,49186579.0,91569870.0,854704610.004,624,0.01025095822
0001144204-18-013487,0.0,2622000.0,1754000.0,-1183000.0,9506000.0,2997000.0,57947023.72,0.0,88628415.03999999,4204000.0,28231000.0,10523000.0,24933000.0,-5745999.997000002,522,0.010634448519999999
0001144204-18-013595,0.0,4205921.0,50652266.0,-13045210.0,12711992.0,5100739.0,63211483.0,3660697.0,133443616.0,20257584.0,12493160.0,34595396.0,58003236.0,40081177.00499997,608,0.007373291237
0001144204-18-013608,0.0,33928000.0,-9441999.88,-9410000.0,3714000.0,3267000.0,185156000.0,7567000.0,778924000.0,65639000.0,1078879000.0,392532000.0,234883000.0,1318580000.02,548,0.008560488719
0001144204-18-013618,0.0,5184502.0,48078334.0,-22239419.0,13112799.0,6402438.0,98554543.73,5136417.0,217616015.3,55547201.0,79285470.0,45643273.0,88409806.0,6184982.001999973,842,0.004173785089
0001144204-18-013727,0.0,7488562.0,14981487.0,-3721869.0,5154133.0,4385956.0,39332607.0,1113675.0,-6847394991.83,9906839.0,11061894.0,25725441.0,19248813.0,-552730480.9959999,530,0.008125180519
0001144204-18-013793,0.0,32559246000.0,-200003998.95,62395000.0,88179000.0,54933000.0,1749209000.0,0.0,8995475000.0,450137000.0,10526351000.0,144416000.0,8773000.0,17074759000.02,1894,0.007432057314
0001144204-18-013806,0.0,654479000.0,1962591000.0,-93347000.0,246788000.0,9766000.0,3470597219.67,1323829000.0,46063297201.740005,-178460000.0,3776614000.0,103710000.0,1455376000.0,12359761000.605598,742,0.005551012726999999
0001144204-18-013823,0.0,66214000.0,274549000.19,30458000.0,147280000.0,53264000.0,95189948.07,21122000.0,1707656209.37,492000.0,200985000.0,203381000.0,124814000.0,1810033000.2,490,0.02155632695
0001144204-18-013849,0.0,3524000.0,23402000.0,-43980000.0,269891000.0,59410000.0,190311000.0,0.0,519072000.0,9653000.0,556314000.0,1554000.0,72015000.0,126309000.0,708,0.012681186990000001
0001144204-18-013867,0.0,16286000.0,-117298000.0,-13552000.0,78356000.0,146480000.0,434982000.0,0.0,889493000.0,286307000.0,1206956000.0,2216273000.0,18752000.0,54734000.00030001,820,0.009140245777
0001144204-18-013891,0.0,9192837862.0,380137000.0,48018000.0,16429000.0,52038000.0,529174354.0,27629000.0,7171488000.0,117085000.0,5847356000.0,182957000.0,27374000.0,8654414000.02,1382,0.00562050296
0001144204-18-013931,0.0,29142033000.0,-474132000.0,122588000.0,94461000.0,41651000.0,4958681000.0,362326000.0,18223824000.0,3212878000.0,12848756000.0,310103000.0,0.0,12143066002.8,1732,0.003771127297
0001144204-18-013981,0.0,6724931.0,18426619.0,-50340257.0,3882889.0,2300841.0,139692092.0,10086722.0,369393156.11,110243205.0,15349860.0,32209947.0,0.0,256226900.0004,590,0.0263000827
0001144204-18-013984,0.0,220952000.0,816285013.79,335708000.0,324440000.0,241638000.0,2678892038.52,0.0,16164273000.0,560733000.0,3675006000.0,6418141000.0,5000913000.0,21787952000.0,1144,0.003313119076
0001144204-18-014028,0.0,17763803000.0,-256853998.8,35514000.0,162340000.0,36191000.0,1250626193.9,0.0,9108343000.0,906800000.0,6411629000.0,180936000.0,-15000.0,7256543030.219998,1752,0.0034096112180000003
0001144204-18-014101,0.0,870955000.0,-392236000.0,10222000.0,284090000.0,59429000.0,159879000.0,165355000.0,1163957000.0,320383000.0,675794038.244,3130639000.0,186488000.0,2328487025.0039997,822,0.013839579860000001
0001144204-18-014109,0.0,58176000.0,345727000.0,-458000.0,100589000.0,38651000.0,604515008.05,322281000.0,1754739000.0,-26189000.0,357324000.0,326849000.0,1640522000.0,1552945000.0004,1008,0.004890476669
0001144204-18-014126,0.0,1000.0,-247782309.0,-789319.0,1401739.0,0.0,21129962.0,0.0,1009693824.0,257010000.0,27439786.5,1495017.0,17500000.0,1496675133.3502,294,0.03222288684
0001144204-18-014128,0.0,56711.0,19201800.0,-6107452.0,654372.0,0.0,4096238.0,13332.0,220268990.0,0.0,478509.0,51218389.0,0.0,277437128.02,232,0.061721609639999994
0001144204-18-014151,0.0,0.0,427413000.0,-129758000.0,49401000.0,11496000.0,577383015.38,0.0,1131723069.61,289453000.0,15360000.0,82821000.0,0.0,1164049000.0,582,0.016070442030000003
0001144204-18-014162,0.0,19635000.0,801780000.0,144862000.0,120263000.0,998505000.0,364286032.23,1030000.0,1884959567.0,193173000.0,1498422186.0,1643300000.0,293817000.0,4024738675.04,816,0.002917458939
0001144204-18-014165,0.0,547898.0,-16529224.0,5066926.0,28537934.0,0.0,24011844.0,0.0,152922296.0,91422283.0,26993590.0,7087478.0,0.0,554642279.04,312,0.02492294812
0001144204-18-014211,0.0,28541000.0,-44826000.0,222473000.0,96050000.0,608974000.0,1591223000.0,29531000.0,1673897000.0,45040000.0,2730920000.0,3068004000.0,2354290000.0,2544611000.2200003,770,0.007031500418999999
0001144204-18-014234,0.0,953000.0,34969000.0,-32670000.0,8987000.0,1185000.0,98430000.0,6131000.0,113569000.0,18038000.0,9260000.0,15206000.0,7451000.0,92008000.0,386,0.018971072869999998
0001144204-18-014238,0.0,0.0,160122000.0,-90342000.0,20294000.0,3578000.0,300060000.0,0.0,534009000.0,118013000.0,22990000.0,62068000.0,0.0,298162013.2602,544,0.021167201209999997
0001144204-18-014314,0.0,1041605000.0,33629000.0,-661000.0,903000.0,5708000.0,224434000.0,0.0,489938758.73,84871000.0,7720509000.0,33353000.0,0.0,823045010.02,912,0.01200335084
0001144204-18-014341,0.0,102072000.0,106875000.0,75040000.0,54795000.0,94876000.0,706980053.16,322311000.0,2001486000.0,358986000.0,579257000.0,680574000.0,2374320000.0,1928633004.49,1056,0.006856801390000001
0001144204-18-014360,0.0,14021000.0,2559000.0,57187000.0,12893000.0,533960000.0,280626000.0,298910000.0,299476000.0,187464000.0,931072000.0,760787000.0,358555000.0,244079000.0,666,0.01072488504
0001144204-18-014372,0.0,10753000.0,25774000.04,-851000.0,12470000.0,7429000.0,20695000.0,14833000.0,119335000.0,157000.0,17431000.0,20585721.0,33916000.0,139091000.02,344,0.0106982466
0001144204-18-014378,0.0,50863000.0,238684000.0,108063000.0,74711001.05,182679000.0,799895798.3100001,473427000.0,900775000.0,37639554.0,472781000.0,534707300.0,849357000.0,1745975007.5499995,1154,0.015646107859999998
0001144204-18-014385,0.0,344367000.0,-228512000.0,528797000.0,293076245.0,1451233000.0,4327383576.39,269531044.0,4068923835.85,1012762000.0,3407103110.0,5019633433.0,7443160000.0,7655550999.0,1782,0.004249092779
0001144204-18-014386,0.0,6381000.0,94612000.0,-74492000.0,28585000.0,16584000.0,277433011.31,6463000.0,316696373.0,109271000.0,103880000.0,49603000.0,84033000.0,-9346985.726000013,982,0.0037922014030000004
0001144204-18-014399,0.0,214777000.0,353347000.0,108338000.0,3178692000.0,567632000.0,1753352025.56,8019617000.0,8045791000.0,3294247000.0,14125210000.0,787484000.0,5309739000.0,5949411000.000401,1044,0.005317189246000001
0001144204-18-014420,0.0,188389000.0,-660767000.0,105399000.0,1773748447.0,4350742368.0,875282926.0,33974000.0,6694540809.02,1498205000.0,3694782000.0,2657847933.0,756076294.0,5970871811.02,1236,0.007326044331
0001144204-18-014481,0.0,1613000.0,2305000.0,-12429000.0,6272000.0,0.0,34875684.2,8719500.0,76187017.0,15599000.0,16599504.4,8968000.0,7282000.0,33702400.0002,450,0.027039473260000002
0001144204-18-014592,0.0,48730.0,357222589.0,-17530281.0,7757102.0,0.0,4439452.53,52686.0,242730217.48999995,167812110.0,23039571.0,0.0,38282376.0,835923702.0,392,0.014949564850000001
0001144204-18-014593,0.0,64184.0,499293142.0,-3216190.0,4938726.0,0.0,12748413.580000002,0.0,214736029.28,205661730.0,27349634.0,0.0,54363265.0,1114911346.0,462,0.007659546747
0001144204-18-014596,0.0,7859.0,217400582.0,-9373681.0,895138.0,0.0,8407197.34,35991.0,120731535.73,129200798.0,7179073.0,0.0,4156950.0,718154132.0,468,0.01965310355
0001144204-18-014600,0.0,4271025.0,3928682280.0,-422783000.0,19675715.0,0.0,68507428.2,0.0,3499889261.03,854561672.0,95700173.0,0.0,-122207316.0,12553763867.0,1496,0.0070920353559999995
0001144204-18-014644,0.0,261705000.0,161870000.0,107071000.0,419630000.0,49705000.0,13099168043.94,290753000.0,5552869000.0,705592000.0,2395725000.0,8676464000.0,3068468000.0,6087682000.72,1702,0.007827696487
0001144204-18-014652,0.0,0.0,15638000.0,-19798000.0,6917000.0,2783000.0,80202376.83000001,27614000.0,434621000.0,17049000.0,31950000.0,22737000.0,0.0,-11920999.950000018,476,0.01186237344
0001144204-18-014686,0.0,0.0,583598000.0,-520253000.0,739246000.0,96288000.0,1681212000.0,244587000.0,3466780022.29,917455000.0,1977019000.0,314421000.0,298418000.0,1271261005.6,706,0.003989870217
0001144204-18-014813,0.0,11782406000.0,-44497998.28000001,54526000.0,2999000.0,54855000.0,762004035.41,7493000.0,4682029000.0,1731757000.0,5621509000.0,146566000.0,12381000.0,4162282000.020001,1330,0.011949505190000001
0001144204-18-014840,0.0,12444484000.0,-67715000.0,10144000.0,19107000.0,20068000.0,753838037.1,10184000.0,4819509000.0,2314001000.0,4583709005.0,116378000.0,-888000.0,18652845000.02,1498,0.017601852390000002
0001144204-18-014874,0.0,5791550000.0,-80921000.0,47467000.0,5962000.0,36351000.0,890164000.0,6509000.0,3986582017.43,427222000.0,4990304000.0,150901000.0,-915000.0,5305522000.02,1540,0.003732926791
0001144204-18-014905,0.0,25783675.0,-39292040.0,63468049.0,79915137.0,301687788.0,411561345.4,0.0,1342848448.0,301782088.0,135716639.0,4922790993.0,37253437.0,2559259089.004,686,0.008962241973
0001144204-18-014926,0.0,46867000.0,1418617000.0,-149406000.0,-11879000.0,139000.0,-20900000.0,0.0,3357422000.0,242735000.0,493911000.0,21191000.0,0.0,2368834000.02,858,0.007360453587
0001144204-18-014940,0.0,0.0,-17781960.0,-7836270.0,1937829.0,593297.0,61581899.12000001,0.0,71116219.57000001,43660831.0,3110539.0,2883490.0,0.0,138931102.004,360,0.04723755324
0001144204-18-014946,0.0,150448000.0,428384000.0,13827000.0,34173000.0,10307000.0,1576072000.0,0.0,951369018.47,295112000.0,2183540000.0,177746000.0,1312220000.0,-1007994979.9996,1364,0.007974136352
0001144204-18-014956,0.0,26261000.0,51883000.0,-47278000.0,161262000.0,216723000.0,129628006.88,8466000.0,769572065.6,127601000.0,139093000.0,403899000.0,28086000.0,672736000.0699999,926,0.004978200296
0001144204-18-014981,0.0,628367351.0,-2161585034.0,-162285663.0,2952078551.0,40240175.0,4257579506.38,34704.0,11619225138.0,2928659521.0,12727353940.0,141006474.0,11924721113.0,8421253879.004001,868,0.005806138334
0001144204-18-014999,0.0,54566324.0,145915681.0,14969890.0,39969528.0,5843418.0,76041566.0,9159176.0,468588698.0,49840687.0,190464808.0,59091035.0,335898699.0,678297767.16,952,0.00540628922
0001144204-18-015007,0.0,91800000.0,-53086999.22,102326000.0,762306000.0,446714000.0,1483601005.2,3041003000.0,2079005005.66,257122000.0,1541249000.0,836830000.0,2180951000.0,3956480000.520001,1228,0.0113576645
0001144204-18-015060,0.0,242075000.0,181386000.0,76556000.0,183205000.0,1163613000.0,1444407000.0,4519548000.0,6200142001.25,77000000.0,9197823000.0,780613000.0,1813350000.0,2680182000.0020003,846,0.009271010056000001
0001144204-18-015067,0.0,95201000.0,514616000.0,27017000.0,259439000.0,8803000.0,1115451142.26,0.0,6586069000.0,31338000.0,1614927000.0,181899000.0,252796000.0,5284997000.0,1978,0.0050176897610000005
0001144204-18-015095,0.0,8129637000.0,263316000.80000004,51576000.0,13530000.0,33908000.0,751455100.0,135986000.0,9743202000.0,296011000.0,4911074000.0,118896000.0,-543000.0,4137264000.02,1324,0.00757860622
0001144204-18-015101,0.0,331000.0,175686000.0,-26519000.0,27412000.0,0.0,274499510.86,16784000.0,216633000.0,10601000.0,22805000.0,12374000.0,11680000.0,206649000.00020003,460,0.03356543278
0001144204-18-015103,0.0,30716575.0,11935973.0,450502544.0,269562378.0,104007163.0,255148248.07000005,0.0,2368120686.66,912761546.0,3481883394.0,1400830464.0,1303068986.0,4932150587.0002,894,0.008554884411
0001144204-18-015200,0.0,3913724000.0,66660004.4,18346000.0,17662000.0,21936000.0,293176555.25,15814000.0,1740208001.9,65954000.0,2404489000.0,56094000.0,728000.0,2231956004.64,1700,0.008474631538
0001144204-18-015207,0.0,8032882000.0,-88540000.0,38346000.0,13542000.0,31348000.0,402232187.25,0.0,4583063015.559999,-639995000.0,2277378000.0,127781000.0,5764000.0,3398684000.04,1382,0.01024235806
0001144204-18-015213,0.0,6847969000.0,71590000.0,39352000.0,4315000.0,53582000.0,1530890191.87,2079000.0,4603437000.0,711079000.0,4261421000.0,199647000.0,408000.0,4865039002.0,1640,0.006054004813
0001144204-18-015227,0.0,17923351000.0,-90732998.84000002,54829000.0,5764000.0,43642000.0,972306000.0,213473000.0,5316029000.0,714046000.0,6261268000.0,138379000.0,-985000.0,5216270000.040001,1316,0.008187860473
0001144204-18-015237,0.0,237284000.0,36706000.0,2174000.0,144121000.0,19696000.0,90775007.52,0.0,330020000.62,16550000.0,371195000.0,232976000.0,51312000.0,451973000.004,582,0.01426657711
0001144204-18-015262,0.0,142401000.0,86206000.0,130794000.0,40092000.0,31536000.0,378720000.0,3999546000.0,2718288000.0,543112000.0,6304822000.0,65027000.0,801012000.0,5618194000.040001,1048,0.009855436809000001
0001144204-18-015275,0.0,11897051000.0,277170000.0,21926000.0,16893000.0,22620000.0,379092093.4,147153000.0,4279980036.09,334567000.0,2985267000.0,134972000.0,2765000.0,4926107737.27,1576,0.002156004597
0001144204-18-015276,0.0,64489000.0,-169856000.0,17400000.0,45741000.0,46172000.0,388667146.0,303564000.0,1710775000.0,216625000.0,835578000.0,160901000.0,1394754000.0,1573136000.02,870,0.007237334440999999
0001144204-18-015277,0.0,14098000.0,343263000.0,-35949000.0,15605000.0,2486000.0,111228000.0,109591000.0,941309000.0,6594000.0,36089000.0,30418000.0,16274000.0,988781000.02,402,0.019211476409999997
0001144204-18-015287,0.0,33586000.0,-146838995.1,60064000.0,187157000.0,196129000.0,454755000.0,103357000.0,876912000.0,194498000.0,1291863000.0,1524585000.0,822402000.0,1861188003.152,782,0.01384242889
0001144204-18-015288,0.0,2622000.0,285802000.0,197196000.0,144385000.48,91806000.0,116133000.0,0.0,826477000.0,46486000.0,126936000.0,697234000.0,2488867000.0,1026311002.763,870,0.0053717239069999995
0001144204-18-015301,0.0,62372000.0,821908000.0,-151620000.0,360025000.0,5824000.0,4888662517.61,170325771.0,1216506143.44,531397000.0,481242944.0,159548000.0,737789000.0,1444421017.164,1534,0.005682759137000001
0001144204-18-015305,0.0,0.0,-544587897.0,-744261.0,207305.0,0.0,62147187.0,0.0,1117774918.0,553333195.0,40677544.0,894060.0,0.0,3259982935.0004005,188,0.10238164
0001144204-18-015310,0.0,1712905.0,49229807.0,-42530749.0,19130132.0,6089445.0,129630123.02,8016347.0,238200013.47,133127607.0,29757959.0,43357231.0,33198828.0,64378152.00400001,1038,0.008926475179999999
0001144204-18-015311,0.0,12457743524.0,153934323.0,37161387.0,36782120.0,44359834.0,893910498.0,53439618.0,5455011801.0,1130648821.0,6856543901.0,207160109.0,90172090.0,4509192642.599999,1586,0.004779861948
0001144204-18-015327,0.0,113942992.0,326337793.0,38787432.0,24464570.0,182400262.0,27568421.0,75282196.0,576334202.38,12337140.0,50812976.0,524649693.0,778875456.0,1611426628.11,1002,0.003726255039
0001144204-18-015339,0.0,6712696000.0,124178003.24,34242000.0,1008000.0,31486000.0,665502141.35,38955000.0,5886118000.0,91454000.0,3748438000.0,110099000.0,1951000.0,4800691011.24,1536,0.004911627517
0001144204-18-015356,0.0,930455.0,453428995.0,-2281982.0,6003736.0,0.0,4475763.0,0.0,511259009.0,404313318.0,24906409.0,7099687.0,0.0,938617532.08,444,0.01506173239
0001144204-18-015404,0.0,1164000.0,22357000.0,-8269000.0,5405000.0,146000.0,15697000.0,0.0,26229003.86,17645000.0,13165000.0,4714000.0,1552000.0,24033000.00040001,300,0.014770800369999998
0001144204-18-015406,0.0,806000.0,20550000.0,-9624000.0,6057000.0,292000.0,43395000.0,0.0,38720003.43,21523000.0,13195000.0,8715000.0,5302000.0,17842000.000400007,370,0.01290190662
0001144204-18-015409,0.0,1279000.0,18902000.0,-14743000.0,6959000.0,428000.0,61140000.0,0.0,38138003.4,32313000.0,13755000.0,9768000.0,7629000.0,30404000.00040001,392,0.014229009780000001
0001144204-18-015415,0.0,483000.0,7363000.0,-18998000.0,8873000.0,1345000.0,67483085.69,0.0,93891029.93,26522000.0,14655000.0,13410000.0,7942000.0,-22368141.899599995,460,0.006499458415
0001144204-18-015610,0.0,9260796.0,44098085.0,5015689.0,6056279.0,26264950.0,259546330.28,132513226.0,140278795.67000002,727390.0,102271803.0,116376126.0,475714826.0,276830436.24,556,0.008657364325
0001144204-18-015612,0.0,41272000.0,49021000.0,18493000.0,35651000.0,53200000.0,142597000.0,0.0,459447000.0,0.0,61943000.0,138903000.0,172486000.0,764317000.2,490,0.01773959719
0001144204-18-015622,0.0,71213000.0,167355000.0,-91708000.0,330913000.0,10073000.0,340946436.0,821000.0,13904626034.97,595482000.0,1200775000.0,76725300.0,264151000.0,3068343000.0002,974,0.01266783338
0001144204-18-015768,0.0,3704175000.0,48731000.98,8744000.0,10496000.0,41823000.0,159866009.64,0.0,1301695038.0900002,84975000.0,822250000.0,120717000.0,193000.0,1161771002.0,1126,0.01926443276
0001144204-18-015830,0.0,10501.0,110777.0,-525596.0,3089593.0,4567.0,235814.0,0.0,3628103.0,745303.0,3066390.0,703300.0,145575.0,288381.00060000014,292,0.02372799483
0001144204-18-016004,0.0,4947184.89,4459070.0,629828.0,17946596.0,5460394.0,28493838.23,0.0,107493204.0,0.0,30066858.0,36418135.0,201103187.0,58844378.02,480,0.004813073548
0001144204-18-016029,0.0,5792.0,21091385.0,-714320.0,142087.0,0.0,3112064.38,2572.0,15091042.17,8281783.0,141525.0,0.0,2300596.0,62276928.0,464,0.03180479822
0001144204-18-016031,0.0,5075.0,43117033.0,-9186648.0,164754.0,0.0,1688530.71,6407.0,27374958.68,14303626.0,4695857.0,0.0,-4525171.0,136768771.0,450,0.014463190400000001
0001144204-18-016037,0.0,6207.0,51810879.0,6183181.0,166961.0,0.0,2544933.55,9066.0,21080483.33,54193172.0,185247.0,0.0,4543811.0,210122258.0,458,0.01738731479
0001144204-18-016164,0.0,1785934000.0,43852000.0,3728000.0,267000.0,9023000.0,107823000.0,0.0,603894000.0,67414000.0,881554000.0,34855000.0,66000.0,1042426000.02,1042,0.01249475415
0001144204-18-016169,0.0,58389155.0,18471108.0,-280121.0,56969394.0,6811358.0,47591033.0,93533197.0,247121413.0,38633915.0,121322024.0,40843122.0,354713090.0,226690770.00399992,684,0.01943825929
0001144204-18-016175,0.0,0.0,40803507.0,-19302519.0,4712812.0,13223592.0,46149511.88,3350924.0,436151195.22,26610598.0,9748264.0,23195263.0,0.0,89039451.0,424,0.01224843881
0001144204-18-016199,0.0,7380000.0,22595000.0,9070000.0,18807000.0,0.0,140302429.99,47785000.0,389750000.0,0.0,1308000.0,3051209.0,16861000.0,142121000.34000003,312,0.02087157253
0001144204-18-016374,0.0,20266000.0,30690000.0,-1997000.0,15853000.0,50057000.0,244604000.0,77120000.0,279794000.0,793000.0,72818000.0,120916000.0,210077000.0,332030000.02,750,0.0050161749959999995
0001144204-18-016468,0.0,700547.0,76590138.0,-28685274.0,38565600.0,1043076.0,88963864.92,3740367.0,70134175.92,67187969.0,62071145.0,12127042.0,10323810.0,73399367.50400001,400,0.02424712399
0001144204-18-016562,0.0,16788000.0,27813000.24,13687000.0,32031000.0,60191000.0,139539007.3,42215000.0,433007007.4,35000.0,106178000.0,211151000.31,169440000.0,483178000.04,736,0.005760399760999999
0001144204-18-016672,0.0,809476000.0,167814000.0,-246000.0,5235000.0,5012000.0,36263000.0,0.0,2233321000.0,189310000.0,718291000.0,22569000.0,4070000.0,395498010.04,736,0.01030873589
0001144204-18-016698,0.0,17812000.0,9942000.0,6093000.0,12818000.0,94479000.0,78463000.0,0.0,197832000.0,668000.0,38937000.0,99004000.0,80031000.0,226452000.55,450,0.0095056178
0001144204-18-016725,0.0,689605000.0,896001000.0,126221000.0,418185000.32,6255000.0,550219000.0,108734000.0,5187464000.0,16163000.0,2550066000.0,209930000.0,1840793000.0,7168009000.002,680,0.0028151516100000003
0001144204-18-016734,0.0,0.0,30859821.0,-14949348.0,6093206.0,0.0,43523419.0,1193000.0,226511817.09,13860566.0,2418824.0,11104355.0,400000.0,38865332.00399994,434,0.03171070977
0001144204-18-016871,0.0,41732000.0,120621000.0,53670000.0,142918000.0,95017000.0,849113039.36,301318000.0,982076007.1,31332000.0,190860000.0,149316000.0,1560336000.0,1661436000.0,992,0.009815461606
0001144204-18-016919,0.0,5909026.0,32979821.0,8960628.0,233036530.0,418324634.0,134335563.0,0.0,842588596.0,216646752.0,703811570.0,878695638.0,222731865.0,1374913605.04,520,0.01402261064
0001144204-18-016944,0.0,8300000.0,21325000.0,3757000.0,455000.0,90368000.0,6305000.0,0.0,31064000.0,120709000.0,4706011.0200000005,62783000.0,11204000.0,52969700.0,404,0.01980002513
0001144204-18-016945,0.0,10749000.0,117132000.0,44587000.0,95526000.0,919422000.0,235482000.0,0.0,1200582000.0,167340000.0,994323000.0,1756841000.0,792580000.0,2057886019.42,708,0.007300402189
0001144204-18-016949,0.0,7438000.0,38142000.0,6019000.0,3495000.0,84516000.0,8853000.0,0.0,71859000.0,141800000.0,8255010.96,69822000.0,14125000.0,96661000.0,392,0.02151079833
0001144204-18-016952,0.0,2823000.0,7385000.0,1346000.0,224000.0,45248000.0,2867000.0,0.0,16447000.0,10800000.0,300010.74,33132000.0,5115000.0,75796000.0,344,0.02842579234
0001144204-18-016955,0.0,1108000.0,6367000.0,2236000.0,886000.0,33607000.0,4030000.0,0.0,16552000.0,31298000.0,3240011.2,28302000.0,6006000.0,24067500.0,384,0.011763630320000001
