adsh,fraud,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0001654954-18-000356,0.0,7988000.0,33762000.0,-3569000.0,7345000.0,319000.0,45012000.0,0.0,200864000.0,6363000.0,65857002.3,15152000.0,72066000.0,160000000.02,462,0.005217062506
0001654954-18-000427,0.0,0.0,319582.0,-564830.0,3628338.0,0.0,1819027.0,0.0,1124024.0,0.0,8007876.0,545334.0,28451231.0,-6972799.999600003,194,0.02419860562
0001654954-18-000434,0.0,-100000.0,5244692.0,-3539778.0,8764306.0,779629.0,13281899.0,0.0,3969702.0,5177660.0,9824838.0,6989649.0,23300.0,-19405904.9998,376,0.017226216519999997
0001654954-18-000712,0.0,8592984.0,18203982.0,-1644617.0,7375685.0,3718834.0,3699825.93,6709057.0,44555100.0,1745347.0,13337348.0,23689338.0,76771262.0,51106294.00040001,570,0.02225008101
0001654954-18-000713,0.0,8592984.0,18203982.0,-1644617.0,7375685.0,3718834.0,3699825.93,6709057.0,44555100.0,1745347.0,13337348.0,23689338.0,76771262.0,51106294.00040001,568,0.022145913859999998
0001654954-18-000819,0.0,13432891.0,35113712.0,-838555.0,3664559.0,5241005.0,27334402.0,0.0,107665649.0,0.0,6824740.0,27259965.0,35115990.0,196866710.0004,354,0.0320938694
0001654954-18-001114,0.0,0.0,211998.0,-72794.0,2069069.0,523000.0,3726574.0,0.0,2453288.0,47425.0,2201278.0,0.0,1569088.0,-1723887.0,246,0.013078094840000002
0001654954-18-001239,0.0,6781207.0,82326675.0,1747680.0,11155169.0,1380824.0,40876550.0,44048392.0,189952153.0,324855.0,35628419.0,10694165.0,34494010.0,255496633.04,354,0.01831128555
0001654954-18-001241,0.0,18987772.0,10270231.0,2428552.0,37357898.0,21931648.0,19979196.29,206616724.0,132629335.0,0.0,304755153.0,43697683.0,37471073.0,181371260.00040007,476,0.013036431709999999
0001654954-18-001319,0.0,21268000.0,26083000.0,5217000.0,29135000.0,4841000.0,94782006.62,0.0,211080017.12,9086000.0,55874000.0,41121000.0,126948000.0,254287000.0,942,0.01067847555
0001654954-18-001330,0.0,0.0,169174790.0,-19289981.0,102890172.0,4637011.0,118617285.0,0.0,267377664.0,24221356.0,194522509.0,9003319.0,68262270.0,85759931.03999996,396,0.01202941548
0001654954-18-001360,0.0,-1250000.0,34796100.0,-12423000.0,8509800.0,102900.0,44012311.66,2500000.0,42944104.25,105784900.0,14478200.0,13968600.0,2500000.0,28894000.00399994,390,0.01202693959
0001654954-18-001366,0.0,290515.0,9057855.0,-6852064.0,19458021.0,314590.0,19519983.0,661998.0,82139235.0,6099326.0,108732542.0,37545566.0,253100.0,102687594.03999996,510,0.004124657956
0001654954-18-001436,0.0,1150499.0,1386480.0,-10326713.0,40360755.0,1438888.0,26614067.169999994,16126788.0,197129662.65,6892643.0,58126788.0,12053105.0,5351075.0,-44465379.997,972,0.002317439816
0001654954-18-001448,0.0,15933783.0,1494188.0,1627274.0,10243570.0,290108.0,3926748.0,31301301.0,155608396.0,12099719.0,74831589.0,33592681.0,124279510.0,158761506.0,474,0.0060000195689999996
0001654954-18-001510,0.0,3409900.0,3084000.0,-851000.0,1841600.0,343600.0,14931600.0,11297300.0,37933200.0,290000.0,5250400.0,2982700.0,11992400.0,47990900.16,476,0.014817330680000003
0001654954-18-001515,0.0,103137.0,3749663.0,22878.0,0.0,523000.0,4808433.0,0.0,6390171.0,551756.0,192935.0,0.0,2203745.0,7354498.0,266,0.023454787819999996
0001654954-18-001516,0.0,0.0,1317815.0,15009.0,2845852.0,0.0,1959319.0,34206.0,6546773.0,37917.0,4063264.0,0.0,12335.0,5340147.0,230,0.03484333915
0001654954-18-001517,0.0,0.0,850389.0,-264900.0,0.0,698000.0,6014932.0,0.0,3574554.0,186752.0,3351933.0,0.0,2802838.0,-6006828.0,244,0.0163801935
0001654954-18-001530,0.0,2240712.0,1231526.0,-3920997.0,30228850.0,427676.0,15647328.36,192328.0,8490462.36,3521510.0,50576875.0,5537079.0,5879531.0,-64741054.998,594,0.009305986692
0001654954-18-001536,0.0,5568000.0,145640000.0,-12108000.0,95353000.0,198000.0,73703003.96000001,2752000.0,277795000.0,29492000.0,223513000.0,6880000.0,44172000.0,457029000.002,294,0.01853356629
0001654954-18-001543,0.0,1474431.0,548954.0,-944625.0,9615512.0,1357834.0,2457938.884,2003120.0,4603111.0,623496.0,11694955.0,2533499.0,2509461.0,-15285561.996000007,312,0.009741162494
0001654954-18-001547,0.0,2810552.0,37025730.0,-2349556.0,1026599.0,268296.0,6463146.0,6432012.0,50150283.5,13052535.0,6544429.0,558297.0,4403410.0,75699037.004,418,0.01095415314
0001654954-18-001554,0.0,262400.0,277756.0,-1214983.0,5402050.0,2726574.0,-1693353.0,0.0,4057002.0,1562457.0,20340660.0,9233155.0,0.0,-20284415.999599993,320,0.02200644982
0001654954-18-001626,0.0,0.0,0.0,0.0,0.0,0.0,1364.8199999999995,0.0,17.729999999999997,0.0,0.0,0.0,0.0,0.0,698,0.012881796729999999
0001654954-18-001710,0.0,0.0,134187.0,-1065754.0,2730888.0,0.0,2897195.0,0.0,833090.0,1045522.0,7049558.0,1226870.0,0.0,-5115230.998,234,0.031373398510000004
0001654954-18-001740,0.0,2493648.0,394763.0,-186727.0,2622867.0,217855.0,622208.0,80753.0,3602867.0,781812.0,6838602.0,525355.0,7780148.0,2115097.004000001,342,0.008505450456
0001654954-18-001935,0.0,1032226.0,28288303.0,-9643469.0,13063198.0,1338834.0,26381648.0,7561434.0,50298655.0,22541221.0,11551820.0,17384181.0,24710267.0,62956550.502,336,0.02852716534
0001654954-18-001936,0.0,34478000.0,229303000.0,257157000.0,22973000.0,248005000.0,419900411.58,62036000.0,911691000.0,76610000.0,187547000.0,880427000.0,725897000.0,2070708011.9,822,0.01099400116
0001654954-18-001966,0.0,0.0,8581995.0,-29710.0,11964194.0,0.0,50815721.52,889213.0,43497213.0,3687025.0,11270345.0,24064494.0,0.0,33958546.436000004,472,0.00871039983
0001654954-18-001969,0.0,0.0,942000.0,-6406000.0,30294000.0,2000.0,26660000.0,2622000.0,85659000.0,-16000.0,110116000.0,10372000.0,116000.0,-293792999.996,324,0.04574720392
0001654954-18-001970,0.0,0.0,2896000.0,-1954000.0,30381000.0,1000.0,29724000.0,7000.0,9126000.0,2500000.0,148298000.0,5254000.0,7000.0,-147316999.996,264,0.01109064315
0001654954-18-001971,0.0,0.0,960000.0,-4312000.0,33154000.0,1000.0,109389000.0,47000.0,78582000.0,3890000.0,231358000.0,11898000.0,47000.0,-81411999.99599999,322,0.029022585939999995
0001654954-18-001972,0.0,0.0,392000.0,-5508000.0,35304000.0,2000.0,94337000.0,27000.0,50265000.0,4802000.0,197772000.0,18239000.0,27000.0,-121614999.996,314,0.030875499900000002
0001654954-18-001973,0.0,0.0,84000.0,-6587000.0,42630000.0,3000.0,80453000.0,3000.0,143934000.0,0.0,181831000.0,16363000.0,27000.0,-261611999.996,314,0.02259842478
0001654954-18-001992,0.0,0.0,0.0,0.0,0.0,0.0,1364.8199999999995,0.0,17.729999999999997,0.0,0.0,0.0,0.0,0.0,698,0.012881796729999999
0001654954-18-002054,0.0,0.0,1483000.0,-7360000.0,22028000.0,3000.0,331819057.0,253760000.0,647599800.0,0.0,-67778000.0,142924000.0,0.0,607549000.0040001,320,0.02488489568
0001654954-18-002057,0.0,5454000.0,15924000.0,5273000.0,2939000.0,4044000.0,38469250.11,34617000.0,59150000.0,424000.0,17038000.0,8966000.0,32892000.0,85719000.00400001,674,0.0037918066249999997
0001654954-18-002152,0.0,4011897.0,78093375.0,-46212225.0,4287963.0,19354721.0,214197357.0,61329990.0,320611680.0,77740077.0,15919455.0,78101952.0,4434917.0,567512763.324,758,0.005475789897
0001654954-18-002154,0.0,5454000.0,15924000.0,5273000.0,2939000.0,4044000.0,38469250.11,34617000.0,59150000.0,424000.0,17038000.0,8966000.0,32892000.0,85719000.00400001,674,0.0037918066249999997
0001654954-18-002162,0.0,0.0,676647.0,-1576407.0,466104.0,329790.0,4303169.0,1965604.0,2010871.0,2123771.0,4238811.0,4208743.0,41129.0,-11214618.9998,310,0.01971409178
0001654954-18-002199,0.0,0.0,6190955.0,-1011599.0,210923.0,20258.0,1934564.0,0.0,8328191.0,4210300.0,321244.0,702666.0,0.0,14259037.0004,220,0.01040092491
0001654954-18-002205,0.0,7718000.0,25343000.0,8435000.0,26247000.0,17085000.0,201771037.2,379000.0,282707017.78,213000.0,40826000.0,53279000.0,91408000.0,259018003.2,600,0.01142993054
0001654954-18-002211,0.0,6229000.0,5485000.0,-832000.0,9113000.0,5037000.0,84011028.22,3615000.0,46355001.39,1123000.0,12176000.0,21392000.0,79956000.0,4960000.004000008,884,0.0036703724530000002
0001654954-18-002291,0.0,0.0,0.0,0.0,23050.0,0.0,0.0,0.0,1128740.0,0.0,400676.0,69501.0,0.0,-949112.9959999998,88,0.1361509998
0001654954-18-002301,0.0,6358000.0,67226000.0,-27432000.0,79673000.0,2483000.0,22126000.0,0.0,833859000.0,47449000.0,225844000.0,588698000.0,15617000.0,2504657000.0,626,0.004367708495
0001654954-18-002491,0.0,7635000.0,138757000.84,-24708000.0,-6920000.0,218000.0,346337030.08,0.0,242648018.65000004,4988000.0,22606000.0,85979000.0,42903000.0,314673000.00200003,618,0.01297463948
0001654954-18-002560,0.0,848900000.0,3228500000.0,534200000.0,3914900000.0,596600000.0,1315600000.0,4075200000.0,15581600000.0,1100000.0,5692600000.0,1359300000.0,12787700000.0,9850300000.0,1012,0.0021114734
0001654954-18-002569,0.0,7856945000.0,301007000.0,52501000.0,19659000.0,71769000.0,642473000.0,0.0,3342944000.0,346618000.0,3321089000.0,175092000.0,11236000.0,3692514001.04,1548,0.008807603671000001
0001654954-18-002573,0.0,4904220663.0,87453873.0,22383074.0,9004646.0,27915534.0,326688239.0,35996948.0,1891667729.0,203464227.0,1679286897.0,173487978.0,7040417.0,2070116890.32,1548,0.005883976492
0001654954-18-002587,0.0,27516000.0,36253000.0,-2167000.0,24081000.0,13865000.0,115621198.82,0.0,96295018.26,9547000.0,22668000.0,31653000.0,154668000.0,130423000.72,586,0.0062642539799999996
0001654954-18-002619,0.0,48211503.0,46470824.0,43247165.0,37654587.0,9976184.0,1110562603.38,24198916.0,1328223063.87,97887010.0,301141497.0,372906309.0,316542044.0,1024754510.04,1136,0.004058056177
0001654954-18-002621,0.0,14980062.0,153099070.0,-14851912.0,21834712.0,5154893.0,169306731.45000002,8388634.0,263733401.0,58136001.0,37348476.0,64486649.0,150465472.0,262724254.002,1102,0.008236444863
0001654954-18-002630,0.0,7160195.0,46510844.0,-22241776.0,-3481191.0,4867159.0,59403911.90000001,59503590.0,83709282.36,34350.0,12652024.0,15976868.0,37677743.0,121054441.004,604,0.019923656430000002
0001654954-18-002634,0.0,65578000.0,71210000.0,41930000.0,86460000.0,70029000.0,569993078.22,371843000.0,666202019.6700001,21742000.0,197697000.0,121216000.0,1162879000.0,828925000.0019999,818,0.0015832793840000001
0001654954-18-002638,0.0,177215272.0,250046185.0,-200045164.0,65621457.0,160767.0,34600200148.0,2055925.0,1051848057.0,293755176.0,128337879.0,61808661.0,10057096.0,487760400.006,666,0.004628223289
0001654954-18-002662,0.0,61566351.0,2177030226.0,-128697721.0,373738.0,0.0,122216543.0,573022.0,1989788831.6400003,490661130.0,46508369.0,1742589.0,-124730234.0,123734068.0,2238,0.008505172696
0001654954-18-002666,0.0,8900924.0,3269162.0,-4498827.0,29827315.0,552796.0,23983230.0,0.0,42725705.0,11906357.0,97587647.0,6825888.0,26229293.0,-46176075.99600001,498,0.011105212009999999
0001654954-18-002668,0.0,11261337.0,4338919.0,-5219853.0,30993236.0,829240.0,32084767.0,0.0,48585399.0,17879597.0,98829762.0,9015207.0,35520494.0,-46271363.99600001,502,0.01179167011
0001654954-18-002674,0.0,8583776000.0,-54866997.53,43678000.0,80089000.0,26440000.0,336436000.0,7444000.0,8874099000.0,391766000.0,4379235000.0,140507000.0,12115000.0,2641164059.5,1808,0.00511339125
0001654954-18-002713,0.0,3387593.0,-1611639.0,-3840097.0,28059834.0,-10998992.0,13230705.0,-1521745.0,86896503.0,6392610.0,28628468.0,162868103.0,0.0,120989490.004,514,0.01633239169
0001654954-18-002715,0.0,4265820.0,2875944.0,-11719497.0,11355069.0,327186.0,33824641.86,10987745.0,58545207.0,13906671.0,23944337.0,12619338.0,0.0,29165732.64040001,480,0.008341809979
0001654954-18-002767,0.0,11166625.0,53372788.0,1667239.0,5699509.0,5055682.0,6204280.0,0.0,106281519.0,0.0,10891841.0,7494619.0,8258669.0,163035467.0004,286,0.06551652368
0001654954-18-002777,0.0,-184013.0,50964491.0,-50852575.0,14280275.0,62482.0,118859247.18,0.0,332979670.0,27617449.0,22197712.0,21762513.0,1149457.0,93291056.00399996,472,0.01389055395
0001654954-18-002780,0.0,17309000.0,20080000.0,-19464000.0,24062000.0,3002000.0,355129026.10999995,7637000.0,217288000.0,31180000.0,44920000.0,17151000.0,1795124000.0,-50896000.08000003,1274,0.0190119843
0001654954-18-002829,0.0,13700.0,11340846.0,-4616537.0,4145097.0,866614.0,17209936.4,0.0,37000017.0,10075148.0,4611320.0,6088602.0,867204.0,19642723.000400007,346,0.026005560770000002
0001654954-18-002934,0.0,3804251.0,24015034.0,5597812.0,12266139.0,32784427.0,45017030.18,0.0,214683528.0,16922717.0,93548549.0,213527551.0,41994739.0,350882747.0,618,0.02013555827
0001654954-18-002943,0.0,26411729.0,13836522.0,5647383.0,331985874.0,76739648.0,152313627.17000002,510134861.0,572879200.0,68319222.0,438688105.0,212413251.0,433246042.0,199055712.04,856,0.005218589609
0001654954-18-002950,0.0,104780000.0,21290000.0,-11803000.0,35702000.0,16706000.0,49041000.0,260000.0,354459000.0,82779000.0,129907000.0,35954000.0,97200000.0,300927000.0002,540,0.008438835167000001
0001654954-18-003020,0.0,4912000.0,-4822000.0,-7530000.0,31068000.0,16219000.0,-37471000.0,2195000.0,1052985000.0,58300000.0,25651000.0,50924000.0,618000.0,51955000.004000105,460,0.014971549319999998
0001654954-18-003022,0.0,0.0,-68101252.0,-135807.0,186342.0,0.0,638021.0,0.0,139371813.0,70172725.0,240796.0,15000.0,0.0,342444720.00200003,120,0.06717389529000001
0001654954-18-003025,0.0,-395000.0,894000.0,5070000.0,384498000.0,0.0,14214000.0,93000.0,89045000.0,0.0,202115000.0,9547000.0,18899000.0,-412481989.8,432,0.02337706763
0001654954-18-003028,0.0,83602.0,3726398.0,-1741383.0,9086341.0,166748.0,13762839.062000005,130584.0,17992012.0,1475000.0,6376552.0,3304899.0,258352.0,-48349256.0,326,0.015421995990000001
0001654954-18-003121,0.0,1307416.0,19790941.0,6676225.0,12091402.0,7883051.0,30383813.0,83786604.0,94486826.0,10000000.0,47162922.0,20188544.0,25503815.0,128847204.002,384,0.01195946202
0001654954-18-003133,0.0,76238868.0,4422716.0,-2562187.0,16802038.0,737402.0,-11907837.240000006,0.0,128744290.0,8895681.0,19824296.0,26556587.0,1252726.0,86916957.0,524,0.011326618459999998
0001654954-18-003136,0.0,0.0,63286950.0,-3822100.0,968541.0,0.0,35976650.572,1150186.0,70411722.0,5968146.0,752754.0,2078660.0,0.0,99550549.004,274,0.03872569051000001
0001654954-18-003222,0.0,0.0,6770.0,-121638.0,2167448.0,0.0,1885835.12,0.0,1446147.0,150000.0,1935115.0,479736.0,0.0,-2800131.998,222,0.03615927164
0001654954-18-003286,0.0,0.0,1447804.0,-3294785.0,7829099.0,452893.0,-2254121.0,-1940.0,24433932.0,5115344.0,19314929.0,6106368.0,3726380.0,-29852604.999599993,328,0.03372396102
0001654954-18-003317,0.0,11122000.0,802000.0,-8317000.0,107312000.0,60244000.0,648166000.0,12998000.0,507129003.97,38995000.0,1400283000.0,579634000.0,855996000.0,-223844999.996,646,0.009208028755
0001654954-18-003328,0.0,5291701.0,9570639.0,-6937117.0,8221259.0,4115836.0,26081982.33,22819854.0,75516325.0,6000000.0,29798416.0,13000027.0,22674100.0,46012515.03999999,538,0.013464386299999999
0001654954-18-003338,0.0,780547.0,422011.0,-9596528.0,178739445.0,1034283.0,22302292.1,3533633.0,273776055.0,9175000.0,277658057.0,4110103.0,14992611.0,-211269962.996,522,0.009810518701
0001654954-18-003373,0.0,4389173.0,782532.0,-801177.0,14551291.0,3909167.0,37967850.0,22211800.0,107359530.33,1001386.0,25876408.0,22130263.0,46723838.0,112870782.0,660,0.004659479682
0001654954-18-003375,0.0,903212.0,1574548.0,-4728424.0,18624484.0,978450.0,14292117.13,1090280.0,195965611.79,3930587.0,52790000.0,6940791.0,2953816.0,-23301921.998,582,0.01323202882
0001654954-18-003379,0.0,452000.0,4640000.0,-6210000.0,127114000.0,277294000.0,108228000.0,0.0,439102000.0,531000.0,163251000.0,283672000.0,0.0,33086000.00399995,434,0.039994607769999996
0001654954-18-003383,0.0,21733201.0,116935012.0,3895211.0,6565408.0,2730090.0,172154437.71,15756883.0,107311546.52,-373946.0,25689068.0,44633433.0,196007766.0,158105045.004,636,0.01144612683
0001654954-18-003385,0.0,962648.0,2967623.0,269383.0,6559905.0,141531.0,13240418.0,3118755.0,82576577.0,500050.0,10558228.0,10185265.0,11812594.0,2569347.002000004,414,0.011533103400000001
0001654954-18-003388,0.0,468000.0,343000.0,-3815000.0,11582000.0,2765000.0,12900001.77,5255000.0,273747000.15000004,2911000.0,47079000.0,2476000.0,6203000.0,-32983499.99600005,416,0.01713548975
0001654954-18-003402,0.0,7245174.0,-142671.0,-2870661.0,12899350.0,2642291.0,69157559.0,0.0,160275237.0,2072711.0,10488864.0,5826344.0,47252227.0,33936024.02,362,0.02431064839
0001654954-18-003409,0.0,201049.0,1695450.0,220917.0,5942162.0,1942534.0,11129257.0,82890876.0,146452901.0,458709.0,13376113.0,2908792.0,27625045.0,103318065.004,576,0.006136917526
0001654954-18-003416,0.0,4257000.0,1475000.0,-4600000.0,121407000.0,25102000.0,365954057.11,150406000.0,-773872000.0,3409000.0,247126000.0,148307000.0,469086000.0,-27324512999.996002,888,0.009309420345
0001655020-18-000027,0.0,299498000.0,-2108835000.0,693478000.0,2561747000.0,2438685000.0,5966692018.52,109942000.0,10118719072.03,3348926000.0,7785258000.0,76260963000.0,575903000.0,15194220000.01,1078,0.007895860205
0001655075-18-000003,0.0,374600000.0,-65400000.0,169500000.0,637800000.0,941300000.0,3166000051.82,359100000.0,7546200000.0,319800000.0,1301900000.0,1705600000.0,5842500000.0,5713600016.2903,934,0.005521547571000001
0001656239-18-000022,0.0,178429000.0,1269856000.0,949773000.0,7979254000.0,4519782000.0,13532980000.0,15065404000.0,15675592000.0,2759857000.0,20416375000.0,24204049000.0,19771322000.0,5430913000.050001,1254,0.004832629212
0001656423-18-000004,0.0,24193727000.0,1401474006.0,7094090000.0,5026460001.6,164217991000.0,58849135675.12,88983000.0,94185188000.0,13985297000.0,72987043000.0,422740794000.0,54004631000.0,199610332019.26,2484,0.004449308468
0001657312-18-000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89900000.0,0.0,0.0,0.0,0.0,598,0.01530232769
0001657853-18-000016,0.0,6596000000.0,-7692000000.0,16917000000.0,17391000000.0,62224000000.0,92829000000.0,45703000000.0,113082000000.0,-745000000.0,105617000000.0,317807000000.0,92090000000.0,164582000000.06,1740,0.006523597531
0001658566-18-000008,0.0,231576000.0,-1595567000.0,269328000.0,727711000.0,364847000.0,629095000.0,15451000.0,7058278000.0,2944584000.0,2914703000.0,19846707000.0,946443000.0,23206605000.0004,514,0.01023327282
0001659166-18-000100,0.0,2785800000.0,2479600000.07,3322300000.0,6940500000.0,2906000000.0,17192100669.79,25454800000.0,65000700000.0,4087400000.0,27059400000.0,9568300000.0,46261800000.0,49066300000.04,1068,0.01141638312
0001659173-18-000011,0.0,6749470.0,1757606.0,141383.0,1169496.0,4258.0,4772357.0,258987.0,9533521.0,375211.0,2869422.0,1528195.0,6740499.0,17552408.0004,330,0.025205002009999998
0001659173-18-000013,0.0,5517347.0,2968930.0,-79968.0,1154478.0,5377.0,6934982.0,258987.0,9311469.0,1266642.0,1989565.0,2180740.0,8343511.0,18760397.0004,336,0.01986782895
0001659173-18-000015,0.0,9226969.0,3044488.0,-165705.0,1033402.0,5504.0,3542374.0,437312.0,11579404.0,80603.0,3533672.0,470080.0,3398807.0,17339071.0004,292,0.01802338755
0001659173-18-000017,0.0,8945708.0,3123633.0,-22290.0,1141248.0,8564.0,5808523.0,437312.0,11677790.0,248067.0,3829707.0,1847082.0,9420871.0,17457320.0004,358,0.01897089844
0001659173-18-000027,0.0,3862140.0,415905.0,979.0,79261.0,3670.0,975000.0,0.0,4071021.0,163140.0,3211844.0,657328.0,4138161.0,4518849.002,234,0.0168725374
0001659173-18-000053,0.0,7074471.0,1216058.0,2886.0,1402019.0,2328.0,4257949.0,80662.0,8390112.0,225567.0,1815987.0,1246766.0,7335118.0,16707427.0004,338,0.006659713597
0001659173-18-000055,0.0,6749470.0,1757606.0,141383.0,1169496.0,4258.0,4772357.0,258987.0,9533521.0,375211.0,2869422.0,1528195.0,6740499.0,17552408.0004,330,0.025205002009999998
0001659173-18-000057,0.0,5517347.0,2968930.0,-79968.0,1154478.0,5377.0,6934982.0,258987.0,9311469.0,1266642.0,1989565.0,2180740.0,8343511.0,18760397.0004,336,0.01986782895
0001659173-18-000059,0.0,9226969.0,3044488.0,-165705.0,1033402.0,5504.0,3542374.0,437312.0,11579404.0,80603.0,3533672.0,470080.0,3398807.0,17339071.0004,292,0.01802338755
0001659173-18-000061,0.0,8945708.0,3123633.0,-22290.0,1141248.0,8564.0,5808523.0,437312.0,11677790.0,248067.0,3829707.0,1847082.0,9420871.0,17457320.0004,358,0.01897089844
0001659173-18-000063,0.0,10656975.0,3988705.0,-519172.0,1049002.0,11833.0,7889864.0,437312.0,13903106.0,999279.0,4205207.0,2603770.0,10592434.0,21388698.0004,366,0.003534364914
0001659173-18-000069,0.0,3862140.0,415905.0,979.0,79261.0,3670.0,975000.0,0.0,4071021.0,163140.0,3211844.0,657328.0,4138161.0,4518849.002,234,0.0168725374
0001659173-18-000092,0.0,0.0,1054.0,-80906.0,-4214.0,0.0,103161.0,0.0,1234.0,0.0,314438.0,83161.0,0.0,-276386.8960000001,138,0.06960914908
0001659173-18-000095,0.0,0.0,0.0,-11250.0,681876.0,0.0,118444.0,0.0,0.0,11250.0,763220.0,41112.0,0.0,-1211439.995999999,124,0.1243573766
0001659173-18-000114,0.0,0.0,0.0,-52425.0,184336.0,0.0,69683.0,0.0,135165.0,52425.0,350464.0,69683.0,0.0,-350463.99600000004,128,0.21140583420000003
0001659617-18-000027,0.0,0.0,20639000.0,-11089000.0,5716871.0,51000.0,40463517.63,22813000.0,82317011.08000001,19229000.0,8873921.0,6584000.0,0.0,132895894.004,450,0.011692132749999999
0001660134-18-000007,0.0,135365000.0,581506000.0,-108877000.0,89548000.0,34179000.0,3453041049.0600004,699471000.0,2279750012.54,313085000.0,740372000.0,203272000.0,1048148000.0,1316956000.0005,902,0.004719296619
0001660156-18-000019,0.0,31265.0,100531.0,-168812.0,1465716.0,1033570.0,2209770.0,0.0,157420.0,50.0,2209096.0,1006924.0,672186.0,-4914637.0,208,0.043217799400000007
0001660690-18-000018,0.0,321700000.0,882100000.0,128900000.0,482300000.05,1288500000.0,219600073.84,511100000.0,6433100000.0,0.0,10993400000.0,2744200000.0,944100000.0,2915800002.0,460,0.02223629922
0001660734-18-000013,0.0,2082083000.0,-956590996.85,1740287000.0,1529206000.0,5200184000.0,15961948000.0,1772360000.0,55276212125.5,4453745000.0,35664595000.0,18240066000.0,10363750000.0,52477370000.0,1046,0.004764001426
0001661458-18-000006,0.0,292361000.0,240614000.0,121982000.0,849278000.0,1677938000.0,637395000.0,68597000.0,1675639000.0,258339000.0,2160093000.0,2692518000.0,724709000.0,5036463000.02,698,0.012604940420000002
0001662252-18-000008,0.0,21929.0,-88285.0,-326214.0,297073.0,11262.0,870969.0,356285.0,796704.0,426100.0,795128.0,387719.0,0.0,-1466470.9959999996,238,0.03316750713
0001662252-18-000011,0.0,2491.0,353503.0,-1004977.0,2729289.0,0.0,2483550.0,0.0,24010234.0,83300.0,7671366.0,2097401.0,0.0,-13932366.996,292,0.01118625321
0001662252-18-000017,0.0,2491.0,353503.0,-1004977.0,2729289.0,0.0,2483550.0,0.0,24010234.0,83300.0,7671366.0,2097401.0,0.0,-13932366.996,292,0.01118625321
0001662252-18-000022,0.0,-43678.0,122687.0,-1532824.0,10535489.0,12684.0,4011509.0,0.0,-2895956.0,1614232.0,29467977.0,201144.0,230000.0,-24987644.991000004,578,0.011579128190000001
0001662252-18-000034,0.0,30241.0,106255.0,-201175.0,1587942.0,0.0,485178.0,0.0,21837478.0,44958.0,8808365.0,493066.0,0.0,-10482742.996,240,0.07146284156
0001662252-18-000036,0.0,-106290.0,31832.0,-658578.0,8059191.0,11512.0,3344560.0,0.0,-2279955.0,678865.0,27667156.0,119046.0,115000.0,-20512164.994000003,368,0.03201355729
0001662252-18-000044,0.0,1060.0,12790.0,-70948.0,107673.0,0.0,31728.0,0.0,5443.0,56672.0,653571.0,49165.0,0.0,-503360.996,162,0.07212158448
0001662252-18-000048,0.0,2644.0,17295.0,-237125.0,226310.0,6674.0,544722.0,0.0,97032.0,240000.0,215927.25,261178.0,205992.0,-267298.998,188,0.03512417742
0001662524-18-000007,0.0,10826000.0,-49099000.0,-135826000.0,130676000.0,120000.0,1112356000.0,3326000.0,1018096000.0,757427000.0,346187000.0,63039000.0,283397000.0,1079544000.0030005,576,0.01683384439
0001663577-18-000017,0.0,-185912.0,-3986076.0,0.0,16936467.0,151981.0,29420596.0,425937.0,13259279.0,4410188.0,29044650.0,36000209.0,3436474.0,909794366.132,968,0.010943950179999998
0001663577-18-000019,0.0,137895.0,1058666.0,-1800030.0,1016330.0,8768120.0,27728707.0,102288695.0,125259656.0,34055029.0,7243426.0,20970131.0,2865096.0,217268700.003,612,0.012985756210000001
0001663577-18-000037,0.0,10180.0,8882.0,-113645.0,4258380.0,0.0,2774966.0,0.0,2348700.0,182581.0,6135766.0,1631220.0,0.0,-7569127.995999998,312,0.029320263460000003
0001663577-18-000041,0.0,-185912.0,-3986076.0,0.0,16936467.0,151981.0,29420596.0,425937.0,13259279.0,4410188.0,29044650.0,36000209.0,3436474.0,909794366.132,968,0.010943950179999998
0001663577-18-000044,0.0,15270.0,110817.0,-830747.0,5643301.0,0.0,5983576.0,0.0,4103515.0,830890.0,10074344.0,2063539.0,0.0,-8545226.993999999,530,0.021582409610000002
0001663577-18-000049,0.0,-185912.0,-3986076.0,0.0,16936467.0,151981.0,29420596.0,425937.0,13259279.0,4410188.0,29044650.0,36000209.0,3436474.0,909794366.132,968,0.010943950179999998
0001663577-18-000074,0.0,65216.0,43925.0,-231740.0,6595312.0,18.0,356858.0,131831.0,860091.0,66411.0,1096704.0,131992.0,850.0,-155480.99800000008,240,0.07911347987
0001663577-18-000081,0.0,195114.0,908194.0,-664527.0,1050411.0,320927.0,3022015.0,62127769.0,41460698.0,470500.0,2660435.0,1100727.0,126406.0,119982452.005,466,0.01419580669
0001663577-18-000111,0.0,432524.0,-66260.0,-1401536.0,4214604.0,3146009.0,3786466.0,2224855.0,16921109.05,2646690.0,8007340.0,14402371.0,4390192.0,18224603.2905,508,0.01843918705
0001663577-18-000115,0.0,-12009.0,76305.0,-222847.0,2611223.0,2517558.0,1572309.0,2043965.0,7770313.05,1084294.0,8437768.0,13796331.0,867896.0,15216530.0005,394,0.03606450642
