adsh,fraud,ddate,AccountsReceivable,Cash,CashFlowfromOps,OtherIncome,sum_of_first_digits,total_deviation,CurrentRatio,DebtToEquityRatio,ProfitMargin,ReceivableTurnover,AQI,DEPI,TATA
0000009092-18-000002,0.0,20161231.0,67214000.0,8237000.545000003,80075000.0,-32010000.0,936,0.006629107309,22.256449419421926,0.15241902840262156,0.3989224806360774,7.243416550123486,0.13692517949518246,0.17365349117229992,0.06803344689501542
0000009346-18-000017,0.0,20161231.0,324687000.0,41090001.03999999,32368000.0,68895000.0,1230,0.0029690514520000003,13.368403765110298,0.4127574296183569,-12.846424888008352,0.9824754301835306,0.0,0.0106685307104132,-0.9964249852390954
0000009984-18-000024,0.0,20161231.0,314172000.0,23203000.0,217646000.0,320447000.0,936,0.002730466274,10.518331120336422,0.3671379469977245,-0.9410619664798202,4.028258406223342,0.28662741545475545,0.2692072993478153,-0.134859873029647
0000010048-18-000002,0.0,20161231.0,0.0,16000000.0,-966000.0,0.0,438,0.015037464269999997,0.0,0.0,0.5772423025435074,0.0,0.0,0.025796178343949046,0.25940400586223744
0000010795-18-000008,0.0,20161231.0,0.0,315000000.0,288000000.0,1928000000.0,382,0.02061682423,-21.238095238095237,1.3374460203724023,-0.4760438056125941,0.0,0.0975783475783476,0.24192059095106186,-1.1958689458689458
0000011199-18-000012,0.0,20161231.0,476700000.0,2200001.1599999964,441900000.0,180900000.0,1074,0.006138916894,12.442185057345686,0.5544469214964344,0.6000911435176952,18.87308579819593,0.10164262145669034,0.18473486037025416,0.2527933744221634
0000011544-18-000012,0.0,20161231.0,2433017000.0,109277000.0,1432370000.0,1092929000.0,1804,0.006887083676,91.43131658281536,0.3452085933291256,-4.4684270456951936,7.002515806506901,0.0013958010802735956,0.003567196423874378,-0.653336778283217
0000012400-18-000006,0.0,20161231.0,70894000.0,-88776000.0,88884000.0,102000.0,652,0.01063520375,4.602740528538873,0.8010533316441036,0.16523566407695153,4.765918131294608,0.0,0.1127853186521468,-0.004444399626215975
0000012927-18-000007,0.0,20161231.0,24470000000.0,6682000000.0,10499000000.0,2853000000.0,1632,0.001363846071,9.398841318103377,0.6764535276725512,0.6954265922491437,12.838741315897016,0.0307645369252072,0.1943773470009134,0.3754696099367956
0000013239-18-000007,0.0,20161231.0,403000000.0,640000000.0,-20000000.0,903000000.0,1124,0.003009175051,18.559907838502305,-2.1914382876619154,0.7446380693249713,25.915632754342433,0.05391749279801839,0.2809264596008112,0.4986888388281103
0000014195-18-000008,0.0,20161231.0,36077000.0,-23723000.0,-126573000.0,136343000.0,694,0.004499348553,-4.413048978854149,0.20570495797051505,0.7083652473650257,87.52448928680323,0.0,0.10123542017229724,6.3520769261265135
0000014272-18-000055,0.0,20161231.0,16503000000.0,8059000000.0,3058000000.0,2776000000.0,1870,0.001624874878,13.854367291772261,0.4455050965828645,0.2851357894273516,2.7533175786220685,0.08691926794860871,0.14999411210551106,0.046856212306264855
0000014846-18-000013,0.0,20161231.0,9700000.0,182004000.0,7808000.0,141014000.0,400,0.03598985785,-691.5780141843971,0.4006071060415339,0.2806822468875961,5.192061855670104,0.0,0.1981621927809422,0.02572514584222615
0000014930-18-000056,0.0,20161231.0,622400000.0,654800000.0,850300000.0,-5400000.0,1650,0.006555959074000001,10.497046275024614,0.6024794810270863,0.28436874811890306,9.07503213367609,0.06067703488053933,0.1656900731013685,0.04136523328481213
0000015511-18-000005,0.0,20161231.0,21440000000.0,-3419000000.0,7701000000.0,201000000.0,766,0.007412464494,4.305531103286385,0.4658623437766322,0.0468489699727764,1.1479011194029851,0.06554956056448312,0.050565866352432855,-0.022488657789805917
0000015615-18-000007,0.0,20161231.0,3414950000.0,-65672000.0,205693000.0,1684649000.0,1064,0.006599357090000001,2.695167779691109,0.8215418077026378,0.9432607050129282,3.439572760948184,0.16334704697446822,0.7490894205077764,0.6779192505730989
0000016099-18-000020,0.0,20161231.0,-254000.0,-3455000.0,3241000.0,80700000.0,454,0.017572786769999998,-1.9836328658536584,-0.4469305794606999,0.26034397769459466,-1022.3149606299213,0.03020007552298987,0.40776940795617256,4.859343152026684
0000016868-18-000005,0.0,20161231.0,0.0,451000000.0,0.0,0.0,1170,0.01364413071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000016875-18-000029,0.0,20161231.0,0.0,0.0,0.0,0.0,1350,0.005025225829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000017843-18-000003,0.0,20161231.0,-800000.0,-63800000.0,-25400000.0,81800000.0,588,0.004969939873,5.683962264150942,0.017593360914964964,0.062394468119321374,-1554.625,0.0,0.3901365037428446,0.3976833976833977
0000018172-18-000007,0.0,20161231.0,0.0,0.0,0.0,0.0,480,0.01575503944,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0000018230-18-000042,0.0,20161231.0,47709000000.0,8081000000.0,5636000000.0,5920000000.0,1656,0.004041757916,27.49229583975347,1.1647160433839687,0.1855708673692087,2.0168521662579386,0.09311270183483256,0.2649702479527622,0.039797041601261005
0000018349-18-000005,0.0,20161231.0,145828159000.0,295534000.48,461637000.0,3790521000.0,2046,0.004358165809,-43924.6367068837,0.9767034622715274,-214.34835428562957,0.00011557438642560113,0.0005380302615195509,0.30129282807398805,-0.021707820413625983
0000018926-18-000012,0.0,20161231.0,5065000000.0,-2450000000.0,4608000000.0,2165000000.0,1142,0.002859492208,9.297263681592039,0.3482605132811239,-0.21329105197849169,4.295952615992102,0.26116911788232033,0.33870934306266715,-0.04932116079903587
0000019612-18-000037,0.0,20161231.0,34491620000.0,832230000.0,280578000.0,2455005000.0,2002,0.002113245973,3264.9019798759605,0.905365014835654,-3.9182988074041454,0.014882861402276844,0.026430089202554963,0.2356927029011996,-0.028378216428742886
0000019617-18-000057,0.0,20161231.0,3620194000000.0,450553000001.88,38376000000.0,142862000000.0,2124,0.006733099306,23.664980504343497,1.4634141283676003,-4.673692747132871,0.0769781950912023,0.006063138941569624,0.1730313654884867,-0.07998337365741477
0000020212-18-000010,0.0,20161231.0,143700000.0,51800001.31999999,248500000.0,729500000.0,1302,0.005679124324,2.0671896016674136,1.5186097168292452,0.3292161743295919,14.81767571329158,0.10883909320655027,0.36748954693854174,0.05912327692192556
0000020286-18-000012,0.0,20161231.0,1810000000.0,554000000.0,1115000000.0,85000000.0,1470,0.006129981137,35.83553597650514,0.5527408837921578,-3.3472234366768374,6.337569060773481,0.0,0.009081473793461341,-0.4750117222149822
0000020520-18-000007,0.0,20161231.0,2603000000.0,-9202000000.0,1676000000.0,2055000000.0,1126,0.005782824429,7.0295823665893264,1.2228557908359652,-0.2825301204819277,4.464079907798693,0.2229422399847749,0.23681816650382395,-0.047188124464744505
0000020629-18-000014,0.0,20161231.0,170989000.0,96573000.0,-84879000.0,60124000.0,596,0.004105316039,31.21052226554484,0.0925009715074468,0.7022167523640229,5.208153740883916,0.09033027174943777,0.300907034953441,0.4373342052566632
0000020639-18-000018,0.0,20161231.0,0.0,-1868000.0,-2980000.0,-263000.0,348,0.028345946580000007,1.6535974780426317,0.22070435222881135,-3.8667366211962224,0.0,0.0,0.1965096820463782,-0.0009560462807765537
0000021076-18-000004,0.0,20161231.0,-57000000.0,309000000.0,540000000.0,230000000.0,524,0.011879544099999998,-3.4753086419753085,-0.15239887077539294,0.3024676850763807,-74.64912280701755,0.0,0.1034047919293821,0.5863422291993721
0000021175-18-000019,0.0,20161231.0,5282000000.0,-190000000.0,1982000000.0,786000000.0,1482,0.00490221561,292.5472028553846,0.8242763317376123,-5.552816901408451,5.7531238167360845,0.001734520413416707,0.053147077713551705,-0.9837842508269782
0000021344-18-000008,0.0,20161231.0,4350000000.0,39494000001.4,8796000000.0,46969000000.0,1396,0.0030787514130000003,7.855211650022705,0.5725601405019315,0.7110477599616943,20.764597701149427,0.11178474303492257,0.2159670095449912,0.13996474996911942
0000021510-18-000007,0.0,20161231.0,-4417000.0,763660000.0,81358000.0,744605000.0,720,0.008707916654000001,40.340016621649696,0.9044624053731004,0.5893070206664865,-126.5612406610822,0.013767732162483837,0.09152794171516952,0.28254944504239776
0000021665-18-000003,0.0,20161231.0,1501000000.0,1093000000.0,3141000000.0,8205000000.0,1190,0.0014984752170000002,5.980825970845625,0.7730619895438969,0.8911479963915089,26.770819453697534,0.08729962640833477,0.14739912493923188,0.4747634743103377
0000021665-18-000006,0.0,20161231.0,1501000000.0,1093000000.0,3141000000.0,8205000000.0,1190,0.0014984752170000002,5.980825970845625,0.7730619895438969,0.8911479963915089,26.770819453697534,0.08729962640833477,0.14739912493923188,0.4747634743103377
0000022356-18-000015,0.0,20161231.0,69139102000.0,817344002.3160001,601985000.0,1541394000.0,2222,0.0016938704680000002,903.077214696398,0.5962704823059006,-2.731528471032538,0.01156989282273293,0.0023267780480721307,0.3188215924831685,-0.017576172806893844
0000023082-10-000036,1.0,20070331.0,0.0,1050000000.0,0.0,0.0,512,0.01037828362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-10-000036,1.0,20080331.0,-217000000.0,-757000000.0,1332000000.0,3659000000.0,512,0.01037828362,-51.7,0.184652278177458,-0.7511906915053957,-76.4377880184332,0.29101899827288424,0.5725806451612904,-11.910189982728847
0000023082-10-000036,1.0,20090331.0,7796000000.0,2860000000.0,1985000000.0,1509000000.0,512,0.01037828362,23.165384615384607,0.38066869300911854,-0.6452406237773182,2.2948948178553104,0.17938483955779405,-0.06531638686875553,-0.21427666381576865
0000023082-10-000036,1.0,20100331.0,7768000000.0,2602000000.0,1634000000.0,116000000.0,512,0.01037828362,18.5354870288791,0.3357546408393866,-0.617838393060945,2.2559217301750767,0.17876179389780664,-0.1035666736738841,-0.1908620267124127
0000023082-10-000054,1.0,20090331.0,0.0,2297000000.0,0.0,0.0,606,0.01373430813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-10-000054,1.0,20090630.0,-186000000.0,1477000000.0,-297000000.0,-6000000.0,606,0.01373430813,-2.8577495012738847,-0.06436200112422709,-0.8052847614161108,-20.956989247311828,0.1150963588126579,0.7050912584053795,-1.5214132639329014
0000023082-10-000054,1.0,20100331.0,3896000000.0,2784000000.0,0.0,0.0,606,0.01373430813,13.189408599103208,0.3615641579776671,0.09756093661900757,0.30518480492813144,0.3084574273187648,0.6247488278633624,0.0022061191977859537
0000023082-10-000054,1.0,20100630.0,4454000000.0,1776000000.0,-60000000.0,20000000.0,606,0.01373430813,16.03065141797414,0.3542071607536173,-0.6899425377087876,1.1317916479568926,0.30934205648241697,0.6267575628461867,-0.06539249501768662
0000023082-10-000054,1.0,20110331.0,0.0,0.0,0.0,0.0,606,0.01373430813,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0000023082-10-000054,1.0,20120331.0,0.0,0.0,0.0,0.0,606,0.01373430813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-10-000054,1.0,20130331.0,0.0,0.0,0.0,0.0,606,0.01373430813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-10-000054,1.0,20140331.0,0.0,0.0,0.0,0.0,606,0.01373430813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-10-000054,1.0,20150331.0,0.0,0.0,0.0,0.0,606,0.01373430813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-10-000072,1.0,20090331.0,0.0,2316000000.0,0.0,0.0,800,0.009534319498,0.0,0.0,0.0,0.0,0.0,0.0,-0.016407599309153715
0000023082-10-000072,1.0,20090930.0,7000000.0,2348000000.0,275000000.0,9000000.0,800,0.009534319498,-4.186554647226891,-0.06785585150441656,-0.7875448701894983,1711.2857142857142,0.14140681601758687,0.8423711187045015,-2.3468697037859
0000023082-10-000072,1.0,20100331.0,3849000000.0,2784000000.0,0.0,0.0,800,0.009534319498,13.171240855179743,0.3409843009557091,0.09756093661900757,0.3089114055598857,0.3087333911655018,0.0,0.0022080929195584307
0000023082-10-000072,1.0,20100630.0,0.0,0.0,0.0,0.0,800,0.009534319498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-10-000072,1.0,20100930.0,4509000000.0,2127000000.0,342000000.0,86000000.0,800,0.009534319498,16.207934492220705,0.3234620852396564,-0.8013620270418548,2.898425371479264,0.3151273001524985,0.619819626368907,-0.18950744303745606
0000023082-11-000014,1.0,20090331.0,0.0,2316000000.0,0.0,0.0,814,0.005447468792,0.0,0.0,0.0,0.0,0.0,0.0,-0.016407599309153715
0000023082-11-000014,1.0,20091231.0,-173000000.0,2171000000.0,407000000.0,67000000.0,814,0.005447468792,-2.5492638903171008,-0.09166393532175243,-0.7810665825181445,-91.58959537572254,0.1754574805902731,0.6315912272515166,-2.7519913796140645
0000023082-11-000014,1.0,20100331.0,3896000000.0,2784000000.0,0.0,0.0,814,0.005447468792,13.1894086170661,0.3409843009466819,0.09756093661900757,0.30518480492813144,0.18479990994134576,0.6247488278633624,0.002600604268576039
0000023082-11-000014,1.0,20100930.0,0.0,0.0,0.0,0.0,814,0.005447468792,0.0,0.0,0.0,0.0,0.0,0.0,-3.263157894736842
0000023082-11-000014,1.0,20101231.0,4580000000.0,-141000000.0,804000000.0,374000000.0,814,0.005447468792,17.17843477898741,0.30162727623709884,-0.8382301287025501,3.7157205240174673,0.14516284793826673,0.6190884820747521,-0.36409104585939145
0000023082-11-000059,1.0,20080331.0,0.0,699000000.0,0.0,0.0,1214,0.005596486310000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-11-000059,1.0,20090331.0,-224000000.0,2860000000.0,1987000000.0,1586000000.0,1214,0.005596486310000001,-17.963254593175854,-0.08699578567128237,0.4153089884466292,-222.5,0.2663587374903772,0.6529734539522468,0.6002052856100847
0000023082-11-000059,1.0,20100331.0,3937000000.0,2602000000.0,1652000000.0,198000000.0,1214,0.005596486310000001,21.609217474795972,0.4943603636200807,0.4197828461866466,12.538989077978153,0.2699949117845437,0.3185160974015362,0.22566827183909405
0000023082-11-000059,1.0,20110331.0,4383000000.0,99000000.70000003,1570000000.0,290000000.0,1214,0.005596486310000001,16.532582462067573,0.526680120117952,0.3468165751780777,12.459730778005932,0.2902475015871874,0.3024603143949635,0.2083908196094217
0000023082-11-000059,1.0,20110630.0,0.0,0.0,0.0,0.0,1214,0.005596486310000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-12-000039,1.0,20090331.0,0.0,2297000000.0,0.0,0.0,1334,0.005671492609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-12-000039,1.0,20100331.0,-70000000.0,2602000000.0,1652000000.0,198000000.0,1334,0.005671492609,-42.45588235294117,0.0017252533965926244,0.1115141364350818,-460.8,0.2520474777448071,0.5846456692913385,0.057715133081602324
0000023082-12-000039,1.0,20110331.0,3742000000.0,99000000.0,1570000000.0,290000000.0,1334,0.005671492609,15.827835880933225,0.3835080984684142,0.4105680314409105,13.149385355424904,0.2983958923078809,0.2740137047398938,0.22832493887540894
0000023082-12-000039,1.0,20110930.0,379000000.0,0.0,0.0,0.0,1334,0.005671492609,0.0,0.0,0.0,0.0,0.7360043907793634,0.0,-0.13830954994511527
0000023082-12-000039,1.0,20111231.0,204000000.0,0.0,0.0,0.0,1334,0.005671492609,0.0,0.0,-5.191176470588236,1.0,0.0,0.0,-4.770270270270269
0000023082-12-000039,1.0,20120331.0,3355000000.0,-747000000.0,1178000000.0,129000000.0,1334,0.005671492609,15.620658135283366,2.2927249734031,0.1991640281794856,14.404470938897168,0.34179982104052153,0.2828977343329329,0.10797647948140103
0000023082-12-000050,1.0,20110331.0,0.0,1837000000.0,0.0,0.0,594,0.01134035219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000023082-12-000050,1.0,20110630.0,247000000.0,1153000000.0,-46000000.0,269000000.0,594,0.01134035219,51.806451612903224,0.008206330597697391,0.3900674231211972,49.23886639676113,0.10944848225737493,0.611879576891782,2.0478837109876014
0000023082-12-000050,1.0,20120331.0,3308000000.0,1093000000.0,0.0,0.0,594,0.01134035219,4.816225907664723,0.5183334134019735,-1.1954765751211631,0.18712212817412333,0.6941880421169813,0.6027018229166666,-0.01716220603924115
0000023082-12-000050,1.0,20120630.0,3574000000.0,628000000.0,221000000.0,34000000.0,594,0.01134035219,4.617672790901137,0.6196042710012891,0.4022914830542425,3.4921656407386683,0.6888656438865643,0.6076827069754541,0.11157601115760113
0000024090-18-000011,0.0,20161231.0,45172000.0,1093765000.0,102271000.0,29877000.0,1340,0.004311255126,20.359395720222327,1.494829197894288,-12.157269660303404,6.9359116266713885,0.01189986114622532,0.09595920294253446,-0.7396053965955391
0000024491-18-000003,0.0,20161231.0,470362000.0,341566000.42,312743000.0,10019000.0,1392,0.002596762362,16.979129641086498,0.30992402984860584,0.2483984092910809,7.939185138255216,0.03597409177664124,0.2116006163997013,0.025680878345571957
0000024545-18-000009,0.0,20161231.0,57529500000.0,-12626400000.0,3747900000.0,50078200000.0,2828,0.004587937193,10.118303811057434,0.544553822440031,0.9091599349973178,0.8813843332551126,0.2780292230212197,0.08280914563660656,0.13191380544959416
0000024741-18-000010,0.0,20161231.0,1646000000.0,14809000000.0,2537000000.0,117000000.0,1284,0.005735040306000001,15.126061637970151,0.2032028595493718,0.8832095934094804,10.637910085054678,0.10815528401986718,0.23042968913434586,0.07141121091474108
0000025232-18-000007,0.0,20161231.0,98331000.0,950561000.24,122228000.0,1351810000.0,1078,0.006263805881,4.174992456564883,0.35524017526576424,0.2922998182883417,14.858498337248681,0.0275868988241863,0.16383654451108606,0.01961780559638796
0000025475-18-000081,0.0,20161231.0,185148000.0,66099000.0,98864000.0,80259000.0,1138,0.004256665833,8.672622716945241,0.8794132960247968,0.321246637783649,17.65641000712943,0.18808857321610808,0.2179444166862254,0.17231431290512947
0000025598-18-000005,0.0,20161231.0,32397000000.0,1236000000.0,478000000.0,1584000000.0,1338,0.004210383889,50.090400745573156,1.278632865513846,-22.71884057971015,0.010649134179090657,0.003163561689452976,0.7058823529411765,-0.1538490000555011
0000026058-18-000020,0.0,20161231.0,132684000.0,67358000.0,60024000.0,2456800000.0,982,0.005285163353000001,12.219528829363794,0.3764458115017287,0.3613619055804629,3.7706053480449793,0.12526777971358705,0.5841512243162414,0.047174933787510635
0000026172-18-000011,0.0,20161231.0,3298000000.0,1774000000.0,1939000000.0,934000000.0,1518,0.002760352361,10.660845749919538,0.39668848810168456,0.8877919295935105,13.60582171012735,0.017121140380135125,0.2680827502894247,0.4849454177591598
0000026324-18-000003,0.0,20161231.0,1329202000.0,757094000.0,443602000.0,31730000.0,1214,0.004556682681,16.715131229377533,0.9732448017035484,0.7287629483703609,4.7403893463897875,0.1491811509570754,0.2183995848984294,0.27358298289294325
0000026780-18-000004,0.0,20161231.0,923000000.0,291000000.0,384000000.0,486000000.0,1444,0.003738247462,17.19254185692542,0.6923076922943915,0.5622664531381072,14.206933911159265,0.04090457734072195,0.2252318718381113,0.22387007911848555
0000027904-18-000006,0.0,20161231.0,2226000000.0,1435000000.0,7293000000.0,3090000000.0,1068,0.00696047338,10.248344112834099,1.1029825317573934,0.5542350606107107,55.037286612758315,0.1221535956355565,0.32475544984710025,0.31430630956951944
0000027996-18-000034,0.0,20161231.0,355681000.0,117302001.5,319312000.0,563749000.0,1582,0.007704527084,2.679055495112804,0.4104320725036382,0.7402057641057247,13.758440850087581,0.5184420559739981,0.2551810444304088,0.30557473605090085
0000028412-18-000065,0.0,20161231.0,245722000000.0,10015000000.0,502000000.0,3340000000.0,1760,0.005265300063,220.1652739120829,0.9049479602626436,-469.84210526315786,7.732315380796184e-05,0.00105441862935296,0.2580966616841056,-0.013185826599694209
0000028823-18-000066,0.0,20161231.0,950700000.0,3377900000.96,43600000.0,180300000.0,1822,0.003536401233,16.988349250884333,1.5686065313140525,-0.02539171675344484,8.686862311980644,0.2804921090215543,0.23709126746682624,-0.012771644829282258
0000029332-18-000026,0.0,20161231.0,127415000.0,12989000.0,23924000.0,-10717000.0,1232,0.01032600161,9.441329752794198,1.0598179577474114,0.1676701396139921,3.1193580033747987,0.01059339435105422,0.20486789842459946,0.02637973804908384
0000029905-18-000013,0.0,20161231.0,1330116000.0,1068141001.72,861975000.0,1118697000.0,1434,0.003057741512,10.296811112875163,0.5029149212567119,0.6707263689763919,12.12021883805623,0.36930687161945697,0.27063878034395866,0.22074323157225265
0000029905-18-000019,0.0,20161231.0,1330116000.0,1068141001.72,861975000.0,1118697000.0,1434,0.003057741512,10.296811112875163,0.5029149212567119,0.6707263689763919,12.12021883805623,0.36930687161945697,0.27063878034395866,0.22074323157225265
0000029915-18-000005,0.0,20161231.0,3303000000.0,-199000000.0,686000000.0,5000000.0,864,0.00586739816,37.763254113345525,0.8215031315233488,0.5512508301970335,4.102633969118982,0.0046695545046298035,0.4102391830153185,0.13480109684854746
0000029915-18-000007,0.0,20161231.0,17502000000.0,5246000000.0,5600000000.0,22892000000.0,1590,0.00236365613,21.185979677717334,0.4464399748192933,0.3345308614889572,6.250257113472746,0.09848252799089008,0.3079599550839014,0.05584664559767352
0000029989-18-000004,0.0,20161231.0,7912200000.0,3356000000.0,1984400000.0,1731300000.0,1228,0.004782662598,2.7010999291778512,1.2355814227426969,-1.2817022531998556,2.484606051414272,0.2714188512460565,0.5702429556254601,-0.3139949019290684
0000030697-18-000003,0.0,20161231.0,383992000.0,369259000.245,204645000.0,18883000.0,1388,0.00424331712,5.539537441089776,0.3889674177637091,0.18654109749772246,8.65604491760245,0.3088792554257477,0.1401755511125509,0.02854102582605945
0000031107-18-000010,0.0,20161231.0,19752775.0,27061783.0,12415240.0,0.0,964,0.0130585739,55.89287173995946,0.16906500367475774,0.31347587119191955,8.695142834361247,0.026703980293263152,0.2618011164970534,0.0453377376043804
0000031347-18-000008,0.0,20161231.0,2613000.0,17093000.0,-3023000.0,-160000.0,972,0.00614191448,150.5556236913265,0.13987033358694587,-0.03129642691304621,24.06582472254114,0.010084196002106305,0.2391813069749572,0.0017065091329255939
0000031791-18-000004,0.0,20161231.0,502148000.0,371100000.0,701230000.0,986645000.0,1532,0.004123455011,9.359446932873064,0.6238211659676225,0.7679599568363102,14.424283279033274,0.2330505077686823,0.2943859815214724,0.3605085982274402
