adsh,1,2,3,4,5,6,7,8,9,sum_of_first_digits,total_deviation,fraud
0001213900-18-003379,134,66,68,24,40,20,26,26,28,432,0.01087844877,0
0001477932-18-001201,140,104,58,62,44,18,34,20,12,492,0.01087856887,0
0001558370-18-000481,182,102,68,78,74,66,26,40,24,660,0.01088042058,0
0001558370-18-001923,178,106,58,28,32,32,22,18,26,500,0.0108921146,0
0001395942-18-000028,474,182,134,84,72,76,58,62,42,1184,0.01090363959,0
0001628280-18-003044,304,182,112,44,56,60,40,54,30,882,0.01092350741,0
0000023197-18-000007,226,162,68,60,36,38,28,44,40,702,0.01092657281,0
0001140361-18-008674,388,236,134,142,128,60,32,42,48,1210,0.01093152635,0
0001564590-18-003046,236,156,92,58,80,60,90,54,44,870,0.01093237263,0
0001558370-18-001955,182,104,78,48,76,54,32,20,16,610,0.01093384929,0
0001193125-18-076905,338,184,106,70,64,42,38,42,22,906,0.01093863441,0
0000829224-18-000009,146,80,78,54,64,36,30,18,12,518,0.01094025388,0
0000356309-18-000056,186,158,86,70,62,28,62,54,34,740,0.0109431457,0
0001663577-18-000017,300,204,74,98,82,68,72,24,46,968,0.01094395018,0
0001663577-18-000041,300,204,74,98,82,68,72,24,46,968,0.01094395018,0
0001663577-18-000049,300,204,74,98,82,68,72,24,46,968,0.01094395018,0
0001213900-18-003608,206,108,74,72,80,84,38,40,38,740,0.01094582564,0
0001568162-18-000005,306,116,72,74,50,50,44,38,54,804,0.01094742325,0
0001564590-18-003012,338,230,198,86,54,90,44,64,62,1166,0.01094766956,0
0001654954-18-001547,108,62,66,38,36,36,34,28,10,418,0.01095415314,0
0001558370-18-000569,174,98,58,78,76,54,46,32,40,656,0.0109553667,0
0001364099-18-000004,350,158,180,102,62,58,76,52,88,1126,0.01096054745,0
0001028954-18-000002,298,176,92,136,102,102,74,80,68,1128,0.01097111654,0
0001493152-18-001604,156,58,48,38,34,34,44,20,18,450,0.01097506248,0
0001326801-18-000009,220,174,148,68,48,58,34,30,38,818,0.01097647328,0
0001098151-18-000009,422,350,184,136,160,136,132,134,50,1704,0.01098089265,0
0001654954-18-001936,280,90,106,68,56,58,64,50,50,822,0.01099400116,0
0001185185-18-000434,214,196,90,56,66,72,56,54,52,856,0.01099510483,0
0001237831-18-000012,300,150,80,76,86,56,44,36,76,904,0.01099621582,0
0001065088-18-000009,390,234,114,122,70,106,52,38,28,1154,0.01100180877,0
0000939057-18-000041,228,148,84,110,62,42,28,64,28,794,0.01100615185,0
0001047469-18-000911,232,166,146,126,68,70,64,32,24,928,0.01100619939,0
0000732417-18-000014,468,338,296,128,110,72,82,116,100,1710,0.01101961779,0
0001709164-18-000011,316,126,80,64,52,52,44,24,36,794,0.01102055657,0
0001693317-18-000002,130,78,42,46,34,42,14,28,10,424,0.0110242484,0
0001185185-18-000235,198,108,106,50,62,24,24,22,28,622,0.01103093354,0
0001564590-18-003806,158,104,64,52,66,44,36,10,26,560,0.01103523387,0
0001437749-18-003630,404,198,116,112,48,68,42,68,36,1092,0.01104691578,0
0001521951-18-000021,786,306,208,164,134,80,130,96,100,2004,0.01104880157,0
0001477932-18-001195,106,68,40,18,18,22,20,20,24,336,0.01104892397,0
0001558370-18-002019,226,160,102,36,52,38,34,42,26,716,0.01105145126,0
0000920522-18-000011,398,302,122,146,76,118,72,56,34,1324,0.01105394164,0
0001171843-18-001571,410,286,230,214,184,108,96,48,50,1626,0.01105583402,0
0001445305-18-000054,396,138,114,152,98,86,62,54,36,1136,0.01106062104,0
0001558370-18-002139,480,296,144,228,126,168,112,62,60,1676,0.01106531255,0
0001104659-18-007662,322,220,90,112,118,74,68,36,26,1066,0.01107627532,0
0001558370-18-002457,156,114,84,62,56,40,20,48,46,626,0.01107643731,0
0001628280-18-001303,246,84,88,66,46,36,40,26,16,648,0.01107938847,0
0001003078-18-000011,110,58,42,26,44,24,18,14,28,364,0.01108152828,0
0001654954-18-001970,80,64,26,16,24,14,14,12,14,264,0.01109064315,0
0001051470-18-000082,414,194,226,140,88,78,40,42,70,1292,0.01109336492,0
0001654954-18-002666,150,80,46,66,32,38,26,20,40,498,0.01110521201,0
0001558370-18-000264,188,88,66,46,46,20,56,28,28,566,0.01110616144,0
0001405495-18-000015,274,184,200,124,70,58,44,44,44,1042,0.01110861453,0
0001493152-18-004294,184,98,38,60,42,26,38,26,16,528,0.01111632967,0
0001628280-18-001911,270,140,88,60,84,30,46,48,18,784,0.01111725147,0
0001558370-18-001275,326,116,122,128,84,70,94,58,42,1040,0.01113035908,0
0001558370-18-002486,504,246,226,206,222,168,96,62,74,1804,0.01113134018,0
0001564590-18-004030,488,206,122,92,92,104,92,96,86,1378,0.01113304002,0
0001564590-18-005488,274,118,102,64,46,82,44,34,60,824,0.01113425054,0
0001085621-18-000003,266,112,144,66,90,68,70,40,28,884,0.0111389213,0
0001213900-18-003583,102,60,36,44,24,26,32,32,14,370,0.01114204551,0
0000100548-18-000006,124,112,52,46,26,36,34,14,26,470,0.01114631075,0
0001628280-18-002827,252,148,104,60,46,48,20,32,18,728,0.01115214594,0
0001159036-18-000011,332,158,98,92,118,54,44,26,38,960,0.01115404175,0
0001564590-18-005879,138,96,74,38,56,36,48,44,30,560,0.01116102861,0
0000080424-18-000013,168,100,40,48,62,50,42,26,28,564,0.01116260496,0
0001025996-18-000107,358,186,158,100,116,74,42,22,34,1090,0.01116681794,0
0000277509-18-000006,408,180,138,78,106,126,92,94,56,1278,0.01117145577,0
0000892222-18-000031,258,136,62,78,58,44,30,20,48,734,0.01118268451,0
0001493152-18-004258,204,108,108,50,42,54,18,22,32,638,0.01118480271,0
0001662252-18-000011,110,42,26,28,18,22,12,20,14,292,0.01118625321,0
0001662252-18-000017,110,42,26,28,18,22,12,20,14,292,0.01118625321,0
0001047469-18-001719,420,200,180,104,102,84,152,66,52,1360,0.01119402253,0
0001144204-18-013353,278,180,134,106,64,40,44,18,30,894,0.0111958887,0
0001140361-18-015001,288,166,106,58,96,52,22,38,44,870,0.01119683986,0
0001553350-18-000246,120,66,40,50,48,42,38,24,22,450,0.01119879342,0
0000077159-18-000008,130,112,48,58,28,22,36,22,18,474,0.01119933099,0
0001564590-18-005132,160,112,80,42,56,16,34,40,28,568,0.01120226427,0
0001564590-18-004151,192,90,76,36,76,54,36,28,26,614,0.01120970255,0
0001047469-18-002146,266,124,118,88,88,34,28,32,24,802,0.01121130638,0
0001213900-18-002784,218,126,138,80,36,40,30,32,34,734,0.01123180831,0
0001144204-18-001287,118,76,36,46,36,50,22,22,24,430,0.0112326828,0
0001193125-18-020970,212,76,74,66,80,48,34,36,22,648,0.01124810041,0
0001144204-18-005146,158,66,48,70,28,34,22,24,16,466,0.01125425914,0
0001144204-18-017967,112,80,34,30,22,18,12,12,12,332,0.01125648658,0
0001377848-18-000002,124,102,80,56,44,26,22,18,12,484,0.01125786037,0
0001437749-18-005587,134,96,46,50,38,46,34,22,8,474,0.01126142916,0
0000891092-18-001722,414,206,130,120,190,86,92,66,56,1360,0.01127204846,0
0001144204-18-005966,96,52,38,22,16,34,16,22,18,314,0.01127437604,0
0001140361-18-004075,220,90,70,98,62,44,24,38,38,684,0.01128183998,0
0001193125-18-073613,134,110,62,50,62,32,22,14,20,506,0.01128598381,0
0001511164-18-000110,108,76,44,26,18,20,16,12,26,346,0.01128645121,0
0001104659-18-017478,266,128,114,54,60,70,52,30,70,844,0.01129084252,0
0001636519-18-000003,242,176,98,46,56,64,48,24,22,776,0.01129251305,0
0001558370-18-001485,240,152,116,130,54,38,74,52,34,890,0.01130067021,0
0001437749-18-001575,146,84,86,74,40,60,42,24,32,588,0.01130099062,0
0001589526-18-000029,170,96,44,34,34,24,20,26,12,460,0.011312118,0
0001564590-18-005947,244,184,72,60,52,52,66,26,42,798,0.0113144699,0
0001370053-18-000014,228,148,82,80,48,40,26,14,24,690,0.01131501238,0
0001213900-18-000458,132,56,50,40,28,10,26,14,18,374,0.01132483749,0
0001654954-18-003133,168,112,74,32,32,32,40,22,12,524,0.01132661846,0
0001193805-18-000456,154,122,68,26,50,40,24,30,30,544,0.01133002426,0
0001285819-18-000003,220,86,82,110,64,54,44,44,40,744,0.01133222081,0
0001558370-18-002152,426,166,116,114,68,40,58,62,56,1106,0.01134410563,0
0000701869-18-000019,628,256,192,240,158,108,66,66,52,1766,0.01135549297,0
0001437749-18-004478,330,198,154,186,128,118,88,100,52,1354,0.01135652703,0
0001144204-18-015007,300,286,138,104,102,128,66,48,56,1228,0.0113576645,0
0001555538-18-000001,242,142,84,70,38,48,54,66,18,762,0.01135898894,0
0001493152-18-003991,232,190,138,120,54,58,48,26,30,896,0.01136608888,0
0001144204-18-018261,210,90,66,42,36,30,20,20,16,530,0.01137235966,0
0001467373-18-000142,266,132,90,62,44,78,46,68,54,840,0.01137796404,0
0001140361-18-014667,186,122,50,58,66,50,26,46,18,622,0.01138181959,0
0001193125-18-046425,206,108,84,100,38,42,34,30,14,656,0.01138249172,0
0001055160-18-000005,308,154,184,94,80,110,92,80,62,1164,0.01138585758,0
0001477932-18-000194,232,104,64,70,60,50,52,16,48,696,0.01138599639,0
0001429560-18-000004,208,68,76,50,58,50,36,18,28,592,0.01139260491,0
0001558370-18-000871,302,190,170,102,52,70,56,38,18,998,0.01140183991,0
0001437749-18-005385,98,42,26,32,24,12,10,16,8,268,0.01141374699,0
0000842633-18-000010,296,148,122,136,84,56,52,52,14,960,0.011413882,0
0001393905-18-000084,118,70,42,40,38,22,10,14,8,362,0.01141451602,0
0001628280-18-000591,126,66,90,44,34,30,18,26,18,452,0.01141543714,0
0001659166-18-000100,322,172,178,72,86,58,64,88,28,1068,0.01141638312,0
0001564590-18-004522,234,160,74,62,46,78,74,44,36,808,0.01142107773,0
0001606366-18-000006,320,158,188,106,60,46,50,40,66,1034,0.011423689,0
0001654954-18-002205,214,84,84,76,44,36,22,26,14,600,0.01142993054,0
0001179929-18-000040,492,196,140,172,128,86,48,46,48,1356,0.0114363604,0
0001564590-18-005459,262,170,64,74,72,54,36,22,24,778,0.01144158711,0
0001654954-18-003383,146,106,78,90,74,44,38,30,30,636,0.01144612683,0
0001651286-18-000021,144,128,86,42,36,32,30,18,36,552,0.01144646725,0
0001594062-18-000036,66,50,34,20,30,14,24,10,14,262,0.01144875981,0
0001193125-18-002889,154,70,76,44,66,24,30,24,32,520,0.01144917674,0
0000039263-18-000016,778,270,252,170,122,114,118,74,132,2030,0.01146258463,0
0001493152-18-003377,210,130,72,86,40,28,38,24,14,642,0.01147200778,0
0001401708-18-000058,218,154,110,130,96,54,36,48,30,876,0.01148209927,0
0001558370-18-002031,214,158,134,78,50,74,32,40,18,798,0.01150139856,0
0001461755-18-000020,526,320,198,164,58,70,118,72,54,1580,0.01150638431,0
0000721371-18-000020,176,94,90,50,40,74,30,24,32,610,0.01150665096,0
0001564590-18-002396,408,318,120,130,72,96,68,90,38,1340,0.01152303139,0
0001654954-18-003385,142,60,38,58,30,28,14,26,18,414,0.0115331034,0
0001558370-18-000941,334,206,164,82,78,34,68,30,36,1032,0.01153607495,0
0001104659-18-021543,146,72,62,66,56,26,20,14,22,484,0.01153890253,0
0001683168-18-000559,100,58,52,26,42,16,22,10,12,338,0.0115461519,0
0001062993-18-000926,208,114,80,40,44,22,28,26,14,576,0.01156095962,0
0001492298-18-000008,316,142,108,62,104,86,68,28,36,950,0.01156415004,0
0001560327-18-000032,228,146,110,136,50,64,34,42,32,842,0.0115663238,0
0000898173-18-000077,228,214,84,114,78,42,62,48,44,914,0.01156637811,0
0001258602-18-000021,278,266,174,176,104,92,78,46,56,1270,0.01157519639,0
0001445866-18-000293,120,102,68,48,20,24,28,16,16,442,0.01157781094,0
0001662252-18-000022,152,112,72,58,72,36,18,22,36,578,0.01157912819,0
0001140361-18-012880,388,216,80,86,90,56,50,44,38,1048,0.01158426305,0
0001437749-18-001987,320,180,188,128,90,34,54,44,36,1074,0.01158429798,0
0001723596-18-000004,192,106,74,106,84,48,38,40,40,728,0.01158434779,0
0001171486-18-000014,336,140,148,146,80,46,70,64,80,1110,0.01160051723,0
0000910638-18-000006,350,182,148,52,106,84,74,84,72,1152,0.01160092041,0
0001171843-18-000323,110,76,40,30,20,32,32,18,30,388,0.01160816484,0
0001632790-18-000022,136,70,38,56,48,44,18,22,26,458,0.01162375171,0
0001628280-18-003489,384,214,122,118,100,150,68,64,30,1250,0.01162480142,0
0000837465-18-000004,366,188,168,68,116,84,90,66,100,1246,0.01162685136,0
0001144204-18-010286,210,108,84,62,40,26,16,20,36,602,0.01163573518,0
0000080420-18-000007,140,66,50,38,46,12,18,28,20,418,0.0116385875,0
0001558370-18-001026,298,132,118,142,106,44,64,44,34,982,0.01164218155,0
0000063296-18-000011,136,58,64,32,54,34,20,16,24,438,0.01166446973,0
0001193125-18-015298,370,248,116,104,76,76,58,120,62,1230,0.01166658839,0
0001047469-18-001500,226,208,150,118,80,80,50,34,28,974,0.011675891,0
0000950103-18-003510,116,104,86,58,42,24,22,24,28,504,0.01168519387,0
0001104659-18-014116,468,364,166,148,198,186,142,102,80,1854,0.01168871651,0
0001659617-18-000027,130,64,76,34,36,18,36,30,26,450,0.01169213275,0
0001038509-18-000007,450,236,136,114,108,56,34,42,44,1220,0.01169229291,0
0001553350-18-000113,164,96,108,80,48,30,30,18,30,604,0.01169304782,0
0001437749-18-005524,174,70,76,50,30,20,16,22,22,480,0.01169619916,0
0001558370-18-001924,234,100,84,96,90,72,44,60,44,824,0.01170043408,0
0001644378-18-000009,136,68,50,38,24,16,38,22,10,402,0.01170428172,0
0001193125-18-063946,110,46,22,24,18,18,14,12,14,278,0.0117121685,0
0000868611-18-000005,116,52,54,42,20,34,36,14,20,388,0.01171233379,0
0001029800-18-000018,90,78,40,30,40,24,18,24,28,372,0.01171233677,0
0001088166-18-000004,192,114,60,64,46,62,26,12,28,604,0.01172009826,0
0001193125-18-048564,166,88,52,78,28,28,24,18,20,502,0.0117239884,0
0000939930-18-000014,242,138,74,94,62,50,70,46,72,848,0.01172755783,0
0001575360-18-000011,190,130,64,52,40,38,40,64,36,654,0.01173032321,0
0001047469-18-001730,280,142,76,58,78,72,64,30,20,820,0.01173637576,0
0001193125-18-085934,318,200,142,66,72,34,36,46,30,944,0.01174716239,0
0000885590-18-000017,388,304,220,92,120,64,46,60,54,1348,0.01175430102,0
0000831641-18-000010,146,74,46,62,54,18,20,26,24,470,0.01175464259,0
0001165527-18-000037,88,60,54,24,32,22,10,16,8,314,0.01176138642,0
0001558370-18-001372,198,108,80,70,54,16,26,28,16,596,0.01176357778,0
0001144204-18-016955,122,94,50,28,26,18,22,12,12,384,0.01176363032,0
0001564590-18-006092,260,98,102,72,42,36,32,42,16,700,0.01177403525,0
0001185185-18-000457,188,100,68,52,48,56,38,66,30,646,0.01177535521,0
0001650132-18-000025,268,144,110,148,110,52,54,42,36,964,0.0117777652,0
0001019056-18-000336,88,76,46,40,28,16,12,16,8,330,0.01178029443,0
0001654954-18-002668,134,108,52,54,32,48,38,12,24,502,0.01179167011,0
0001493152-18-002169,134,92,86,50,38,34,40,16,10,500,0.0118032668,0
0001628280-18-001674,196,96,66,50,64,32,22,36,10,572,0.01181243714,0
0001564590-18-001790,290,170,90,58,44,48,62,40,18,820,0.01181892968,0
0001185185-18-000387,134,72,40,26,32,30,20,20,36,410,0.01182291047,0
0000908315-18-000009,372,206,102,120,64,38,40,40,46,1028,0.01184362318,0
0001088166-18-000008,192,114,60,64,44,62,26,12,28,602,0.01184462577,0
0001493152-18-000507,214,80,66,96,46,48,32,28,36,646,0.01184640635,0
0001018399-18-000016,466,380,128,126,98,72,94,82,68,1514,0.01185285976,0
0001047469-18-001171,234,90,94,88,84,32,54,28,34,738,0.01185763058,0
0001582244-18-000010,144,136,76,68,48,28,28,20,16,564,0.01185803266,0
0001144204-18-014652,142,88,62,20,34,34,34,32,30,476,0.01186237344,0
0001127855-18-000012,92,60,32,32,30,16,28,14,28,332,0.01186541126,0
0000016732-18-000026,212,170,128,48,54,64,46,34,20,776,0.0118688569,0
0001437749-18-005094,118,82,56,40,28,12,30,12,26,404,0.01187009444,0
0000021076-18-000004,168,112,60,64,22,34,32,20,12,524,0.0118795441,0
0001161697-18-000112,110,70,48,56,16,24,26,30,20,400,0.01188397757,0
0001393311-18-000004,412,176,108,80,60,92,40,62,44,1074,0.01188758683,0
0001168696-18-000003,298,210,142,78,46,34,40,50,46,944,0.01188878038,0
0001569994-18-000008,564,280,132,138,88,104,64,42,80,1492,0.01189129372,0
0001628280-18-000227,152,114,76,50,80,54,46,26,38,636,0.01190404184,0
0000078749-18-000008,202,78,44,56,54,38,32,44,32,580,0.01192248208,0
0001564590-18-004523,314,204,148,114,36,50,42,38,46,992,0.01192494679,0
0001437749-18-003510,110,46,24,24,28,26,20,10,12,300,0.01192587985,0
0001628280-18-003499,380,218,132,134,94,72,32,24,40,1126,0.01192629382,0
0001564590-18-001603,114,62,54,34,34,16,8,18,10,350,0.01193015671,0
0001477932-18-001230,124,80,36,20,24,26,24,20,10,364,0.01193494195,0
0000082811-18-000011,356,174,108,178,120,78,58,44,42,1158,0.01194064722,0
0000860731-18-000011,258,150,166,112,56,58,40,30,26,896,0.0119439083,0
0001214659-18-002001,102,54,24,42,20,18,24,24,16,324,0.01194487149,0
0000074046-18-000007,112,88,70,46,44,48,40,24,36,508,0.01194520502,0
0001144204-18-014813,486,214,148,162,88,54,96,38,44,1330,0.01194950519,0
0001023860-18-000009,320,190,118,106,132,108,114,84,62,1234,0.01195152283,0
0001047469-18-001540,282,176,114,80,88,84,86,102,56,1068,0.01195365308,0
0000909108-18-000019,212,104,82,100,52,50,32,16,20,668,0.01195652519,0
0001193125-18-037986,132,82,34,38,24,24,22,8,14,378,0.01195756312,0
0001654954-18-003121,124,80,60,24,18,24,26,12,16,384,0.01195946202,0
0000919956-18-000015,274,120,134,84,78,100,82,36,54,962,0.01196353612,0
0001496048-18-000009,538,242,138,122,130,124,64,138,84,1580,0.011980526,0
0001493152-18-004071,142,108,32,36,32,28,24,22,24,448,0.01199402478,0
0001331754-18-000043,392,270,142,84,158,84,60,36,58,1284,0.01199644388,0
0001144204-18-014314,316,104,132,70,62,52,72,46,58,912,0.01200335084,0
0000068622-18-000004,272,118,52,66,64,54,48,54,46,774,0.01200440122,0
0001096906-18-000105,108,88,34,46,32,24,18,28,30,408,0.01200794674,0
0001554795-18-000055,264,212,170,62,60,88,54,56,62,1028,0.01201416616,0
0001213900-18-003304,240,156,100,66,64,88,58,36,76,884,0.01201874908,0
0001213900-18-001830,196,166,86,110,102,68,52,52,44,876,0.01201889161,0
0001558370-18-001156,282,170,120,42,48,54,44,26,36,822,0.01202427048,0
0001654954-18-001360,142,74,42,40,20,12,26,16,18,390,0.01202693959,0
0001558370-18-000933,216,126,82,44,78,22,30,40,34,672,0.0120269617,0
0001654954-18-001330,136,68,50,32,48,14,18,18,12,396,0.01202941548,0
0001564590-18-002682,240,146,106,76,78,36,32,12,32,758,0.0120389249,0
0001564590-18-001410,182,82,72,86,30,40,34,32,14,572,0.01204015152,0
0001558370-18-000955,284,116,88,96,84,54,26,30,22,800,0.01204513388,0
0001615774-18-001689,124,80,78,44,16,34,20,20,20,436,0.01204756703,0
