adsh,AccountsReceivable,Cash,CashFlowfromOps,OtherIncome,sum_of_first_digits,total_deviation,CurrentRatio,DebtToEquityRatio,ProfitMargin,ReceivableTurnover,AQI,DEPI,TATA,fraud
0001104659-11-062122,-0.04950772508730511,-0.05075089551675182,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284620314487102,-0.013332382421169308,0.027268717634155306,-0.03738491665790342,0.08422776597270032,-0.3059054582793783,-0.031088232991141527,1.0
0001104659-11-062122,-0.04950772508730511,-0.05075089551675182,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284620314487102,-0.013332382421169308,0.027268717634155306,-0.03738491665790342,0.08422776597270032,-0.3059054582793783,-0.031088232991141527,1.0
0001104659-11-062122,-0.04950772508730511,-0.05075089551675182,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284620314487102,-0.013332382421169308,0.027268717634155306,-0.03738491665790342,0.08422776597270032,-0.3059054582793783,-0.031088232991141527,1.0
0001104659-11-062122,-0.04950772508730511,-0.05075089551675182,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284620314487102,-0.013332382421169308,0.027268717634155306,-0.03738491665790342,0.08422776597270032,-0.3059054582793783,-0.031088232991141527,1.0
0001104659-11-062122,-0.0496286856461653,-0.05113088135084568,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-11-062122,-0.0496286856461653,-0.05113088135084568,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-11-062122,-0.0496286856461653,-0.05113088135084568,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-11-062122,-0.0496286856461653,-0.05113088135084568,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-11-062122,-0.0496286856461653,-0.05113088135084568,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-11-062122,-0.0496286856461653,-0.05113088135084568,-0.19147319562500542,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-11-062122,-0.049459046276121396,-0.05216703784478943,-0.19360753587724805,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284624784829465,-0.013332381298459378,0.02724687745423974,-0.03505971552131919,0.07401218681889113,-0.2529306301870176,-0.022380846164213507,1.0
0001104659-11-062122,-0.049459046276121396,-0.05216703784478943,-0.19360753587724805,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284624784829465,-0.013332381298459378,0.02724687745423974,-0.03505971552131919,0.07401218681889113,-0.2529306301870176,-0.022380846164213507,1.0
0001104659-11-062122,-0.049459046276121396,-0.05216703784478943,-0.19360753587724805,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284624784829465,-0.013332381298459378,0.02724687745423974,-0.03505971552131919,0.07401218681889113,-0.2529306301870176,-0.022380846164213507,1.0
0001104659-11-062122,-0.049459046276121396,-0.05216703784478943,-0.19360753587724805,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284624784829465,-0.013332381298459378,0.02724687745423974,-0.03505971552131919,0.07401218681889113,-0.2529306301870176,-0.022380846164213507,1.0
0001104659-11-062122,-0.049459046276121396,-0.05216703784478943,-0.19360753587724805,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284624784829465,-0.013332381298459378,0.02724687745423974,-0.03505971552131919,0.07401218681889113,-0.2529306301870176,-0.022380846164213507,1.0
0001104659-11-062122,-0.049459046276121396,-0.05216703784478943,-0.19360753587724805,-0.06670955524772897,-0.8692830002030073,-0.36840578626502235,-0.013284624784829465,-0.013332381298459378,0.02724687745423974,-0.03505971552131919,0.07401218681889113,-0.2529306301870176,-0.022380846164213507,1.0
0001104659-12-018932,-0.0496286856461653,-0.051257015851395575,-0.19147319562500542,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-12-018932,-0.0496286856461653,-0.051257015851395575,-0.19147319562500542,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-12-018932,-0.0496286856461653,-0.051257015851395575,-0.19147319562500542,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-12-018932,-0.0496286856461653,-0.051257015851395575,-0.19147319562500542,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-12-018932,-0.049650990780404185,-0.04949786905895938,-0.19653498390146062,-0.0659910407409059,-0.7491867205002141,0.06746801751884075,-0.013284660218753932,-0.013332386499060007,0.02727729171734819,-0.049003354109805296,-0.062462854577473165,-0.17321416658439978,0.003308243825132458,1.0
0001104659-12-018932,-0.049650990780404185,-0.04949786905895938,-0.19653498390146062,-0.0659910407409059,-0.7491867205002141,0.06746801751884075,-0.013284660218753932,-0.013332386499060007,0.02727729171734819,-0.049003354109805296,-0.062462854577473165,-0.17321416658439978,0.003308243825132458,1.0
0001104659-12-018932,-0.049650990780404185,-0.04949786905895938,-0.19653498390146062,-0.0659910407409059,-0.7491867205002141,0.06746801751884075,-0.013284660218753932,-0.013332386499060007,0.02727729171734819,-0.049003354109805296,-0.062462854577473165,-0.17321416658439978,0.003308243825132458,1.0
0001104659-12-018932,-0.049650990780404185,-0.04949786905895938,-0.19653498390146062,-0.0659910407409059,-0.7491867205002141,0.06746801751884075,-0.013284660218753932,-0.013332386499060007,0.02727729171734819,-0.049003354109805296,-0.062462854577473165,-0.17321416658439978,0.003308243825132458,1.0
0001104659-12-018932,-0.04947560335885519,-0.051385862921849774,-0.1931438606152827,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.013284625651834175,-0.013332381333057012,0.027232649535335322,-0.03509321105070742,0.14459068291514904,-0.13556044112430155,-0.02423409697279044,1.0
0001104659-12-018932,-0.04947560335885519,-0.051385862921849774,-0.1931438606152827,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.013284625651834175,-0.013332381333057012,0.027232649535335322,-0.03509321105070742,0.14459068291514904,-0.13556044112430155,-0.02423409697279044,1.0
0001104659-12-018932,-0.04947560335885519,-0.051385862921849774,-0.1931438606152827,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.013284625651834175,-0.013332381333057012,0.027232649535335322,-0.03509321105070742,0.14459068291514904,-0.13556044112430155,-0.02423409697279044,1.0
0001104659-12-018932,-0.04947560335885519,-0.051385862921849774,-0.1931438606152827,-0.06670955524772897,-0.7491867205002141,0.06746801751884075,-0.013284625651834175,-0.013332381333057012,0.027232649535335322,-0.03509321105070742,0.14459068291514904,-0.13556044112430155,-0.02423409697279044,1.0
0001104659-12-018932,-0.04946492006625316,-0.05143952659645648,-0.19316457463042203,-0.06664851042615477,-0.7491867205002141,0.06746801751884075,-0.013284627457447871,-0.013332376886050745,0.027153891812655196,-0.034697413048025906,0.06439421976872284,-0.18067798607936078,-0.034418490831445304,1.0
0001104659-12-018932,-0.04946492006625316,-0.05143952659645648,-0.19316457463042203,-0.06664851042615477,-0.7491867205002141,0.06746801751884075,-0.013284627457447871,-0.013332376886050745,0.027153891812655196,-0.034697413048025906,0.06439421976872284,-0.18067798607936078,-0.034418490831445304,1.0
0001104659-12-018932,-0.04946492006625316,-0.05143952659645648,-0.19316457463042203,-0.06664851042615477,-0.7491867205002141,0.06746801751884075,-0.013284627457447871,-0.013332376886050745,0.027153891812655196,-0.034697413048025906,0.06439421976872284,-0.18067798607936078,-0.034418490831445304,1.0
0001104659-12-018932,-0.04946492006625316,-0.05143952659645648,-0.19316457463042203,-0.06664851042615477,-0.7491867205002141,0.06746801751884075,-0.013284627457447871,-0.013332376886050745,0.027153891812655196,-0.034697413048025906,0.06439421976872284,-0.18067798607936078,-0.034418490831445304,1.0
0001104659-13-040310,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,1.447573794697911,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,1.447573794697911,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,1.447573794697911,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,1.447573794697911,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,1.447573794697911,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.04962922452599391,-0.04996153767460086,-0.1900674310206448,-0.06668588342247408,-0.8368245462292794,0.16875808301589948,-0.013285026722481596,-0.013332346028320568,0.027495173613066307,-0.7206398163449769,0.14477357509721028,0.10305160596659638,0.11194824356004801,1.0
0001104659-13-040310,-0.04962922452599391,-0.04996153767460086,-0.1900674310206448,-0.06668588342247408,-0.8368245462292794,0.16875808301589948,-0.013285026722481596,-0.013332346028320568,0.027495173613066307,-0.7206398163449769,0.14477357509721028,0.10305160596659638,0.11194824356004801,1.0
0001104659-13-040310,-0.04962922452599391,-0.04996153767460086,-0.1900674310206448,-0.06668588342247408,-0.8368245462292794,0.16875808301589948,-0.013285026722481596,-0.013332346028320568,0.027495173613066307,-0.7206398163449769,0.14477357509721028,0.10305160596659638,0.11194824356004801,1.0
0001104659-13-040310,-0.04962922452599391,-0.04996153767460086,-0.1900674310206448,-0.06668588342247408,-0.8368245462292794,0.16875808301589948,-0.013285026722481596,-0.013332346028320568,0.027495173613066307,-0.7206398163449769,0.14477357509721028,0.10305160596659638,0.11194824356004801,1.0
0001104659-13-040310,-0.04962922452599391,-0.04996153767460086,-0.1900674310206448,-0.06668588342247408,-0.8368245462292794,0.16875808301589948,-0.013285026722481596,-0.013332346028320568,0.027495173613066307,-0.7206398163449769,0.14477357509721028,0.10305160596659638,0.11194824356004801,1.0
0001104659-13-040310,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-040310,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-040310,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-040310,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-040310,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-040310,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.8368245462292794,0.16875808301589948,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-040310,-0.04946017343309622,-0.04977197424778878,-0.18914605569338888,-0.06670436643789515,-0.8368245462292794,0.16875808301589948,-0.013284590120549451,-0.013332384939817496,0.027322816207467248,-0.034333764843636164,0.7172898652772266,0.2600010030219285,-0.01948399307852525,1.0
0001104659-13-040310,-0.04946017343309622,-0.04977197424778878,-0.18914605569338888,-0.06670436643789515,-0.8368245462292794,0.16875808301589948,-0.013284590120549451,-0.013332384939817496,0.027322816207467248,-0.034333764843636164,0.7172898652772266,0.2600010030219285,-0.01948399307852525,1.0
0001104659-13-040310,-0.04946017343309622,-0.04977197424778878,-0.18914605569338888,-0.06670436643789515,-0.8368245462292794,0.16875808301589948,-0.013284590120549451,-0.013332384939817496,0.027322816207467248,-0.034333764843636164,0.7172898652772266,0.2600010030219285,-0.01948399307852525,1.0
0001104659-13-040310,-0.04946017343309622,-0.04977197424778878,-0.18914605569338888,-0.06670436643789515,-0.8368245462292794,0.16875808301589948,-0.013284590120549451,-0.013332384939817496,0.027322816207467248,-0.034333764843636164,0.7172898652772266,0.2600010030219285,-0.01948399307852525,1.0
0001104659-13-040310,-0.04946017343309622,-0.04977197424778878,-0.18914605569338888,-0.06670436643789515,-0.8368245462292794,0.16875808301589948,-0.013284590120549451,-0.013332384939817496,0.027322816207467248,-0.034333764843636164,0.7172898652772266,0.2600010030219285,-0.01948399307852525,1.0
0001104659-13-062346,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.04962838028092909,-0.046312814686830094,-0.18846886673691027,-0.06602766763385041,-0.6550572039764032,0.10684289922272283,-0.013284936188460645,-0.01333235692349283,0.027497247464743687,3.6861887726015157,0.12409390126450802,0.10098476005981692,0.10567566122288491,1.0
0001104659-13-062346,-0.04962838028092909,-0.046312814686830094,-0.18846886673691027,-0.06602766763385041,-0.6550572039764032,0.10684289922272283,-0.013284936188460645,-0.01333235692349283,0.027497247464743687,3.6861887726015157,0.12409390126450802,0.10098476005981692,0.10567566122288491,1.0
0001104659-13-062346,-0.04962838028092909,-0.046312814686830094,-0.18846886673691027,-0.06602766763385041,-0.6550572039764032,0.10684289922272283,-0.013284936188460645,-0.01333235692349283,0.027497247464743687,3.6861887726015157,0.12409390126450802,0.10098476005981692,0.10567566122288491,1.0
0001104659-13-062346,-0.04962838028092909,-0.046312814686830094,-0.18846886673691027,-0.06602766763385041,-0.6550572039764032,0.10684289922272283,-0.013284936188460645,-0.01333235692349283,0.027497247464743687,3.6861887726015157,0.12409390126450802,0.10098476005981692,0.10567566122288491,1.0
0001104659-13-062346,-0.04962838028092909,-0.046312814686830094,-0.18846886673691027,-0.06602766763385041,-0.6550572039764032,0.10684289922272283,-0.013284936188460645,-0.01333235692349283,0.027497247464743687,3.6861887726015157,0.12409390126450802,0.10098476005981692,0.10567566122288491,1.0
0001104659-13-062346,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-062346,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-062346,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-062346,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-062346,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-062346,-0.04945576359983216,-0.0491558139940273,-0.19147319562500542,-0.06670955524772897,-0.6550572039764032,0.10684289922272283,-0.0132845932496878,-0.013332384525389023,0.027669410099667266,-0.03715043293510247,0.3646394516287134,0.30807728889656094,-0.019598939417198064,1.0
0001104659-13-062346,-0.049441824574932326,-0.04975081620253525,-0.18723080598588934,-0.06669838065400191,-0.6550572039764032,0.10684289922272283,-0.013284580287631348,-0.013332384999827545,0.027436173893011482,-0.029313797260035374,0.7075417783052694,0.20178725904178094,0.008100571354990073,1.0
0001104659-13-062346,-0.049441824574932326,-0.04975081620253525,-0.18723080598588934,-0.06669838065400191,-0.6550572039764032,0.10684289922272283,-0.013284580287631348,-0.013332384999827545,0.027436173893011482,-0.029313797260035374,0.7075417783052694,0.20178725904178094,0.008100571354990073,1.0
0001104659-13-062346,-0.049441824574932326,-0.04975081620253525,-0.18723080598588934,-0.06669838065400191,-0.6550572039764032,0.10684289922272283,-0.013284580287631348,-0.013332384999827545,0.027436173893011482,-0.029313797260035374,0.7075417783052694,0.20178725904178094,0.008100571354990073,1.0
0001104659-13-062346,-0.049441824574932326,-0.04975081620253525,-0.18723080598588934,-0.06669838065400191,-0.6550572039764032,0.10684289922272283,-0.013284580287631348,-0.013332384999827545,0.027436173893011482,-0.029313797260035374,0.7075417783052694,0.20178725904178094,0.008100571354990073,1.0
0001104659-13-062346,-0.049441824574932326,-0.04975081620253525,-0.18723080598588934,-0.06669838065400191,-0.6550572039764032,0.10684289922272283,-0.013284580287631348,-0.013332384999827545,0.027436173893011482,-0.029313797260035374,0.7075417783052694,0.20178725904178094,0.008100571354990073,1.0
0001104659-13-083713,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.049463419421174784,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.04962455872481126,-0.04838906090107883,-0.18608157649210064,-0.0660063528169841,-0.658303049373776,0.012173249233047448,-0.013284370265852897,-0.01333237559670842,0.027503590577976883,0.3694929532126945,0.34731366451577134,0.10006512698367115,0.21042799205152599,1.0
0001104659-13-083713,-0.04962455872481126,-0.04838906090107883,-0.18608157649210064,-0.0660063528169841,-0.658303049373776,0.012173249233047448,-0.013284370265852897,-0.01333237559670842,0.027503590577976883,0.3694929532126945,0.34731366451577134,0.10006512698367115,0.21042799205152599,1.0
0001104659-13-083713,-0.04962455872481126,-0.04838906090107883,-0.18608157649210064,-0.0660063528169841,-0.658303049373776,0.012173249233047448,-0.013284370265852897,-0.01333237559670842,0.027503590577976883,0.3694929532126945,0.34731366451577134,0.10006512698367115,0.21042799205152599,1.0
0001104659-13-083713,-0.04962455872481126,-0.04838906090107883,-0.18608157649210064,-0.0660063528169841,-0.658303049373776,0.012173249233047448,-0.013284370265852897,-0.01333237559670842,0.027503590577976883,0.3694929532126945,0.34731366451577134,0.10006512698367115,0.21042799205152599,1.0
0001104659-13-083713,-0.04962455872481126,-0.04838906090107883,-0.18608157649210064,-0.0660063528169841,-0.658303049373776,0.012173249233047448,-0.013284370265852897,-0.01333237559670842,0.027503590577976883,0.3694929532126945,0.34731366451577134,0.10006512698367115,0.21042799205152599,1.0
0001104659-13-083713,-0.04962455872481126,-0.04838906090107883,-0.18608157649210064,-0.0660063528169841,-0.658303049373776,0.012173249233047448,-0.013284370265852897,-0.01333237559670842,0.027503590577976883,0.3694929532126945,0.34731366451577134,0.10006512698367115,0.21042799205152599,1.0
0001104659-13-083713,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
0001104659-13-083713,-0.0496286856461653,-0.05142582811843977,-0.19147319562500542,-0.06670955524772897,-0.658303049373776,0.012173249233047448,-0.01328463456703542,-0.01333238692193407,0.027268717634155306,-0.03738491665790342,-0.2253442359924914,-0.3059054582793783,-0.022113978226579498,1.0
