adsh,fraud,ddate,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0000002178-18-000009,0.0,20161231.0,106756000.0,78750000.0,6504000.0,111428000.0,221087000.0,2163510000.0,0.0,475137000.0,4700000.0,191017000.0,478387000.0,2807518000.0,560886001.64,944,0.0020077322709999997
0000002488-18-000042,0.0,20161231.0,126000000.0,2010000000.0,90000000.0,3825000000.0,921000000.0,6611000000.0,948000000.0,20483000000.0,1559000000.0,4727000000.0,2604000000.0,9898000000.0,5840000000.01,1162,0.0037660238069999997
0000002969-18-000014,0.0,20161231.0,-57400000.0,573500000.0,525400000.0,10400000.0,206100000.0,1587700000.0,0.0,110000000.0,-758800000.0,14400000.0,436400000.0,1882500000.0,8111600000.86,596,0.008124896902
0000003499-18-000006,0.0,20161231.0,182581000.0,845694000.0,130820000.0,1110608000.0,1655981000.0,317640000.0,0.0,1490230000.0,0.0,1104726000.0,2852952000.0,435633000.0,2694873002.0,660,0.0232142548
0000003545-18-000021,0.0,20161231.0,7177000.0,-6183000.0,-16890000.0,-4823000.0,3916000.0,3149000.0,0.0,-72000.0,21945000.0,-1121000.0,6650000.0,32573000.0,-2525999.94,400,0.034987853439999994
0000003570-18-000031,0.0,20161231.0,465000000.0,-668000000.0,-404000000.0,1530000000.0,347000000.0,5363000000.0,77000000.0,29857000000.0,12922000000.0,74586000000.0,26572000000.0,2242000000.0,24198000000.003098,850,0.005142544364
0000004127-18-000011,0.0,20161231.0,-49300000.0,1570300000.0,517400000.0,52100000.0,63800000.0,764300000.0,8500000.0,163800000.0,17900000.0,61600000.0,50900000.0,914300000.0,428600000.28,370,0.022579716040000003
0000004281-18-000042,0.0,20161231.0,-7968000000.0,2308000000.09,870000000.0,3283000000.0,18887000000.0,3082000000.0,20565000000.0,67335000027.04,2745000000.0,43721000000.0,23060000000.0,15361000000.0,51740000000.36,1448,0.004086465510000001
0000004457-18-000005,0.0,20161231.0,23548000.0,607012000.0,931313000.0,143221000.0,1260789000.0,4840409000.0,0.0,9513678000.0,1543042000.0,2208108000.0,1487359000.0,6827000000.0,2598437000.0,904,0.0031639940259999997
0000004904-18-000009,0.0,20161231.0,15873300000.0,-6832000000.0,8319400000.0,57818800000.0,39294800000.0,46487200000.0,54500000.0,240139000000.0,12101300000.0,304404700000.0,329272300000.0,65660800000.0,216014300041.77,8756,0.001059686436
0000004962-18-000032,0.0,20161231.0,242936000000.0,42806000000.0,12693000000.0,14301000000.0,6336000000.0,61341000047.68,7289000000.0,223596000069.22,6124000000.0,319526500000.0,7701000000.0,70960000000.0,401760000003.41,2126,0.003454007563
0000004969-18-000006,0.0,20161231.0,89606000000.0,4066000000.0,346000000.0,0.0,0.0,1112000000.0,0.0,33456000000.0,4862000000.0,97939200000.0,0.0,897000000.0,35632000000.1,794,0.004974300791
0000004977-18-000054,0.0,20161231.0,1512000000.0,118796000000.0,5987000000.0,18693000000.0,699000000.0,145240000218.49,0.0,462865000012.7,2911000000.0,315157000000.0,5188000000.0,50986000000.0,214934000000.1,1682,0.004837314195
0000005272-18-000022,0.0,20161231.0,96799000000.0,25320000000.32,11359000000.0,26442000000.0,4090000000.0,1440846000000.0,9949000000.0,2216386000000.0,201764000000.0,1438317000000.0,44440000000.0,260311000000.0,2006991000003.78,3206,0.001855929511
0000005513-18-000016,0.0,20161231.0,4824900000.0,-447000000.0,1116100000.0,3435400000.0,1091100000.0,214623000000.0,335100000.0,80082300000.0,948100000.0,109282600000.0,13548100000.0,22224500000.0,89054900000.1,1582,0.01013746036
0000006201-18-000009,0.0,20161231.0,1754000000.0,-4863000000.0,6524000000.0,11668000000.0,26653000000.0,67797000036.86,9082000000.0,117504000000.0,13793000000.0,67607000000.0,127765000000.0,90149000000.0,127945000000.51,1178,0.005113147215
0000007039-18-000003,0.0,20161231.0,48594000.0,-42354000.0,28514000.0,50711000.0,132653000.0,246044000.0,173752000.0,484304000.0,8011000.0,377517000.0,416599000.0,482180000.0,818015000.1,898,0.009836758704
0000007084-18-000012,0.0,20161231.0,40500000000.0,2507000001.2,1213000000.0,39494000000.0,15426000000.0,2987000033.03,10029000000.0,203473000000.0,1092000000.0,46175000000.0,65906000000.0,187070000000.0,106598000000.0,1420,0.005921654968
0000007332-18-000016,0.0,20161231.0,393000000.0,3165000000.0,506000000.0,693000000.0,39674000000.0,8755000000.0,0.0,12989000000.0,5846000000.0,22106000000.0,107156000000.0,5151000000.0,4720000000.01,1344,0.00181467775
0000007789-18-000013,0.0,20161231.0,81889233574.0,-217923000.0,641383000.0,219358000.0,90404000.0,2897002919.67,1020905000.0,67888259020.76,5598412000.0,47363357000.0,371673000.0,1076391000.0,41788150001.01,1830,0.004955392704
0000008063-18-000006,0.0,20161231.0,344673000.0,2533000.0,48854000.0,233992000.0,109446000.0,676605093.33,587140000.0,1271994028.9,25398000.0,603158000.0,598266000.0,815520000.0,1563568000.0,968,0.01303063342
0000008670-18-000003,0.0,20161231.0,119700000.0,18090000000.0,841100000.0,24900000.0,323100000.0,18840600000.0,234800000.0,984100000.0,234000000.0,1000000.0,2049100000.0,43488800000.0,422800001.67000014,898,0.005765911534
0000008868-18-000013,0.0,20161231.0,4472000000.0,990800000.0,60400000.0,1290800000.0,910000000.0,1265600020.0900002,480200000.0,17102000001.37,897100000.0,8757200000.0,6866300000.0,15532000000.0,12739800000.25,1370,0.003719715337
0000009092-18-000002,0.0,20161231.0,67214000.0,8237000.545000003,80075000.0,37988000.0,126625000.0,292640000.0,229728000.0,770027000.0,-32010000.0,108560000.0,602557000.0,486859000.0,961481001.0,936,0.006629107309
0000009346-18-000017,0.0,20161231.0,324687000.0,41090001.03999999,32368000.0,158253000.0,21886000.0,4416968000.0,0.0,1749813000.0,68895000.0,808124000.0,2029568000.0,318997000.0,2341271000.0,1230,0.0029690514520000003
0000009984-18-000024,0.0,20161231.0,314172000.0,23203000.0,217646000.0,566196000.0,551017000.0,2456542028.67,2993846000.0,5618062007.01,320447000.0,1351809000.0,1495796000.0,1265566000.0,5224208000.52,936,0.002730466274
0000010048-18-000002,0.0,20161231.0,0.0,16000000.0,-966000.0,0.0,324000.0,4737000.0,0.0,422000.0,0.0,0.0,12236000.0,11205000.0,33050000.0,438,0.015037464269999998
0000010795-18-000008,0.0,20161231.0,0.0,315000000.0,288000000.0,-21000000.0,262000000.0,4313000000.0,137000000.0,131000000.0,1928000000.0,2189000000.0,821000000.0,2922000000.0,1621000000.73,382,0.02061682423
0000011199-18-000012,0.0,20161231.0,476700000.0,2200001.1599999964,441900000.0,831100000.0,1648500000.0,3597900000.0,1993100000.0,9861800000.0,180900000.0,5287000000.0,7275100000.0,8996800000.0,11034600000.1,1074,0.006138916894
0000011544-18-000012,0.0,20161231.0,2433017000.0,109277000.0,1432370000.0,810363000.0,159160000.0,93166904000.0,165705000.0,71550262000.0,1092929000.0,24790395000.0,44458512000.0,17037240000.0,74160257000.29999,1804,0.006887083676
0000012400-18-000006,0.0,20161231.0,70894000.0,-88776000.0,88884000.0,341394000.0,745716000.0,282046000.0,0.0,1589230000.0,102000.0,1606537000.0,5866102000.0,337875000.0,2431712001.0,652,0.01063520375
0000012927-18-000007,0.0,20161231.0,24470000000.0,6682000000.0,10499000000.0,48676000000.0,19152000000.0,95686000072.64,17041000000.0,426346000000.0,2853000000.0,91266000000.0,79378000000.0,314164000000.0,206876000013.62,1632,0.0013638460709999999
0000013239-18-000007,0.0,20161231.0,403000000.0,640000000.0,-20000000.0,434000000.0,2632000000.0,2667000003.97,843000000.0,7012000001.91,903000000.0,10521000000.0,6737000000.0,10444000000.0,-4998999999.99,1124,0.003009175051
0000014195-18-000008,0.0,20161231.0,36077000.0,-23723000.0,-126573000.0,-27665000.0,28156000.0,920872019.25,0.0,109733000.0,136343000.0,-813000.0,249968000.0,3157621000.0,-138440999.58000004,694,0.004499348553
0000014272-18-000055,0.0,20161231.0,16503000000.0,8059000000.0,3058000000.0,11838000000.0,5095000000.0,32482000000.0,18361000000.0,139446000000.0,2776000000.0,45286000000.0,28873000000.0,45438000000.0,128223000001.92,1870,0.001624874878
0000014846-18-000013,0.0,20161231.0,9700000.0,182004000.0,7808000.0,-282000.0,12594000.0,36227000.0,0.0,3321000.0,141014000.0,77618000.0,50960000.0,50363000.0,193047000.0,400,0.03598985785
0000014930-18-000056,0.0,20161231.0,622400000.0,654800000.0,850300000.0,1218800000.0,868100000.0,4042100000.0,1108800000.0,11516600000.0,-5400000.0,3893600000.0,4371200000.0,5648300000.0,8485600192.200002,1650,0.006555959074000001
0000015511-18-000005,0.0,20161231.0,21440000000.0,-3419000000.0,7701000000.0,27264000000.0,8239000000.0,23458000000.0,19086000000.0,99365000000.0,201000000.0,73864000000.0,154697000000.0,24611000000.0,217077000000.0,766,0.007412464494
0000015615-18-000007,0.0,20161231.0,3414950000.0,-65672000.0,205693000.0,4188737000.0,6360740000.0,666458000.0,2620085000.0,7940071000.0,1684649000.0,3742389000.0,2130556000.0,11745969000.0,9653953001.1,1064,0.006599357090000001
0000016099-18-000020,0.0,20161231.0,-254000.0,-3455000.0,3241000.0,3116000.0,13100000.0,192065000.0,400000.0,-2472000.01,80700000.0,0.0,19026000.0,259668000.0,-6972000.0,454,0.017572786769999998
0000016868-18-000005,0.0,20161231.0,0.0,451000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170,0.01364413071
0000016875-18-000029,0.0,20161231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5763000000.0,1350,0.005025225829
0000017843-18-000003,0.0,20161231.0,-800000.0,-63800000.0,-25400000.0,21200000.0,88600000.0,1166100000.0,0.0,185100000.0,81800000.0,0.0,138500000.0,1243700000.0,1205000005.54,588,0.004969939873
0000018172-18-000007,0.0,20161231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3669000.0,480,0.01575503944
0000018230-18-000042,0.0,20161231.0,47709000000.0,8081000000.0,5636000000.0,7788000000.0,23200000000.0,78366000000.0,28591000000.0,158320000000.0,5920000000.0,151339000000.0,64357000000.0,96222000000.0,136623000004.08,1656,0.004041757916
0000018349-18-000005,0.0,20161231.0,145828159000.0,295534000.48,461637000.0,-4239000.0,598937000.0,3629481163.13,100981000.0,40072842000.0,3790521000.0,75123185000.0,1388953000.0,16854000.0,76910699001.0,2046,0.004358165809
0000018926-18-000012,0.0,20161231.0,5065000000.0,-2450000000.0,4608000000.0,8040000000.0,32678000000.0,26400000000.0,48976000000.0,72135000000.0,2165000000.0,33193000000.0,63800000000.0,21759000000.0,118397000026.0,1142,0.002859492208
0000019612-18-000037,0.0,20161231.0,34491620000.0,832230000.0,280578000.0,23944000.0,140561000.0,2524730000.0,2134633000.0,42850963006.15,2455005000.0,38614852000.0,455813000.0,513334000.0,42677589002.06,2002,0.002113245973
0000019617-18-000057,0.0,20161231.0,3620194000000.0,450553000001.88,38376000000.0,702977000000.0,5478000000.0,1581122000000.0,101641000000.0,12565190000000.0,142862000000.0,4378111000000.0,26181000000.0,278676000000.0,3472078000003.88,2124,0.006733099306
0000020212-18-000010,0.0,20161231.0,143700000.0,51800001.31999999,248500000.0,2231000000.0,1283200000.0,1428300000.0,833000000.0,4416400000.0,729500000.0,5786500000.0,2208600000.0,2129300000.0,5279500000.0,1302,0.005679124324
0000020286-18-000012,0.0,20161231.0,1810000000.0,554000000.0,1115000000.0,1362000000.0,315000000.0,49867000042.12,0.0,46444000000.0,85000000.0,21527000000.0,34371000000.0,11471000000.0,41410000003.92,1470,0.0061299811369999995
0000020520-18-000007,0.0,20161231.0,2603000000.0,-9202000000.0,1676000000.0,5172000000.0,14058000000.0,14903000000.0,23429000000.0,42956000000.0,2055000000.0,46512000000.0,45304000000.0,11620000000.0,42265000000.26,1126,0.005782824429
0000020629-18-000014,0.0,20161231.0,170989000.0,96573000.0,-84879000.0,38984000.0,112164000.0,265187000.0,146696000.0,949149000.0,60124000.0,84786000.0,260589000.0,890537000.0,1338040000.9099998,596,0.004105316039
0000020639-18-000018,0.0,20161231.0,0.0,-1868000.0,-2980000.0,441879000.0,1644000.0,4638000.0,0.0,732558000.0,-263000.0,343000.0,6722000.0,953000.0,2003685000.02,348,0.028345946580000003
0000021076-18-000004,0.0,20161231.0,-57000000.0,309000000.0,540000000.0,-162000000.0,82000000.0,2968000000.0,0.0,311000000.0,230000000.0,0.0,711000000.0,4255000000.0,1063000002.4,524,0.011879544099999998
0000021175-18-000019,0.0,20161231.0,5282000000.0,-190000000.0,1982000000.0,572000000.0,331000000.0,199127000000.0,301000000.0,162245000033.28,786000000.0,67200000000.0,5897000000.0,30388000000.0,82220000005.5,1482,0.00490221561
0000021344-18-000008,0.0,20161231.0,4350000000.0,39494000001.4,8796000000.0,38318000000.0,13983000000.0,26099900033.7,44270000000.0,257152000004.17,46969000000.0,139356000000.0,50763000000.0,90326000000.0,310315000000.25,1396,0.0030787514130000003
0000021510-18-000007,0.0,20161231.0,-4417000.0,763660000.0,81358000.0,19252000.0,8995000.0,229586000.0,12088000.0,17383000.0,744605000.0,76091000.0,89281000.0,559021000.0,105414000.0,720,0.008707916654000001
0000021665-18-000003,0.0,20161231.0,1501000000.0,1093000000.0,3141000000.0,6102000000.0,4548000000.0,4374000061.0,6007000000.0,33901000074.1,8205000000.0,40090000000.0,26307000000.0,40183000000.0,59752000001.0,1190,0.0014984752170000002
0000021665-18-000006,0.0,20161231.0,1501000000.0,1093000000.0,3141000000.0,6102000000.0,4548000000.0,4374000061.0,6007000000.0,33901000074.1,8205000000.0,40090000000.0,26307000000.0,40183000000.0,59752000001.0,1190,0.0014984752170000002
0000022356-18-000015,0.0,20161231.0,69139102000.0,817344002.3160001,601985000.0,173711000.0,620064000.0,2984969032.89,368953000.0,86918000039.81001,1541394000.0,42925785000.0,1324798000.0,799932000.0,72281787006.0,2222,0.0016938704680000002
0000023082-10-000036,1.0,20070331.0,0.0,1050000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5690000000.0,512,0.010378283620000001
0000023082-10-000036,1.0,20080331.0,-217000000.0,-757000000.0,1332000000.0,20000000.0,2485000000.0,29047000000.0,337000000.0,-60000000.0,3659000000.0,1443000000.0,1855000000.0,16587000000.0,7923000000.0,512,0.010378283620000001
0000023082-10-000036,1.0,20090331.0,7796000000.0,2860000000.0,1985000000.0,1560000000.0,-961000000.0,29435000000.0,11326000000.0,25482000000.0,1509000000.0,10964000000.0,15674000000.0,17891000000.0,32900000000.0,512,0.010378283620000001
0000023082-10-000036,1.0,20100331.0,7768000000.0,2602000000.0,1634000000.0,2043000000.0,-1478000000.0,28351000000.0,11671000000.0,27498000000.0,116000000.0,10853000000.0,15749000000.0,17524000000.0,38409000000.0,512,0.010378283620000001
0000023082-10-000054,1.0,20090331.0,0.0,2297000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5618000000.0,606,0.013734308130000001
0000023082-10-000054,1.0,20090630.0,-186000000.0,1477000000.0,-297000000.0,-471000000.0,734000000.0,7037000000.0,215000000.0,55000015.1,-6000000.0,13000000.0,307000000.0,3898000000.0,7116000000.0,606,0.013734308130000001
0000023082-10-000054,1.0,20100331.0,3896000000.0,2784000000.0,0.0,2587000000.0,3731000000.0,1073000046.36,16219000000.0,27441000045.88,0.0,10293000000.0,2241000000.0,1189000000.0,35623000001.0,606,0.013734308130000001
0000023082-10-000054,1.0,20100630.0,4454000000.0,1776000000.0,-60000000.0,2088000000.0,4413000000.0,8519000332.589998,16169000000.0,27242000160.730003,20000000.0,10486000000.0,2628000000.0,5041000000.0,35499000001.15,606,0.013734308130000001
0000023082-10-000054,1.0,20110331.0,0.0,0.0,0.0,0.0,0.0,0.0,383000000.0,0.0,0.0,0.0,0.0,0.0,0.0,606,0.013734308130000001
0000023082-10-000054,1.0,20120331.0,0.0,0.0,0.0,0.0,0.0,296000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,0.013734308130000001
0000023082-10-000054,1.0,20130331.0,0.0,0.0,0.0,0.0,0.0,222000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,0.013734308130000001
0000023082-10-000054,1.0,20140331.0,0.0,0.0,0.0,0.0,0.0,153000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,0.013734308130000001
0000023082-10-000054,1.0,20150331.0,0.0,0.0,0.0,0.0,0.0,99000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606,0.013734308130000001
0000023082-10-000072,1.0,20090331.0,0.0,2316000000.0,0.0,0.0,0.0,38000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5618000000.0,800,0.009534319498
0000023082-10-000072,1.0,20090930.0,7000000.0,2348000000.0,275000000.0,-595000000.0,5670000000.0,21413000000.0,585000000.0,136000015.1,9000000.0,32000000.0,1061000000.0,11979000000.0,8297000001.0,800,0.009534319498
0000023082-10-000072,1.0,20100331.0,3849000000.0,2784000000.0,0.0,2587000000.0,0.0,1073000046.36,16219000000.0,27441000092.35,0.0,10293000000.0,2241000000.0,1189000000.0,37773000000.0,800,0.009534319498
0000023082-10-000072,1.0,20100630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,800,0.009534319498
0000023082-10-000072,1.0,20100930.0,4509000000.0,2127000000.0,342000000.0,2193000000.0,5773000000.0,23542000331.41,17984000000.0,28908000341.44,86000000.0,11231000000.0,3541000000.0,13069000000.0,41501000001.45,800,0.009534319498
0000023082-11-000014,1.0,20090331.0,0.0,2316000000.0,0.0,0.0,0.0,38000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5618000000.0,814,0.005447468792
0000023082-11-000014,1.0,20091231.0,-173000000.0,2171000000.0,407000000.0,-883000000.0,2707000000.0,28221000000.0,815000000.0,253000015.15,67000000.0,44000000.0,1579000000.0,15845000000.0,9153000000.0,814,0.005447468792
0000023082-11-000014,1.0,20100331.0,3896000000.0,2784000000.0,0.0,2587000000.0,3731000000.0,1073000046.36,8243000000.0,27441000092.35,0.0,10293000000.0,2241000000.0,1189000000.0,37773000001.0,814,0.005447468792
0000023082-11-000014,1.0,20100930.0,0.0,0.0,0.0,0.0,0.0,62000000.0,0.0,18000000.0,0.0,0.0,1000000.0,0.0,0.0,814,0.005447468792
0000023082-11-000014,1.0,20101231.0,4580000000.0,-141000000.0,804000000.0,1827000000.0,6493000000.0,31283000330.26,6008000000.0,26946000341.21,374000000.0,10629000000.0,3995000000.0,17018000000.0,41296000001.7,814,0.005447468792
0000023082-11-000059,1.0,20080331.0,0.0,699000000.0,0.0,0.0,0.0,0.0,0.0,1350000000.0,0.0,0.0,0.0,0.0,5621000000.0,1214,0.005596486310000001
0000023082-11-000059,1.0,20090331.0,-224000000.0,2860000000.0,1987000000.0,-1143000000.0,4403000000.0,29141000015.82,8304000000.0,17896000000.0,1586000000.0,565000000.0,2340000000.0,49840000000.0,6644000000.0,1214,0.005596486310000001
0000023082-11-000059,1.0,20100331.0,3937000000.0,2602000000.0,1652000000.0,2083000000.0,7796000000.0,28643000015.15,22817000000.0,38473000000.0,198000000.0,16895000000.0,16680000000.0,49366000000.0,38389000002.0,1214,0.005596486310000001
0000023082-11-000059,1.0,20110331.0,4383000000.0,99000000.70000003,1570000000.0,2486000000.0,7831000000.0,35671000012.95,24193000000.0,36618000000.0,290000000.0,19959000000.0,18060000000.0,54611000000.0,42616000002.0,1214,0.005596486310000001
0000023082-11-000059,1.0,20110630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120000000.0,0.0,0.0,0.0,0.0,0.0,1214,0.005596486310000001
0000023082-12-000039,1.0,20090331.0,0.0,2297000000.0,0.0,0.0,0.0,0.0,0.0,442000000.0,0.0,0.0,0.0,0.0,5618000000.0,1334,0.005671492609
0000023082-12-000039,1.0,20100331.0,-70000000.0,2602000000.0,1652000000.0,-544000000.0,2970000000.0,28659000015.15,8494000000.0,20564000000.0,198000000.0,560000000.0,2110000000.0,32256000000.0,9274000000.0,1334,0.005671492609
0000023082-12-000039,1.0,20110331.0,3742000000.0,99000000.0,1570000000.0,2486000000.0,6758000000.0,29003000012.95,24350000000.0,35507000000.0,290000000.0,13899000000.0,17905000000.0,49205000000.0,42724000002.7,1334,0.005671492609
0000023082-12-000039,1.0,20110930.0,379000000.0,0.0,0.0,0.0,0.0,504000000.0,2682000000.0,583000000.0,0.0,0.0,0.0,0.0,0.0,1334,0.005671492609
0000023082-12-000039,1.0,20111231.0,204000000.0,0.0,0.0,0.0,0.0,1263000000.0,0.0,18000000.0,0.0,0.0,0.0,204000000.0,0.0,1334,0.005671492609
0000023082-12-000039,1.0,20120331.0,3355000000.0,-747000000.0,1178000000.0,2188000000.0,6830000000.0,38702000010.17,26739000000.0,31570000000.0,129000000.0,17761000000.0,17313000000.0,48327000000.0,8701000002.8,1334,0.005671492609
0000023082-12-000050,1.0,20110331.0,0.0,1837000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7560000000.0,594,0.01134035219
0000023082-12-000050,1.0,20110630.0,247000000.0,1153000000.0,-46000000.0,31000000.0,752000000.0,7418000000.0,256000000.0,206000000.0,269000000.0,39000000.0,477000000.0,12162000000.0,8530000000.2,594,0.01134035219
0000023082-12-000050,1.0,20120331.0,3308000000.0,1093000000.0,0.0,2231000000.0,3703000000.0,1359000000.0,29932000000.0,6344000000.0,0.0,8555000000.0,2441000000.0,619000000.0,20809000001.0,594,0.01134035219
0000023082-12-000050,1.0,20120630.0,3574000000.0,628000000.0,221000000.0,2286000000.0,4382000000.0,7460000000.0,29635000000.0,6354000000.0,34000000.0,9958000000.0,2829000000.0,12481000000.0,19761000001.2,594,0.01134035219
0000024090-18-000011,0.0,20161231.0,45172000.0,1093765000.0,102271000.0,248097000.0,18497000.0,4122291000.0,62930000.0,3912168000.0,29877000.0,2486409000.0,174262000.0,313309000.0,1829310000.0,1340,0.004311255126
0000024491-18-000003,0.0,20161231.0,470362000.0,341566000.42,312743000.0,1016178000.0,1563868000.0,2806699055.77,861288000.0,16441890000.0,10019000.0,1987434000.0,5826791000.0,3734291000.0,9691446002.0,1392,0.002596762362
0000024545-18-000009,0.0,20161231.0,57529500000.0,-12626400000.0,3747900000.0,20493000000.0,2206400000.0,4606100000.0,89262700000.0,162451300000.0,50078200000.0,139636700000.0,24438000000.0,50705600000.0,294056700001.65,2828,0.004587937193
0000024741-18-000010,0.0,20161231.0,1646000000.0,14809000000.0,2537000000.0,8242000000.0,11015000000.0,2045000019.4,19580000000.0,108214000020.15,117000000.0,20181000000.0,36787000000.0,17510000000.0,139875000101.04,1284,0.005735040306000001
0000025232-18-000007,0.0,20161231.0,98331000.0,950561000.24,122228000.0,1865829000.0,1434328000.0,1033986058.19,428667000.0,6740930000.0,1351810000.0,4456055000.0,7320300000.0,1461051000.0,17796084002.239998,1078,0.006263805881
0000025475-18-000081,0.0,20161231.0,185148000.0,66099000.0,98864000.0,454216000.0,151360000.0,2218878000.0,1038393000.0,3687997000.0,80259000.0,1138580000.0,543129000.0,3269049000.0,1811203000.0,1138,0.004256665833
0000025598-18-000005,0.0,20161231.0,32397000000.0,1236000000.0,478000000.0,1073000000.0,324000000.0,8183000000.0,171000000.0,20114000000.0,1584000000.0,21523000000.0,135000000.0,345000000.0,17672000000.5,1338,0.004210383889
0000026058-18-000020,0.0,20161231.0,132684000.0,67358000.0,60024000.0,170087000.0,225990000.0,319510000.0,320678000.0,1878341000.0,2456800000.0,917055000.0,160879000.0,500299000.0,2887911000.16,982,0.005285163353000001
0000026172-18-000011,0.0,20161231.0,3298000000.0,1774000000.0,1939000000.0,5841000000.0,5326000000.0,5035000535.28,1338000000.0,57198000025.28,934000000.0,15913000000.0,14541000000.0,44872000000.0,54839000002.5,1518,0.0027603523609999996
0000026324-18-000003,0.0,20161231.0,1329202000.0,757094000.0,443602000.0,609772000.0,756793000.0,1709047031.91,2262005000.0,8106123000.0,31730000.0,5733460000.0,2708383000.0,6300935000.0,6517612001.52,1214,0.004556682681
0000026780-18-000004,0.0,20161231.0,923000000.0,291000000.0,384000000.0,1314000000.0,2137000000.0,5740000000.0,1277000000.0,21377000000.0,486000000.0,8055000000.0,7351000000.0,13113000000.0,13533000000.26,1444,0.003738247462
0000027904-18-000006,0.0,20161231.0,2226000000.0,1435000000.0,7293000000.0,12833000000.0,18160000000.0,54612000019.4,23555000000.0,127856000000.0,3090000000.0,94635000000.0,37759000000.0,122513000000.0,97434000000.6801,1068,0.00696047338
0000027996-18-000034,0.0,20161231.0,355681000.0,117302001.5,319312000.0,1446842000.0,455330000.0,1271333229.48,5603863000.0,3403187009.16,563749000.0,1174932000.0,1329011000.0,4893616000.0,6387839001.0,1582,0.007704527084
0000028412-18-000065,0.0,20161231.0,245722000000.0,10015000000.0,502000000.0,3231000000.0,1036000000.0,8946000000.0,754000000.0,455617000009.94,3340000000.0,131799000000.0,2978000000.0,19000000.0,149213000005.89,1760,0.005265300063
0000028823-18-000066,0.0,20161231.0,950700000.0,3377900000.96,43600000.0,712400000.0,673600000.0,8468300031.98,5563000000.0,7773900005.37,180300000.0,3845500000.0,2167500000.0,8258600000.0,2905700001.25,1822,0.0035364012329999997
0000029332-18-000026,0.0,20161231.0,127415000.0,12989000.0,23924000.0,94213000.0,183619000.0,330812000.0,17154000.0,749092000.0,-10717000.0,586861000.0,712661000.0,397453000.0,642633006.0,1232,0.01032600161
0000029905-18-000013,0.0,20161231.0,1330116000.0,1068141001.72,861975000.0,2222154000.0,2059494000.0,5308318000.0,16648185000.0,20482843000.0,1118697000.0,12203949000.0,5550258000.0,16121297000.0,28684977101.0,1434,0.0030577415120000002
0000029905-18-000019,0.0,20161231.0,1330116000.0,1068141001.72,861975000.0,2222154000.0,2059494000.0,5308318000.0,16648185000.0,20482843000.0,1118697000.0,12203949000.0,5550258000.0,16121297000.0,28684977101.0,1434,0.0030577415120000002
0000029915-18-000005,0.0,20161231.0,3303000000.0,-199000000.0,686000000.0,1094000000.0,6106000000.0,6081000000.0,235000000.0,38209000000.0,5000000.0,9137000000.0,8778000000.0,13551000000.0,12454000000.01,864,0.00586739816
0000029915-18-000007,0.0,20161231.0,17502000000.0,5246000000.0,5600000000.0,19486000000.0,38944000000.0,72797000000.0,54658000000.0,390082000000.0,22892000000.0,76291000000.0,87514000000.0,109392000000.0,214535000004.8,1590,0.00236365613
0000029989-18-000004,0.0,20161231.0,7912200000.0,3356000000.0,1984400000.0,22874200000.0,1704000000.0,44855300084.98,23495400000.0,50517300000.0,1731300000.0,27290900000.0,1284200000.0,19658700000.0,40600400003.3,1228,0.004782662598
0000030697-18-000003,0.0,20161231.0,383992000.0,369259000.245,204645000.0,1082240000.0,662474000.0,2703817000.0,4495471000.0,5241858000.0,18883000.0,4953206000.0,4063557000.0,3323852000.0,15516585000.1,1388,0.00424331712
0000031107-18-000010,0.0,20161231.0,19752775.0,27061783.0,12415240.0,13593696.0,45931644.0,117912716.0,24399517.0,712976149.0,0.0,49451529.0,129513154.0,171753200.0,372905235.44,964,0.013058573899999999
0000031347-18-000008,0.0,20161231.0,2613000.0,17093000.0,-3023000.0,3920000.0,6848000.0,64852044.51,6234000.0,570472044.8699999,-160000.0,16230000.0,21783000.0,62884000.0,144062000.01999998,972,0.00614191448
0000031791-18-000004,0.0,20161231.0,502148000.0,371100000.0,701230000.0,966393000.0,541057000.0,1680695037.64,3142519000.0,8171655999.799998,986645000.0,4540835000.0,1296860000.0,7243125000.0,8828216002.35,1532,0.004123455011
