adsh,fraud,ddate,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation
0001393066-18-000003,0.0,20161231.0,856000000.0,-246000000.0,84000000.0,1009000000.0,4372000000.0,352000000.0,257000000.0,37988000000.0,176000000.0,4525000000.0,5541000000.0,4434000000.0,10717000000.001,994,0.007729986252
0001393311-18-000004,0.0,20161231.0,0.0,1329282007.3,2430233000.0,374994000.0,6654874000.0,1281982599.0099998,524119000.0,10298986000.0,1431632000.0,1470182000.0,37911227000.0,6638641000.0,47325325007.41,1074,0.01188758683
0001393612-18-000012,0.0,20161231.0,242077000000.0,12549000000.0,4538000000.0,4442000000.0,428000000.0,36220000000.0,1048000000.0,103289000000.0,4223000000.0,139201000000.0,3023000000.0,1605000000.0,236169000066.18,1550,0.004814287423
0001393726-18-000013,0.0,20161231.0,1265713000.0,-64747000.0,48448000.0,240755000.0,42845000.0,2530641000.0,359174000.0,5856985000.0,4207765000.0,6951446000.0,250708000.0,838250000.0,5211122000.000999,2008,0.0024918183
0001393883-18-000008,0.0,20161231.0,44901000.0,498000.0,44997000.0,36598000.0,49652000.0,535735034.81999993,464678000.0,475188000.0,29806000.0,803757000.0,123088000.0,368893000.0,1200118000.02,1050,0.005734331343
0001393905-18-000024,0.0,20161231.0,0.0,2492.0,-13373.0,-527.0,0.0,15646.0,0.0,0.0,10000.0,0.0,15646.0,0.0,0.0,122,0.1082116847
0001393905-18-000052,0.0,20161231.0,-2000.0,-900.0,-2475.0,975.0,0.0,5450.0,0.0,0.0,0.0,0.0,1600.0,4000.0,0.0,124,0.07334195764
0001393905-18-000063,0.0,20161231.0,36000.0,-5722.0,-12733.0,16921.0,0.0,46975.0,0.0,525.0,3450.0,0.0,4934.0,0.0,25487.0,252,0.031374440249999996
0001393905-18-000065,0.0,20161231.0,-1589.0,24233.0,1162.0,19518.0,375.0,63325.0,0.0,-375.0,10000.0,0.0,2301.0,13535.0,0.0,294,0.02055273899
0001393905-18-000084,0.0,20161231.0,-15654.0,-61356.0,-243469.0,-14116.0,0.0,855889.0,67959.0,0.0,180645.0,0.0,11773.0,220752.0,30000.0,362,0.01141451602
0001393905-18-000113,0.0,20161231.0,0.0,-19337.0,-35795.0,868758.0,0.0,955431.0,0.0,4920852.65,312000.0,3318223.0,644141.0,0.0,506973.00019999966,222,0.02404038068
0001393905-18-000119,0.0,20161231.0,320937.0,153125.0,-42978.0,410930.0,22603.0,1577739.0,21094.0,1248612.0,5000.0,929474.0,890915.0,1891238.0,662825.0009999999,222,0.04284865921
0001394074-18-000004,0.0,20161231.0,764000000.0,-777000000.0,1462000000.0,601000000.0,4375000000.0,2932000000.0,3323000000.0,43275000000.0,2811000000.0,24525000000.0,41521000000.0,5404000000.0,68677000000.0,894,0.0063041679489999995
0001394156-18-000009,0.0,20161231.0,305153.0,-32272432.0,22247748.0,12801813.0,94509737.0,239424268.0,73553704.0,229267667.0,11149757.0,423513530.0,189707785.0,254116196.0,106557169.00010002,752,0.01268145396
0001395942-18-000028,0.0,20161231.0,5985100000.0,96700000.0,378000000.0,1580500000.0,3366200000.0,4005000000.0,5155900000.0,21581900000.0,1277000000.0,13984600000.0,3327200000.0,7113900000.0,9974900001.21,1184,0.01090363959
0001396009-18-000011,0.0,20161231.0,702132000.0,287223000.79999995,644588000.0,1192848000.0,4453910000.0,3610381113.18,6034249000.0,15307288029.2,827000.0,12394220000.0,12365394000.0,8760346000.0,18785866001.0,1526,0.0062958114370000005
0001396446-18-000023,0.0,20161231.0,-236059000.0,11470687000.0,167867000.0,2340017000.0,0.0,743662007.85,0.0,113415471007.64,106421066000.0,113301515000.0,11177000.0,0.0,16745487001.03,1246,0.0054897776040000006
0001396814-18-000009,0.0,20161231.0,34019000.0,-46850000.0,33453000.0,63096000.0,63229000.0,734905000.0,69388000.0,1320606000.0,178892000.0,374016000.0,450564000.0,757092000.0,798392000.0020001,910,0.01048145262
0001397403-18-000004,0.0,20161231.0,16688000.0,68594000.29,-11332000.0,65515000.0,14593000.0,248139006.1,0.0,955170000.0,54980000.0,134540000.0,24947000.0,41668000.0,349104000.15,850,0.006896018042
0001397911-18-000011,0.0,20161231.0,1104773000.0,801174000.25,396817000.0,2312037000.0,507775000.0,4826310030.4,3270255000.0,6464016000.0,11865000.0,8521617000.0,2221418000.0,6854365000.0,9218841000.251,1140,0.009170580926
0001397911-18-000015,0.0,20161231.0,1104773000.0,801174000.25,396817000.0,2312037000.0,507775000.0,4826310030.4,3270255000.0,6464016000.0,11865000.0,8521617000.0,2221418000.0,6854365000.0,9218841000.251,1140,0.009170580926
0001398432-18-000007,0.0,20161231.0,650181.0,2146226.0,-1854751.0,5608367.0,958922.0,52120353.0,2713867.0,57929108.0,909517.0,102493467.0,7314358.0,9118920.0,-33705153.999,1004,0.01595630403
0001398432-18-000012,0.0,20161231.0,650181.0,2146226.0,-1854751.0,5608367.0,958922.0,52120353.0,2713867.0,57929108.0,909517.0,102493467.0,7314358.0,9118920.0,-33705153.999,1004,0.01595630403
0001398432-18-000038,0.0,20161231.0,575181.0,2146226.0,-1854751.0,5802815.0,958922.0,32357153.0,1369625.0,24389015.0,1459517.0,11467034.0,7355806.0,12666166.0,2762944.0009999983,516,0.009320165863
0001398987-18-000017,0.0,20161231.0,410000000.0,347000000.18,586000000.0,1880000000.0,1600000000.0,8135000000.0,5927000000.0,11348000000.0,1089000000.0,15976000000.0,2617000000.0,16087000000.0,16009000027.98,1134,0.005167234381
0001399249-18-000012,0.0,20161231.0,39191000.0,10676000.409999996,58656000.0,42649000.0,3318000.0,155629000.0,0.0,188520000.0,28964000.0,98646000.0,32731000.0,137409000.0,982112000.42,1076,0.005588117844
0001399306-18-000007,0.0,20161231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121000.0,0.0,0.0,0.0,0.0,240,0.028445982589999995
0001401257-18-000060,0.0,20161231.0,150024000.0,337903000.0,69131000.0,282678000.0,179313000.0,1070305012.42,1669720000.0,4991139000.0,163013000.0,812489000.0,833813000.0,743176000.0,6419069000.01,1198,0.00555328821
0001401521-18-000044,0.0,20161231.0,38345000.0,365290000.0,65747000.0,241782000.0,21244000.0,2495619000.0,95012000.0,1927763000.0,57131000.0,816797000.0,2942150000.0,1961811000.0,1729747000.2902,1416,0.004034965604
0001401680-18-000004,0.0,20161231.0,183657000.0,10951000.0,35252000.0,142326000.0,65029000.0,1060615032.01,209379000.0,1595867000.0,24037000.0,1188996000.0,167190000.0,1097992000.0,563595000.0001,1110,0.002802134846
0001401708-18-000058,0.0,20161231.0,24765300.0,-10808000.0,-6079000.0,58617000.0,20693000.0,253891012.0,0.0,682847006.79,38530000.0,169863000.0,105827000.0,300100000.0,230008000.00020003,876,0.01148209927
0001402057-18-000038,0.0,20161231.0,2832500000.0,416500000.6425,604400000.0,9183400000.0,731300000.0,15483100029.36,9340000000.0,12830200000.0,1844900000.0,20806600000.0,2293600000.0,17646900000.0,10890600000.02,1084,0.013939191909999999
0001402281-18-000017,0.0,20161231.0,3311000.0,-5023000.0,6355000.0,759884000.0,602180000.0,435008002.28,0.0,2517649000.0,7193000.0,889201000.0,2394253000.0,0.0,-814349999.9979999,802,0.009122036175
0001402829-18-000003,0.0,20161231.0,1136426000.0,-18421000.0,23149000.0,71628000.0,242355000.0,109415028.12,201108000.0,2725930000.0,57067000.0,811035000.0,546116000.0,1835822000.0,1130213000.02,1060,0.003265955159
0001403161-18-000009,0.0,20161231.0,33000000.0,5456000000.0,2508000000.0,306000000.0,146000000.0,3158000000.0,0.0,1091000000.0,622000000.0,1009000000.0,186000000.0,6153000000.0,2373000000.0,520,0.02036061358
0001403256-18-000053,0.0,20161231.0,405782000.0,410598000.0,-281462000.0,44428000.0,69772000.0,2845563000.0,646491000.0,19609389000.0,478640000.0,9576864000.0,451704000.0,1225864000.0,-1317236000.0,886,0.009337174414
0001403431-18-000018,0.0,20161231.0,145384000.0,70004000.0,38099000.0,113605000.0,138156000.0,369227020.95,144983000.0,587321035.0199999,623000.0,416704000.0,833407000.0,918056000.0,932304000.01,1198,0.006335789372000001
0001403475-18-000006,0.0,20161231.0,6963758000.0,180488001.02,25446000.0,5084000.0,19612000.0,692169161.2,8054000.0,4276899010.11,62228000.0,2692317000.0,42011000.0,0.0,2520304000.0,1544,0.0034653381660000003
0001403528-18-000009,0.0,20161231.0,18800000.0,5405692000.0,-317906000.0,2993833000.0,61566000.0,3912832000.0,73300000.0,106451887000.0,596249000.0,5428843000.0,447360000.0,3612100000.0,173479519002.9,998,0.002433552472
0001403853-18-000006,0.0,20161231.0,0.0,0.0,0.0,0.0,58200000.0,5500000.0,2600000.0,306718000.0,0.0,2800000.0,0.0,0.0,7700000.0,596,0.028781722510000003
0001404912-18-000005,0.0,20161231.0,509014000.0,6178467000.0,18086851000.0,5656986000.0,221775000.0,6582595000.0,738371000.0,181765835000.0,11353257000.0,31313774000.0,709830000.0,2414600000.0,205468210000.0,1396,0.0054671091249999994
0001405041-18-000004,0.0,20161231.0,824000000.0,1092000000.0,521000000.0,1545000000.0,1263000000.0,7034000000.0,2290000000.0,19096000000.0,61000000.0,15857000000.0,10001000000.0,7313000000.0,16071000000.02,2216,0.005260721538
0001405495-18-000015,0.0,20161231.0,58537000.0,171985000.0,434127000.0,64868000.0,80417000.0,543662037.38,1186309000.0,6494430090.73,463199000.0,2210043000.0,122776000.0,2450337000.0,8705686001.41,1042,0.01110861453
0001406587-18-000002,0.0,20161231.0,15573000.0,932698000.0,83355000.0,15437000.0,49749000.0,297323000.0,75800000.0,2447248000.0,8884000.0,595408000.0,338078000.0,993606000.0,3327580001.0,1176,0.004824834886
0001406666-18-000017,0.0,20161231.0,108831000.0,166756000.0,24419000.0,148186000.0,73950000.0,803544010.14,122137000.0,1400389003.58,17000.0,284336000.0,156730000.0,1419523000.0,834241000.0500003,894,0.01013247391
0001407805-18-000004,0.0,20161231.0,347696.0,590140.0,554417.0,0.0,2300187.0,1836687.0,0.0,10817775.0,0.0,5247693.0,10152982563.0,0.0,2136556.0,278,0.01924086833
0001408075-18-000009,0.0,20161231.0,1235800000.0,-236000000.0,641400000.0,4448200000.0,3540800000.0,3817500000.0,4431700000.0,15048400000.0,1505200000.0,5938400000.0,7246600000.0,5373400000.0,13128400000.02,1366,0.006932343366000001
0001408075-18-000015,0.0,20161231.0,1235800000.0,-236000000.0,641400000.0,4448200000.0,3540800000.0,3817500000.0,4431700000.0,15048400000.0,1505200000.0,5938400000.0,7246600000.0,5373400000.0,13128400000.02,1366,0.006932343366000001
0001408100-18-000018,0.0,20161231.0,547100000.0,737900000.0,102900000.0,590500000.0,1111800000.0,2698100000.0,439800000.0,11387200000.0,2318800000.0,5926600000.0,18353000000.0,2437100000.0,14244600000.56,1462,0.004797687231
0001408534-18-000010,0.0,20161231.0,6945279000.0,-45869999.42,22212000.0,4129000.0,32580000.0,180191000.0,23766000.0,2474619000.0,201140000.0,2290202000.0,83010000.0,772000.0,2593175001.0,1320,0.00413392968
0001409375-18-000007,0.0,20161231.0,857000.0,24666000.0,266000.0,-59000.0,1403000.0,102193000.0,1152000.0,-2765000.0,63711000.0,932000.0,17556000.0,204419000.0,-6343000.0,620,0.005564601044
0001409775-18-000010,0.0,20161231.0,307743759000.0,6516121000.0,815439000.0,1534199000.0,1638443000.0,10229800000.0,19760191000.0,219882203000.0,2281087000.0,163497458000.0,4676029000.0,238863000.0,190686678000.02,1754,0.005772293734
0001409970-18-000231,0.0,20161231.0,4385706000.0,263003000.0,369000.0,420149000.0,71670000.0,2556366012.01,275952000.0,21992348000.0,5109963000.0,4676074000.0,594592000.0,5361859000.0,7938574000.01,1500,0.004819292974
0001410384-18-000012,0.0,20161231.0,17858000.0,27593000.0,3394000.0,51707000.0,27413000.0,371698057.05,80490000.0,619255009.32,5995000.0,168492000.0,131778000.0,373305000.0,429381000.0002,1108,0.009427663020000001
0001410636-18-000076,0.0,20161231.0,635000000.0,996000000.0,1289000000.0,7549000000.0,6337000000.0,3690000000.0,7613000000.0,41894000000.0,774000000.0,23147000000.0,80053000000.0,4104000000.0,59491000001.51,1108,0.002313219432
0001410939-18-000013,0.0,20161231.0,-951000.0,193630000.0,-108596000.0,110660000.0,2413000.0,589541164.68,135532000.0,1293833038.18,13868000.0,460166000.0,72587000.0,263117000.0,-142258999.99800003,704,0.01547846132
0001411059-18-000013,0.0,20161231.0,118443000.0,74174000.0,54392000.0,1110354000.0,432001000.0,443306000.0,0.0,1344745000.0,41338000.0,2180600000.0,3428079000.0,373531000.0,3849388000.372,716,0.02955798047
0001411342-18-000020,0.0,20161231.0,207440000.0,60626000.0,69693000.0,27952000.0,0.0,1840394000.13,0.0,5821505019.75,741597000.0,2405271000.0,0.0,0.0,4196604041.15,1134,0.006293111965
0001411488-18-000011,0.0,20161231.0,302896000.0,1044960000.0,185231000.0,977991000.0,251065000.0,5524259026.57,2203571000.0,8440200000.0,3531082000.0,5636094000.0,608023000.0,5363689000.0,6187200000.002,1334,0.002433503443
0001411494-18-000010,0.0,20161231.0,2184298000.0,1997650000.0,615260000.0,1132585000.0,636864000.0,4013934000.0,581972000.0,64355596000.0,522757000.0,5470550000.0,380576000.0,5515336000.0,129873091001.25,1278,0.003781796567
0001411579-18-000014,0.0,20161231.0,283900000.0,-1094999999.8,431700000.0,2999500000.0,1896100000.0,6979200000.0,5055500000.0,32897800000.0,769700000.0,13578000000.0,14227900000.0,14228700000.0,18786800000.81,1610,0.0007025039005
0001412100-18-000015,0.0,20161231.0,652128000.0,3928330000.0,470132000.0,227315000.0,20303000.0,37617849045.61,386331000.0,23880737004.55,118279000.0,5752423000.0,5127745000.0,5959067000.0,10875195000.58,1514,0.007048799892
0001412270-18-000012,0.0,20161231.0,11821000.0,29933000.0,30222000.0,28931000.0,12548000.0,317682000.0,109352000.0,508016000.0,45716000.0,91382000.0,51331000.0,271915000.0,365787000.002,948,0.005170032176
0001412665-18-000046,0.0,20161231.0,11769320000.0,-12244999.36,38184000.0,28383000.0,28177000.0,446494000.0,125176000.0,4143351000.0,240064000.0,2990668000.0,185689000.0,2475000.0,7799395001.0,1644,0.007941228073
0001413329-18-000007,0.0,20161231.0,14726000000.0,3219000000.0,8077000000.0,45657000000.0,7708000000.0,20070000000.0,17020000000.0,93298000000.0,3286000000.0,73409000000.0,31688000000.0,142410000000.0,184809000005.16,1148,0.006983111069
0001413507-18-000028,0.0,20161231.0,45596000.0,-573912993.9806,48688000.0,69810000.0,48899000.0,1204187030.0500002,40711000.0,1265429000.0,1243866000.0,305180000.0,12642301000.0,-25692000.0,3098743000.011,1476,0.006023658737999999
0001413898-18-000010,0.0,20161231.0,34090000.0,89343000.0,15232000.0,15432000.0,424447000.0,542316008.21,20827000.0,425971005.65,3086000.0,213964000.0,501866000.0,586063000.0,368451000.02,936,0.008261052646
0001414475-18-000006,0.0,20161231.0,755393000.0,-317060000.0,913796000.0,472069000.0,2084943000.0,1974030000.0,2184008000.0,14148421167.38,1365785000.0,14348789000.0,11998341000.0,2491824000.0,25260053000.0,790,0.01033248293
0001414628-18-000019,0.0,20161231.0,0.0,432213.0,-8008328.0,-1761132.0,1748349.0,9789355.0,599765.0,-51537.0,8032419.0,0.0,19694642.0,4428442.0,-40755348.0,690,0.00445320354
0001414964-18-000004,0.0,20161231.0,55000.0,33485000.0,-3543000.0,11060000.0,7386000.0,23795000.0,0.0,14218000.0,13000.0,10515000.0,102876000.0,10351000.0,33322000.0,300,0.01684013381
0001415301-18-000030,0.0,20161231.0,4932000.0,-10100000.0,49815000.0,77523000.0,200860000.0,574960018.33,249244000.0,546040008.44,15209000.0,219855000.0,796312000.0,589861000.0,969682000.002,874,0.01888023762
0001415404-18-000005,0.0,20161231.0,745911000.0,6156282000.0,828194000.0,1529999000.0,4656038000.0,2610134000.0,1848028000.0,29831479000.0,1533336000.0,14989731000.0,11435045000.0,4912120000.0,30808757000.001,1332,0.004385853215
0001416265-18-000173,0.0,20161231.0,318407000.0,127969000.0,-57208000.0,177596000.0,30494000.0,559958000.0,72634000.0,2863382000.0,1981172000.0,531757000.0,181701000.0,287662000.0,825697000.02,896,0.009248299221
0001417398-18-000013,0.0,20161231.0,-4200000.0,35000000.0,-48200000.0,-26500000.0,15000000.0,342500000.0,7200000.0,20300000.0,190600000.0,3400000.0,0.0,365900000.0,-14299999.795000002,488,0.01953369023
0001418135-18-000006,0.0,20161231.0,743000000.0,4294000000.0,961000000.0,7244000000.0,1874000000.0,4882000091.98,13359000000.0,33933000009.92,1972000000.0,20298000000.0,9062000000.0,11767000000.0,26360000001.76,1354,0.002468097412
0001418819-18-000005,0.0,20161231.0,63410000.0,1036487000.0,225199000.0,664782000.0,585050000.0,824146039.87,827852000.0,4916126003.47,252047000.0,4640527000.0,4114614000.0,1049348000.0,6741290000.000999,1186,0.004989545615
0001420800-18-000004,0.0,20161231.0,1011028000.0,407202000.0,270074000.0,1791381000.0,791930000.0,2936338909.49,4523931000.0,16627644009.47,891699000.0,8532420000.0,1996055000.0,3999461000.0,14608421000.001001,1400,0.003319587011
0001420811-18-000028,0.0,20161231.0,4200384000.0,-539560000.0,134251000.0,72222000.0,35542000.0,435796006.1,8339000.0,1927802000.0,1630319000.0,1838659000.0,139982000.0,535128000.0,1716985000.005,868,0.004142005909
0001421182-18-000005,0.0,20161231.0,385000000.0,9000000.0,0.0,543000000.0,89000000.0,41000000.0,58000000.0,6903000000.0,0.0,2311000000.0,3759000000.0,0.0,3403000000.01,420,0.01727532978
0001421461-18-000007,0.0,20161231.0,13000000.0,35631000.0,-18270000.0,13695000.0,195044000.0,370943000.0,0.0,2550802000.0,60727000.0,353820000.0,1088745000.0,253136000.0,1117345000.0010002,890,0.004929660445
0001421517-18-000049,0.0,20161231.0,10900000.0,157580000.0,4965000.0,18937000.0,31794000.0,114009022.15,33963000.0,423978000.0,14137000.0,110145000.0,60818000.0,230800000.0,328916000.00200003,1234,0.0070462295979999996
0001423689-18-000007,0.0,20161231.0,7758000000.0,5890000002.3,1352000000.0,573000000.0,0.0,120704000017.89,584000000.0,248685000056.48,239816000000.0,272261000000.0,41000000.0,116000000.0,71215000002.55,1040,0.01331243643
0001423902-18-000007,0.0,20161231.0,755040000.0,-215173000.0,909814000.0,472239000.0,2084943000.0,1979683000.0,2184008000.0,14161985294.14,1366765000.0,17580414000.0,12001998000.0,2491824000.0,26591648000.0,870,0.009074945719
0001424844-18-000002,0.0,20161231.0,-662000.0,-1266000.0,9948000.0,5629000.0,3000000.0,89515000.0,0.0,4981000.0,4157000.0,791000.0,1262000.0,52065000.0,5627000.0,306,0.016585506240000002
0001424929-18-000006,0.0,20161231.0,78409000.0,51475000.0,38845000.0,107039000.0,44746000.0,239190010.63000005,268245000.0,840965000.0,0.0,561517000.0,128489000.0,791321000.0,827921000.002,1018,0.003663578517
0001424929-18-000009,0.0,20161231.0,78409000.0,51475000.0,38845000.0,107039000.0,44746000.0,239190010.63000005,268245000.0,840965000.0,0.0,561517000.0,128489000.0,791321000.0,827921000.002,1018,0.003663578517
0001425292-18-000022,0.0,20161231.0,11785000.0,246770000.0,44969000.0,27703000.0,464570000.0,638304000.0,40969000.0,1568777000.0,929376000.0,1975885000.0,2566418000.0,810367000.0,2582928000.0,864,0.007959084992
0001425450-18-000040,0.0,20161231.0,4530000.0,-5414000.0,-1119000.0,9225000.0,10986000.0,73155000.0,4323000.0,138803000.0,4500000.0,77431000.0,40624000.0,64367000.0,-39248999.9997,670,0.002918356838
0001426945-18-000004,0.0,20161231.0,269661102.0,-70117785.0,59735765.0,426975484.0,116766291.0,1549517837.04,809913584.0,1605667854.0,49656760.0,961676147.0,524845036.0,2123004959.0,1633054592.0001,862,0.002361922082
0001427570-18-000013,0.0,20161231.0,5000.0,148795000.0,-19368000.0,1407000.0,1276000.0,32966005.0,0.0,252722000.0,108266000.0,43534000.0,13700000.0,10609000.0,483653000.001,694,0.00695748582
0001428205-18-000036,0.0,20161231.0,1037000.0,6233709000.22,-203426000.0,8227000.0,0.0,6822052000.0,0.0,29912863000.0,139970213000.0,7040786000.0,0.0,0.0,12964909003.682,934,0.008998241992
0001428875-18-000032,0.0,20161231.0,845000000.0,872000000.0,325000000.0,924000000.0,1111000000.0,2093000000.0,7948000000.0,7356000000.0,2418000000.0,3599000000.0,1507000000.0,3419000000.0,12990000000.01,1014,0.003459982678
0001429560-18-000004,0.0,20161231.0,0.0,67289000.0,-91554000.0,29720000.0,4381000.0,211478000.0,13000.0,735743000.0,148157000.0,79585000.0,22935000.0,3750000.0,201686000.002,592,0.01139260491
0001430259-18-000009,0.0,20161231.0,23879000.0,281898000.57,85073000.0,140133000.0,508129000.0,1028023000.0,170280000.0,2694553000.0,485138000.0,3413860000.0,6653043000.0,1570413000.0,5660622000.7135,1210,0.003923182317
0001433195-18-000011,0.0,20161231.0,2974000.0,-3330000.0,11500000.0,14120000.0,27232000.0,258843021.6,123977000.0,295829004.85,469000.0,60466000.0,49257000.0,115909000.0,224600000.0001,782,0.0043174965749999995
0001433642-18-000004,0.0,20161231.0,-1033000.0,100207000.0,77627000.0,981000.0,1440000.0,434177000.0,0.0,173483000.0,13027000.0,21908000.0,32484000.0,0.0,190961000.0,468,0.012859844270000002
0001433660-18-000004,0.0,20161231.0,313100000.0,6600000.0,134800000.0,737600000.0,301900000.0,1222400000.0,872100000.0,3678600000.0,228100000.0,2120000000.0,1351100000.0,3397000000.0,1910300000.52,1204,0.003316447926
0001433714-18-000008,0.0,20161231.0,16861000.0,176070000.0,-36971000.0,32202000.0,13586000.0,276294000.0,2925000.0,691299003.16,20187000.0,121359000.0,46349000.0,388569000.0,424737000.0001,760,0.008999186209
0001434621-18-000006,0.0,20161231.0,65308000.0,-250335000.0,54011000.0,91927000.0,14683000.0,946694000.0,1310462000.0,724173040.05,-4063000.0,212520000.0,117250000.0,962301000.0,1048213000.02,1096,0.004916521273
0001434728-18-000040,0.0,20161231.0,5122000.0,23618000.0,1895000.0,29824000.0,79156000.0,57895000.0,93423000.0,429957500.0,132530000.0,701594000.0,495631000.0,86553000.0,394162000.27,930,0.003833828091
0001436126-18-000017,0.0,20161231.0,281054000.0,5958000.0,30259000.0,139900000.0,211609000.0,51029022.6,433915000.0,1093848000.0,49390000.0,507756000.0,531519000.0,2006049000.0,1350406000.01,1330,0.00346812961
0001437071-18-000008,0.0,20161231.0,489190000.0,1593914000.0,329715000.0,467365000.0,0.0,16979962000.0,0.0,89467012000.0,131391585000.0,206087870000.0,7265000.0,0.0,23326586000.02,1376,0.01279076228
0001437106-18-000017,0.0,20161231.0,42656000.0,-181352000.0,188903000.0,247103000.0,292694000.0,731937000.0,3603941000.0,4622024000.0,1295884000.0,6826526000.0,214559000.0,726202000.0,2542572000.01,912,0.00996203618
0001437107-18-000028,0.0,20161231.0,5138000000.0,-150000000.0,4140000000.0,3842000000.0,2420000000.0,28562000000.0,34032000000.0,87205000008.87999,4434000000.0,59979000000.0,8373000000.0,38299000000.0,172901000000.0,2858,0.002405024081
0001437578-18-000005,0.0,20161231.0,105786000.0,-57494000.0,213297000.0,376169000.0,422865000.0,1365760000.0,3320837000.0,3557898000.0,457547000.0,6558008000.0,1710319000.0,3308098000.0,4125990000.0020003,1178,0.0075656525060000005
0001437749-18-000738,0.0,20161231.0,0.0,0.0,0.0,0.0,0.0,42923000.0,0.0,-4092000.0,0.0,0.0,0.0,44569000.0,5738000.0,1042,0.007496198432
0001437749-18-000774,0.0,20161231.0,-3234000.0,49750000.0,3328000.0,6886000.0,3018000.0,81575000.0,289000.0,-726000.0,132000.0,97000.0,6228000.0,93888000.0,8638001.280000001,426,0.015230420680000002
0001437749-18-001135,0.0,20161231.0,-694000.0,51617000.0,27475000.0,-6563000.0,14999000.0,260976000.0,0.0,31941000.0,-97000.0,1745000.0,283838000.0,582631000.0,47047000.0,494,0.026456491380000002
0001437749-18-001146,0.0,20161231.0,57926000.0,-11325000.0,-9709000.0,194358000.0,18209000.0,2564575000.0,0.0,3362431000.0,412336000.0,1148202000.0,319634000.0,1349271000.0,2489185000.25,598,0.01255872652
0001437749-18-001212,0.0,20161231.0,-1067894.0,-724655.0,21285.0,-610774.0,2000778.0,16883829.0,0.0,401418.0,0.0,0.0,11953382.0,34794908.0,4394321.0,412,0.01495347532
0001437749-18-001323,0.0,20161231.0,188000.0,48309000.0,31642000.0,797000.0,1312000.0,233545000.0,0.0,3911000.0,0.0,564000.0,32427000.0,239010000.0,45541000.76,352,0.015081576619999999
0001437749-18-001352,0.0,20161231.0,0.0,10330417.0,-578378.0,71681.0,0.0,3270742.0,0.0,61917.0,5287500.0,0.0,2139934.0,0.0,0.0,168,0.1387754644
0001437749-18-001363,0.0,20161231.0,138690.0,1448.0,63931.0,233457.0,4898.0,632483.0,0.0,-8381.0,7000.0,73548.0,0.0,520433.0,6000.0,246,0.025547858859999998
0001437749-18-001473,0.0,20161231.0,207550000.0,444069000.0,115945000.0,36240000.0,49037000.0,170727121.1,0.0,3334850123.3300004,25874000.0,2061462000.0,896566000.0,3063173000.0,7063862000.02,1110,0.02053727958
0001437749-18-001474,0.0,20161231.0,-5849000.0,121584000.0,27183000.0,-2890000.0,18639000.0,246692000.0,1108000.0,802141015.15,1475000.0,0.0,20142000.0,270570000.0,45284000.0,522,0.014046147509999999
0001437749-18-001477,0.0,20161231.0,-1849000.0,13598000.0,-984000.0,-184000.0,2732000.0,108855000.0,368000.0,7572000.0,181000.0,762000.0,54127000.0,155287000.0,6826000.300000002,452,0.010580892040000001
0001437749-18-001480,0.0,20161231.0,-1128000.0,-226000.0,14094000.0,3641000.0,7121000.0,177069000.0,0.0,1214000.0,67350000.0,0.0,20857000.0,183577000.0,13334000.0,400,0.004308225484
0001437749-18-001531,0.0,20161231.0,-858000.0,22012000.0,-2873000.0,461000.0,270000.0,24339010.02,1817000.0,98655000.15,7475000.0,8647000.0,853000.0,6476000.0,127078000.002,428,0.01320247006
0001437749-18-001575,0.0,20161231.0,1523000.0,61577000.0,9114000.0,403000.0,1314000.0,147593000.0,19592000.0,4234000.0,44000.0,34000.0,14704000.0,175018000.0,28446000.0,588,0.01130099062
0001437749-18-001749,0.0,20161231.0,1400000.0,34700000.0,-19700000.0,1500000.0,0.0,62400000.0,3100000.0,300000.0,16600000.0,0.0,6400000.0,7700000.0,-28000000.0,310,0.032884890539999996
0001437749-18-001752,0.0,20161231.0,-2369000.0,-10751000.0,6771000.0,-4723000.0,6609000.0,60930000.11999999,0.0,14575000.0,14315000.0,-1326000.0,-15956000.0,133122000.0,19207000.0,550,0.006450101171
0001437749-18-001762,0.0,20161231.0,0.0,6095000.0,-1719000.0,0.0,3680000.0,83132000.0,127000.0,-5461000.0,27077000.0,0.0,38698000.0,103179000.0,60422000.0,562,0.01479005329
0001437749-18-001823,0.0,20161231.0,-516000.0,1576000.0,892000.0,714000.0,1489000.0,40090000.0,0.0,829000.0,615000.0,385000.0,6002000.0,32394000.0,-1203000.0,496,0.02868354673
0001437749-18-001901,0.0,20161231.0,2771000.0,29468000.0,4619000.0,-2517731.0,10441000.0,211941536.74,309000.0,3009920.83,339030.0,410000.0,60209000.0,255475000.0,9534944.0,700,0.02062549068
0001437749-18-001920,0.0,20161231.0,650000.0,7134000.0,10364000.0,460000.0,1240000.0,30713000.0,1282000.0,4723000.0,9000.0,-69000.0,14233000.0,70866000.0,17587001.05,460,0.02271894873
0001437749-18-001983,0.0,20161231.0,-6343000.0,21062000.0,11952000.0,7591000.0,138000.0,48817032.95,755000.0,7609000.0,786000.0,0.0,10904000.0,65932000.0,15098001.12,522,0.005059481901
