adsh,fraud,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation,TotalCurrentAssets,CurrentRatio,TotalLiabilities,DebtToEquityRatio,NetIncome,ProfitMargin,ReceivableTurnover,CollectionRatio,DSRI,TotalAssets,AQI,DEPI,TATA
0000791915-18-000007,0.0,1442610000.0,618636000.0,629707000.0,1175125000.0,1714214000.0,13965012140.51,11180984000.0,19015656000.0,2411062000.0,10799318000.0,3343171000.0,6106441000.139999,40188731002.79,1356,0.0016845897469999998,21076902000.0,17.9358808637379,11974443000.0,0.2979552402181772,-7858571140.370001,-1.286931477793666,4.232911875101379,86.2290571525915,0.23624399219888081,35601057000.0,0.3140632594138989,0.3389526405444711,-0.23842770006435485
0000791963-18-000005,0.0,1982644000.0,254546441.76000005,-32989000.0,1248734000.0,188478000.0,6797612019.35,436829000.0,866544830008.93,454605000.0,9402541000.0,428870000.0,5906231000.0,8408247350.011,1298,0.008943176176999999,868782020450.6901,695.7302519597368,10651275000.0,1.2667651838270513,-891381019.3500004,-0.15092213957598347,2.978966975412631,122.52569532075532,0.3356868364952201,869647719450.6901,0.0005023056925578251,0.3053026817937371,-0.0009870571728655836
0000792977-18-000012,0.0,253155000.0,703651000.0,468659000.0,663826000.0,378410000.0,3934463038.32,13019788000.0,5939376043.72,1562550000.0,11527796000.0,808253000.0,9099435000.0,9910651027.150002,1076,0.00796135747,6896182043.72,10.388538628676793,12191622000.0,1.2301534951237139,5164971961.68,0.5676145784523985,35.94412514072406,10.154649711767819,0.02782095811443238,20724223043.72,0.6282401020551334,0.31888581678201816,0.22660984451733693
0000792987-18-000008,0.0,249311000.0,173600000.0,207898000.0,214363000.0,595753000.0,3367875000.0,353243000.0,11169038000.0,112467000.0,1143630000.0,555701000.0,3315327000.0,7100564003.6,1154,0.009687406037,11591949000.0,54.076258496102405,1357993000.0,0.1912514272544399,-52548000.0,-0.015850020224249372,13.29795716996041,27.447824905356246,0.07519952028864724,12500893000.0,0.028257421289823004,0.5173919236026797,-0.020834191605351715
0000793074-18-000012,0.0,937528000.0,-801865000.0,958403000.0,799949000.0,2135403000.0,9256130075.400002,293307000.0,5237797000.0,182257000.0,2460717000.0,14616293000.0,10344985000.0,10943969000.75,856,0.007873757955,5373460000.0,6.717253224893087,3260666000.0,0.29794181615248944,1088854924.5999985,0.1052543744239357,11.034321108276233,33.07860958715745,0.0906263276360478,20283060000.0,0.014460687884372492,0.12747383906680254,0.006431570216722648
0000793952-18-000012,0.0,139745171000.0,1842352004.1,4592906000.0,2199179000.0,5227290000.0,29970628347.0,123314000.0,76243662013.0,5146541000.0,46823908000.0,13066184000.0,35369695000.0,39569255001.01,1128,0.002761422561,217831185017.1,99.05113909195204,49023087000.0,1.238918625047368,5399066653.0,0.15264668391966627,0.25310137550298606,1442.109902700603,3.950986034796172,231020683017.1,0.0005337790469214232,0.2857461628119405,0.0034895605123820383
0000794170-18-000028,0.0,1383396000.0,1897488000.0,-305633000.0,6089998000.0,12201000.0,2689428074.76,0.0,44751136000.0,1190476000.0,13373785000.0,7486670000.0,6535288000.0,61158311000.08,662,0.002958152285,48032020000.0,7.887033788845251,19463783000.0,0.31825246122271983,3845859925.24,0.5884759669719223,4.724090571318697,77.26354829351055,0.21168095422879604,55518690000.0,0.0,0.0016270449244959674,0.0747764928394384
0000794323-18-000004,0.0,5184000000.0,-1041000000.0,294000000.0,12257000000.0,850000000.0,1925000000.0,67802000000.0,52204000000.0,0.0,6748000000.0,19969000000.0,12435000000.0,104126000000.0,438,0.02261345114,56347000000.0,4.597128171657013,19005000000.0,0.18251925551735398,10510000000.0,0.8451950140731805,2.3987268518518516,152.16405307599518,0.4168878166465621,144118000000.0,0.4704617049917429,0.040828089725731306,0.07088635701300323
0000794619-18-000032,0.0,422329000.0,582791000.0,100545000.0,187133000.0,500664000.0,2025157886.0,1291943000.0,3880070000.0,116816000.0,509843000.0,1232853687.0,2157974000.0,6152241851.0,596,0.024928624469999997,4885190000.0,26.105443721844892,696976000.0,0.1132881341273526,132816114.0,0.061546670163773985,5.109698836688932,71.43278139588335,0.19570625039968045,7409986687.0,0.1743515952959228,0.28881389774940325,0.004355083937818146
0000795266-18-000005,0.0,1279598000.0,3664737000.0,884360000.0,8755600000.0,41652000.0,10419793400.8,0.0,36153059011.31,83001000.0,3960770000.0,15677103000.0,19223680000.0,24927837004.3,1344,0.005916787408999999,41097394011.31,4.693840971642149,12716370000.0,0.5101272925447343,8803886599.2,0.45797092956187374,15.023218229475194,24.29572641658621,0.06656363401804441,56774497011.31,0.0,0.0026498281829572382,0.13949091609957123
0000796343-18-000015,0.0,2674787000.0,15515189000.0,6725341000.0,4503515000.0,3834271000.0,30863262308.74,25131333000.0,57108940000.0,6789607000.0,24237801000.0,9514756000.0,57566948000.0,117647404000.0004,1270,0.0037110282390000002,75298916000.0,16.720032241482485,28741316000.0,0.2443004692224225,26703685691.26,0.463871833039681,21.52206811233941,16.95933671870185,0.046463936215621504,109945005000.0,0.22858094371817983,0.28723224546628007,0.18171216319704564
0000796343-18-000065,0.0,1960445000.0,19460202000.0,1719971000.0,4489315000.0,157331000.0,9450076292.67,16239317000.0,55122160000.0,1101504000.0,27472149000.0,2375943000.0,13300860000.0,90398460000.0004,636,0.008601194202000001,76542807000.0,17.04999693717193,31961464000.0,0.35356204076927705,3850783707.33,0.2895138891267181,6.784612677223794,53.79820740914497,0.14739234906615062,95158067000.0,0.1706562303330521,0.06210579668839612,0.02239234963999426
0000797468-18-000005,0.0,9994000000.0,1852000000.0,23460000000.0,20986000000.0,120235000000.0,52310000076.990005,464000000.0,215145000000.0,6296000000.0,85167000000.0,417167000000.0,79625000000.0,232262000012.45,1134,0.002691101055,226991000000.0,10.81630610883446,106153000000.0,0.45703989457728705,27314999923.009995,0.3430455249357613,7.9672803682209326,45.8123704866562,0.1255133437990581,644622000000.0,0.0007198016822261843,0.22373381565383083,0.005980248770612847
0000798354-18-000005,0.0,2094000000.0,336000000.0,4342000000.0,15135000000.0,3805000000.0,45857000394.6,34036000000.0,51518000094.51,7915000000.0,28024000000.0,10068000000.0,45423000000.0,79940000000.02,1014,0.005490422427,53948000094.51,3.5644532602913777,43159000000.0,0.5398924193143507,-434000394.5999985,-0.009554639601083117,21.691977077363898,16.82649758932699,0.04609999339541642,98052000094.51001,0.3471219349650544,0.2742737691919556,-0.04870885234361894
0000798941-18-000006,0.0,106507025000.0,-673567000.0,815217000.0,139635000.0,1794401000.0,12744989000.0,1434488000.0,116158108000.0,6362693000.0,182866159000.0,6639691000.0,1727905000.0,139997903003.67,1474,0.004620081621,221991566000.0,1589.7988756400616,183005794000.0,1.307203822868708,-11017084000.0,-6.3759778460042655,0.016223389959488587,22498.380480987093,61.63939857804682,230065745000.0,0.006235122051742259,0.21275568253227498,-0.051430085778306545
0000798949-18-000008,0.0,229500000.0,-962294000.0,976493000.0,359932000.0,30378119024.54,10568834000.0,126316000.0,23587312000.0,1217638000.0,8951461000.0,87507703000.0,2977000000.0,12878776002.4,1324,0.006797523472,22854518000.0,63.49676605581054,9311393000.0,0.7230029467291607,-7591834000.0,-2.5501625797783003,12.971677559912854,28.138226402418542,0.07709103123950285,110488537000.0,0.0011432498196622953,0.25769103105729085,-0.07754946560655428
0000799233-18-000007,0.0,116044000.0,358193000.0,455791000.0,319549000.0,1116880000.0,3185642000.0,477149000.0,2793725233.75,4442000.0,1598677001.0,4643217000.0,5103637000.0,5976185000.28,954,0.01042932134,3267962233.75,10.226795370193617,1918226001.0,0.32097835005277214,1917995000.0,0.37580944726280496,43.980188549171004,8.299191341390463,0.022737510524357435,8388328233.75,0.05688249037277959,0.19389951245612705,0.17431411352227474
0000799288-18-000022,0.0,101479000.0,741714000.0,88862000.0,608614000.0,645838000.0,5221361000.0,1704866000.0,4127750000.0,0.0,5296012000.0,2616835000.0,6957332000.0,4001153000.020001,856,0.01211043545,4970943000.0,8.167644845501417,5904626000.0,1.4757311204971377,1735971000.0,0.24951676878435583,68.55932754560057,5.323856185100841,0.014585907356440659,9292644000.0,0.18346403886773233,0.19794751113580797,0.17724869262182003
0000799292-18-000009,0.0,356279000.0,457470000.0,-100698000.0,454009000.0,149021000.0,5454070413.57,10183000.0,13527225000.0,5200223000.0,3642382000.0,4736765000.0,14201609000.0,9454270609.415,1284,0.006332448042,14340974000.0,31.587422275769864,4096391000.0,0.4332847206553009,8747538586.43,0.6159540504480866,39.86092079521948,9.15683814418493,0.02508722779228748,19087922000.0,0.0005334787097306393,0.030500926565346906,0.4635515896612528
0000799698-18-000002,0.0,13117847.0,220537483.0,-124630367.0,35383242.0,4987184.0,299707110.0,1393560.0,1346343163.0,237713017.0,264991756.0,68886661.0,14148706.0,269836657.022,706,0.008219436826,1579998493.0,44.653864476296434,300374998.0,1.1131734335691468,-285558404.0,-20.182651614925067,1.0785844658807195,338.4065055136491,0.9271411109962989,1650278714.0,0.00084443917756305,0.06750946833754219,-0.09751567152553117
0000801337-18-000058,0.0,193303078000.0,-389918000.0,1145903000.0,521969000.0,895149000.0,14206813037.5,1765196000.0,91497388000.0,52906904000.0,103776980000.0,2186919000.0,34438000.0,109716051002.95,2050,0.004768769779,284410548000.0,544.8801518864148,104298949000.0,0.9506261667875346,-14172375037.5,-411.5330459811836,0.00017815546630871548,2048772.3871885708,5613.075033393345,288362663000.0,0.006121444370209561,0.2904377839814047,-0.05312157225257696
0000801348-18-000007,0.0,0.0,0.0,0.0,0.0,0.0,7397690.0,0.0,688503454.1099999,6000000.0,0.0,0.0,0.0,236672968.0,170,0.028910871499999997,688503454.1099999,inf,0.0,0.0,-7397690.0,-inf,,,,688503454.1099999,0.0,,-0.010744593880887192
0000802481-18-000011,0.0,4141871000.0,4410415008.52,2617063000.0,13011490000.0,6256803000.0,26887085000.0,5221277000.0,27824060000.0,4228222000.0,22055294000.0,15488691000.0,59421551000.0,35027506000.04,1196,0.005183917104,36376346008.520004,2.7957094851181536,35066784000.0,1.0011213473194454,32534466000.0,0.5475196364362822,14.346547973126155,25.441660299307905,0.06970317890221345,57086314008.520004,0.09146285043418179,0.287728712900245,0.5240731253998094
0000803649-18-000007,0.0,350757000.0,21145423000.0,451813000.0,198843000.0,9912226000.0,2355494000.0,479076000.0,13133034000.0,7383000.0,8496056000.0,14315784000.0,2733298000.0,52912114000.02,840,0.009194363546,34629214000.0,174.15354827678118,8694899000.0,0.16432718979999011,377804000.0,0.13822276239180653,7.792568644389135,46.8394975593587,0.12832739057358547,49424074000.0,0.009693170983840815,0.4091225816730305,-0.0014974281561653537
0000804269-18-000010,0.0,252156000000.0,-103457000000.0,27602000000.0,15977000000.0,43401000000.0,42960000000.0,4779000000.0,626387000186.4199,131137000000.0,487304000000.0,389630000000.0,79958000000.0,233109000001.02014,1008,0.005079986374,775086000186.4199,48.51261189124491,503281000000.0,2.1589942902152965,36998000000.0,0.4627179269116286,0.31709735243262105,1151.0660596813327,3.1536056429625554,1169495000186.42,0.004086379163004694,0.10022608081176636,0.008034236998449979
0000804753-18-000006,0.0,6185884000.0,-420748000.0,3593240000.0,2256961000.0,4700899000.0,31234548637.65,14745854000.0,22010030253.08,13256334000.0,6817308000.0,11307104000.0,45878935000.0,47552156000.03,1080,0.0029835231949999997,27775166253.08,12.306444928857877,9074269000.0,0.19082770926294645,14644386362.349998,0.31919630136030835,7.416714409775547,49.21316634747516,0.13483059273280865,53828124253.08,0.273943300172795,0.293659302787487,0.20530431843382804
0000805022-18-000009,0.0,1094746000.0,-157445000.0,2316511000.0,1412254000.0,6536207000.0,10448585000.0,5955137000.0,30117882000.0,7353545000.0,39575162000.0,58822487000.0,5445743000.0,75215549000.0,1100,0.007471976690000001,31055183000.0,21.98979999348559,40987416000.0,0.544932750540716,-5002842000.0,-0.9186702347136102,4.974435165782748,73.37516478467676,0.20102784872514182,95832807000.0,0.06214090128863703,0.10000516534189009,-0.07637627686309971
0000805676-18-000048,0.0,92659850000.0,395287011.28,265112000.0,73627500.0,266756000.0,4919327732.0,144668000.0,69310862223.66,408039000.0,29082734000.0,488167000.0,769699000.0,44013792746.25,1908,0.02043521648,162365999234.94,2205.2358050312723,29156361500.0,0.6624369244453294,-4149628732.0,-5.3912357064254985,0.008306715368090927,43940.352332535185,120.38452693845257,162998834234.94,0.0008875400899583941,0.3533552428525823,-0.027084492675798953
0000807707-18-000005,0.0,530419000.0,296471000.0,-54080000.0,187547000.0,57490000.0,1612830000.0,957093000.0,2993726006.52,258450000.0,1373686000.0,369117000.0,1489901000.0,4190807050.020001,1128,0.003618224412,3820616006.52,20.371512242371246,1561233000.0,0.372537552162548,-122929000.0,-0.0825081666499989,2.808913330781891,129.94348953386836,0.3560095603667626,5146826006.52,0.1859579085804639,0.13476103298820694,-0.013376982224147868
0000807863-18-000008,0.0,10482000.0,17866000.0,1338000.0,9653000.0,261000.0,97767023.54,70265000.0,375459004.56,13906000.0,65411000.0,7467000.0,34998000.0,425295000.004,404,0.029438577119999997,403807004.56,41.8322805925619,75064000.0,0.17649866563043065,-62769023.54000001,-1.7935031584661982,3.3388666285060102,109.31853248757072,0.29950282873307044,481539004.56,0.14591756708099635,0.03377329192546584,-0.1331294514731511
0000807882-18-000003,0.0,268886000.0,-28039000.0,153058000.0,359904000.0,1605840000.0,1243116000.0,105377000.0,5658995000.0,355487000.0,4260947000.0,3704317000.0,1146635000.0,12252185000.84,674,0.004739583657,5899842000.0,16.392821419045077,4620851000.0,0.3771450561416758,-96481000.0,-0.0841427306858765,4.264390857091853,85.59252944485385,0.23450008067083247,9709536000.0,0.010852938801606982,0.30240913780891976,-0.025700404221169787
0000808326-18-000004,0.0,94595000.0,577467000.0,2489000.0,47584000.0,53068000.0,27989116.380000006,0.0,711920000.0,120000.0,86436000.0,133589000.0,90467000.0,968190014.3802,474,0.008133061318,1383982000.0,29.085028581035644,134020000.0,0.13842324131569847,62477883.61999999,0.6906151814473785,0.9563613298800148,381.6549128411465,1.045629898194922,1517571000.0,0.0,0.28430758021397534,0.03952954004787914
0000808362-18-000006,0.0,23884000000.0,16436000000.35,740000000.0,5807000000.0,8445000000.0,96102539000.0,119096000000.0,156583000000.0,18630000000.0,43768000000.0,33420000000.0,124960000000.0,312587000000.0,1026,0.002723456971,196903000000.35,33.90786981235578,49575000000.0,0.15859584691621853,28857461000.0,0.2309335867477593,5.231954446491375,69.76360435339308,0.19113316261203586,349419000000.35,0.34084008024715506,0.2017198136868506,0.08046918169868221
0000808450-18-000032,0.0,25463000000.0,3973000000.0,-63000000.0,2450001003.8,5193000000.0,7133000000.0,431000000.0,26458000000.0,2997000000.0,43800037500.0,3271000000.0,10820000000.0,-22170999999.800003,684,0.002380015613,55894000000.0,22.813868203852692,46250038503.8,-2.0860601012230937,3687000000.0,0.34075785582255086,0.4249302910104858,858.9644177449169,2.3533271719038815,59596000000.0,0.007232028995234563,0.6135396975425331,0.06292368615343312
0000808461-18-000067,0.0,767590000.0,-491281000.0,640772000.0,526587000.0,8361805000.0,366862000.0,2188498000.0,8561149000.0,1100781000.0,12482546000.0,10819275000.0,7887164000.0,6868171076.15,1066,0.007524467075,8837458000.0,16.78252216632769,13009133000.0,1.8941189518669297,7520302000.0,0.9534861960522185,10.275230266157715,35.522318288297285,0.09732141996793778,21845231000.0,0.10018195733430335,0.43594025988109114,0.31492136659026404
0000809248-18-000029,0.0,19787000.0,-58044000.0,205773000.0,158337000.0,685866000.0,5744308000.0,309916000.0,2689622060.94,696445000.0,2576927000.0,3258978000.0,4923234000.0,2655527000.04,1274,0.003565840625,2651365060.94,16.74507576207709,2735264000.0,1.0300268082225483,-821074000.0,-0.1667753350744653,248.81154293222824,1.4669737412440684,0.004019106140394708,6220259060.940001,0.04982364833421682,0.1738639094473698,-0.1650810665504378
0000809248-18-000041,0.0,19787000.0,-58044000.0,205773000.0,158337000.0,685866000.0,5744308000.0,309916000.0,2689622060.94,696445000.0,2576927000.0,3258978000.0,4923234000.0,2655527000.04,1274,0.003565840625,2651365060.94,16.74507576207709,2735264000.0,1.0300268082225483,-821074000.0,-0.1667753350744653,248.81154293222824,1.4669737412440684,0.004019106140394708,6220259060.940001,0.04982364833421682,0.1738639094473698,-0.1650810665504378
0000811532-18-000040,0.0,83494000.0,52573000.0,1035476000.0,5593253000.0,3928975000.0,5343316274.14,1751236000.0,5926606000.0,1247503000.0,9379721000.0,16233485000.0,7887040000.0,4973002009.86,924,0.004668852089,6062673000.0,1.083926115982953,14972974000.0,3.010852191556126,2543723725.8599997,0.32251944022852674,94.46235657652046,3.863973049458352,0.010586227532762608,24047394000.0,0.07282435676813881,0.1948658546625759,0.06271979932045858
0000811596-18-000011,0.0,981800000.0,522300005.4,468100000.0,429700000.0,710200000.0,11516900317.92,176300000.0,10027600000.0,376200000.0,3323300000.0,4395200000.0,6848100000.0,8687500009.220001,1320,0.0018090194130000001,11531700005.4,26.836630219688153,3753000000.0,0.4319999995415205,-4668800317.92,-0.6817657916677619,6.975045834182114,52.32940523648895,0.14336823352462727,16103200005.4,0.010948134528595554,0.13910761154855644,-0.3189987279669511
0000811808-18-000008,0.0,22831997000.0,93815000.0,92623000.0,5002000.0,50523000.0,686331000.0,118297000.0,11371770000.0,126475000.0,7360756000.0,203658000.0,26919000.0,12982817008.16,1818,0.008075105418999999,34297582000.0,6856.773690523791,7365758000.0,0.5673466702465614,-659412000.0,-24.496155132062857,0.001179003308383406,309583.5248337606,848.1740406404398,34619537000.0,0.003417058986086352,0.1987678071925124,-0.021722849730774853
0000811830-18-000006,0.0,1622108799000.0,27446235000.0,15199293000.0,14753368000.0,13077118000.0,61399644102.08,17352257000.0,438013924028.7,186829793000.0,665102355000.0,86744263000.0,-3257653000.0,762490355102.19,1980,0.0007451437729000001,2087568958028.7,141.49778938807057,679855723000.0,0.8916253411610496,-64657297102.08,19.84781592824036,-0.002008282676234962,-181747.32288399042,-497.9378709150422,2191665478028.7,0.0079173839137201,0.1310051801427191,-0.03643648672785012
0000812011-18-000010,0.0,525344000.0,626998000.0,812452000.0,2538341000.0,6090552000.0,6506680000.0,5739776000.0,14608639001.3,715810000.0,15651979000.0,24303448000.0,16555856000.0,36549496005.649,908,0.006120675196,15760981001.3,6.20916614485603,18190320000.0,0.4976900364696834,10049176000.0,0.6069861926801007,31.514314430163854,11.582038403813128,0.031731612065241444,45804205001.3,0.12531111499123482,0.20038665526090677,0.20165668195175193
0000812128-18-000002,0.0,279607000.0,1132303000.0,64420000.0,388877000.0,1633929000.0,2747726000.0,0.0,5670005000.0,0.0,524031000.0,5327206000.0,1460294000.0,9404804002.56,272,0.008583218313,7081915000.0,18.211195313685305,912908000.0,0.09706826423511912,-1287432000.0,-0.8816252069788686,5.222666099203525,69.88767672811092,0.19147308692633128,12409121000.0,0.0,0.2347216366296588,-0.10894019004246956
0000813672-18-000008,0.0,1545449000.0,3966721000.0,1293819000.0,568656000.0,1798782000.0,9472833106.5,8798151000.0,13038049000.0,851438000.0,7937438000.0,3668169000.0,14257155000.0,19007248000.04,1202,0.0062516860250000006,18550219000.0,32.621161123772545,8506094000.0,0.4475184413852073,4784321893.5,0.3355733940958066,9.225251043547862,39.56531895739367,0.10839813412984568,31016539000.0,0.2836599854032714,0.32902837431687243,0.11253682731977285
0000813762-18-000029,0.0,16950000000.0,14903000000.0,1023000000.0,34447000000.0,14102000000.0,206630000000.0,34665000000.0,271528000000.0,56676000000.0,143314000000.0,87204000000.0,282813000000.0,306881000006.0,1772,0.00927381493,303381000000.0,8.807182047783552,177761000000.0,0.5792505889791955,76183000000.0,0.2693758773465152,16.685132743362832,21.875762429591283,0.05993359569751037,425250000000.0,0.08151675485008814,0.13920202159793102,0.17674309229864785
0000813828-18-000018,0.0,11958000000.0,2429000000.0,7932000000.0,10587000000.0,4768000000.0,67271000362.2,140935000000.0,191142000045.85,7375000000.0,64599000000.0,15403000000.0,85282000000.0,251742000003.36,1382,0.006326558222,205529000045.85,19.413337115882687,75186000000.0,0.29866291679178086,18010999637.800003,0.21119344806406984,7.131794614484027,51.17926408855327,0.1402171618864473,361867000045.85,0.3894662955786047,0.23637895989291557,0.027852773633746525
0000813920-18-000008,0.0,131621000.0,338797000.0,323753000.0,1214985000.0,1439882000.0,8279252062.07,2733490000.0,5872578000.0,1398000.0,10244810000.0,6488852000.0,13994972000.0,5304377000.0,1128,0.01611794179,6342996000.0,5.220637291818417,11459795000.0,2.1604412733107017,5715719937.93,0.40841238824414944,106.32780483357519,3.4327803585459122,0.009404877694646334,15565338000.0,0.17561391856701092,0.18160301505889842,0.3464085995389243
0000814184-18-000010,0.0,242853318000.0,-843591000.0,892395000.0,724926000.0,1612767000.0,17980401020.510002,1159767000.0,78194755000.0,35249437000.0,64836281000.0,8067412000.0,5815955000.0,72328041000.04001,1678,0.008875275032,320204482000.0,441.7064390020499,65561207000.0,0.9064424543167667,-12164446020.510002,-2.0915646734732305,0.023948427173640676,15241.08440832159,41.75639563923723,329431661000.0,0.0035205086131657737,0.16660508033993998,-0.039634444913022496
0000814549-18-000008,0.0,258376000.0,37838000.0,209241000.0,220244000.0,80229000.0,1209214298.54,2341976000.0,5387762042.780001,303350000.0,3051409000.0,422883000.0,1967949000.0,7384584000.4,1152,0.005548058683,5683976042.780001,25.807631730171995,3271653000.0,0.4430382266384653,758734701.46,0.3855459168199989,7.616609127782766,47.92158739886044,0.13129202027085052,8448835042.780001,0.2771951385181024,0.15946548681009398,0.06503780683108175
0000814676-18-000010,0.0,5548797.0,8143377.0,358971.0,3908850.0,19670446.0,44456302.0,0.0,84328113.69,184505.0,2988315.0,56823705.0,103614804.0,76998093.02,468,0.02872560599,98020287.69,25.07650272842396,6897165.0,0.08957578986025647,59158502.0,0.570946425763639,18.673381635695087,19.546539942303998,0.0535521642254904,154843992.69,0.0,0.2571496740973045,0.37973401472356466
0000815097-18-000005,0.0,622000000.0,-2826000000.0,28660000000.0,23852000000.0,36740000000.0,67042000000.0,15236000000.0,133512000000.0,5337000000.0,67508000000.0,216669000000.0,119767000000.0,253433000008.1,784,0.01045232554,131308000000.0,5.505114875062888,91360000000.0,0.36048975467709427,52725000000.0,0.44022977948850683,192.55144694533763,1.8955972847278464,0.005193417218432457,363213000000.0,0.0419478377701239,0.14498301165309835,0.06625588841809076
0000815097-18-000018,0.0,689000000.0,744000000.0,3704000000.0,5059000000.0,927000000.0,11001000000.0,10806000000.0,97173000000.0,970000000.0,37492000000.0,71608000000.0,19683000000.0,206164000000.8,366,0.003790479907,98606000000.0,19.491203795216446,42551000000.0,0.20639393880519824,8682000000.0,0.44109129705837524,28.567489114658926,12.776761672509272,0.035004826500025406,181020000000.0,0.05969506131919122,0.01278003722340939,0.027499723787426805
0000815556-18-000010,0.0,1302700000.0,1042500003.6,1655400000.0,1213100000.0,1623600000.0,7173900000.0,58800000.0,19238900000.0,3262900000.0,5297700000.0,9606800000.0,20668700000.0,22395800000.04,806,0.01318140783,21584100003.6,17.79251504706949,6510800000.0,0.29071522338958067,13494800000.0,0.6529099556333974,15.866047439932448,23.005099498275168,0.06302766985828813,31249700003.6,0.001881618063316659,0.14457187633566035,0.37886443705495054
0000816284-18-000005,0.0,4524000000.0,28485000000.0,12205000000.0,23454000000.0,1920000000.0,103911000672.68,75131000000.0,158898000000.0,17754000000.0,102537000000.0,13454000000.0,91464000000.0,218034000096.07,1328,0.005478960699,191907000000.0,8.182271680736761,125991000000.0,0.5778502432853864,-12447000672.679993,-0.13608633640208162,20.217506631299734,18.053660456573077,0.04946208344266597,280492000000.0,0.267854341656803,0.12488617145830623,-0.08788842702351579
0000816761-18-000007,0.0,3392000000.0,3770000000.0,1173000000.0,1215000000.0,1226000000.0,14571000284.93,5206000000.0,11397000194.94,1425000000.0,8174000000.0,4843000000.0,23612000000.0,12962000000.04,1080,0.003964797356,18559000194.940002,15.27489727978601,9389000000.0,0.7243480944276366,9040999715.07,0.38289851410596304,6.961084905660377,52.434355412502114,0.14365576825343046,28608000194.940002,0.18197706811120629,0.2020102158510463,0.2750279523719257
0000816956-18-000003,0.0,354144000.0,-93229000.0,160928000.0,427486000.0,464451000.0,2572947000.0,4148673000.0,4681402000.0,698880000.0,4955848000.0,1940649000.0,3847193000.0,7393831002.790002,988,0.004107976902,4942317000.0,11.561354056039262,5383334000.0,0.728084533980915,1274246000.0,0.331214472473827,10.863357843137255,33.59918777144791,0.09205256923684359,11031639000.0,0.3760704098457174,0.19311088936010976,0.10092045252749841
0000818479-18-000014,0.0,1521600000.0,2383900000.0,1687000000.0,2983700000.0,3285600000.0,8590500177.68,46298500000.0,43245900000.0,1610400000.0,22696300000.0,10554400000.0,18151700000.0,84545000003.63,1272,0.001294269419,47151400000.0,15.802996279786841,25680000000.0,0.3037435685007677,9561199822.32,0.5267385326068632,11.929350683491062,30.596803605171967,0.08382685919225197,104004300000.0,0.4451594789830805,0.23739884393063584,0.07571032949906878
0000819689-18-000019,0.0,4698751.0,1345102.0,424424.0,15074245.0,39882145.0,45643634.25,418042.0,83687173.05,2418702.0,63827466.0,70418710.0,79762528.0,67334250.022,622,0.007973186237,89731026.05,5.952604992820536,78901711.0,1.1717916361171408,34118893.75,0.4277559225555138,16.97526172380703,21.50187761100049,0.05890925372876848,160567778.05,0.0026035236027854847,0.3615760276744908,0.209845774533342
0000820027-18-000005,0.0,18796000000.0,7651000000.0,3125000000.0,3297000000.0,453000000.0,69074000000.0,0.0,470851000000.0,390000000.0,584503000000.0,11183000000.0,13375000000.0,259093500060.0,1190,0.004579363043,497298000000.0,150.83348498635124,587800000000.0,2.268679067069916,-55699000000.0,-4.164411214953271,0.7115875718237923,512.9375700934579,1.4053084112149532,508481000000.0,0.0,0.03893090409075284,-0.11568573850350357
0000820027-18-000008,0.0,19008000000.0,34248000000.0,6720000000.0,4540000000.0,4870000000.0,55699000000.0,6188000000.0,372286000688.0,13160000000.0,643752000000.0,18868000000.0,135153000000.0,398530501873.45,1770,0.0031650254609999996,425542000688.0,93.73171821321586,648292000000.0,1.626706103930433,79454000000.0,0.5878818820151976,7.11032196969697,51.333821668775386,0.14064060731171338,450598000688.0,0.013732861642865246,0.2051562894936389,0.16141660612995481
0000821026-18-000009,0.0,451080700.0,419000.0,269004000.0,1670089000.0,1421913000.0,11875385000.0,1436127000.0,10426981000.0,557981000.0,8161971000.0,6412399000.0,25159734000.0,11711099001.845,1230,0.003153133687,10878480700.0,6.513713161394393,9832060000.0,0.8395505834636894,13284349000.0,0.5280003755206633,55.776569469720165,6.543966462443522,0.01792867523957129,18727006700.0,0.0766874825756323,0.18149813282902189,0.6950040232537537
0000821127-18-000044,0.0,51302369000.0,-1030059998.8,604040000.0,76476000.0,215002000.0,4380547000.0,1328003000.0,29334496000.0,2389703000.0,22196644000.0,305536000.0,1825402000.0,44559091004.0,1934,0.005307576835,79606805001.2,1040.938398990533,22273120000.0,0.49985579818045606,-2555145000.0,-1.3997711189096977,0.03558124187208587,10258.214182410231,28.104696390165017,81240344001.2,0.01634659498709634,0.413038049095359,-0.03888689836115583
0000821130-18-000008,0.0,7203000000.0,1092000000.0,1525000000.0,3815000000.0,14197000000.0,19552000000.0,9613000000.0,45413000000.0,908000000.0,9786000000.0,37554000000.0,59702000000.0,90207000000.0,1050,0.004914680148,53708000000.0,14.078112712975098,13601000000.0,0.15077543871318191,40150000000.0,0.6725067836923386,8.28849090656671,44.03696693578104,0.1206492244815919,100875000000.0,0.09529615861214369,0.27433286313307953,0.3828996282527881
