,,,value,value,value,value,value,value,value
tag,,,CurrentAssets,Expenses,Goodwill,Income,Liabilities,LongtermAssets,ShareholdersEquity
fraud,adsh,ddate,,,,,,,
0.0,0001493152-18-000304,20170331.0,,,,,,248605.0,
0.0,0001493152-18-000304,20170531.0,,,,,728636.0,,
0.0,0001493152-18-000304,20170930.0,12855711.0,9955986.0,866782.0,213160.0,72966630.0,4605528.0,46120284.002000004
0.0,0001493152-18-000320,20160930.0,-165515.0,1505686.0,,-2157753.0,641252.0,1012202.0,-1254729.0
0.0,0001493152-18-000320,20161231.0,31305003.0,56915794.096,,323826.0,13121616.0,685236.0,-68173138.9998
0.0,0001493152-18-000320,20170930.0,31997529.0,59448213.173700005,,20875389.0,17941607.0,1868886.0,-73096712.9998
0.0,0001493152-18-000400,20160331.0,265315.0,,,,,,-196599.0
0.0,0001493152-18-000400,20160930.0,471917.0,1125526.0,,-3583834.0,287765.0,140499.0,960000.0
0.0,0001493152-18-000400,20170131.0,,,,,2000000.0,,5000000.0
0.0,0001493152-18-000400,20170228.0,,,,,,304900.0,
0.0,0001493152-18-000400,20170331.0,6025325.0,5944189.27,,-1918910.0,9086930.0,,-3187610.9979999997
0.0,0001493152-18-000400,20170930.0,31691114.0,13622707.06,,-21020706.0,38741534.0,8307256.0,-5733347.998
0.0,0001493152-18-000445,20150630.0,270471.0,25698.0,,,,,261301.0
0.0,0001493152-18-000445,20150930.0,,36018.0,,,,,
0.0,0001493152-18-000445,20151231.0,,10320.0,,,,,
0.0,0001493152-18-000445,20160630.0,991733.0,1465251.0,,-294590.0,143274.0,,-971473.9979999999
0.0,0001493152-18-000445,20160930.0,85038.0,47504.0,,-48201.0,,,
0.0,0001493152-18-000445,20170131.0,25000.0,,,,,,
0.0,0001493152-18-000445,20170630.0,827335.0,1451204.0,,-225114.0,52449.0,,-1156244.998
0.0,0001493152-18-000445,20170930.0,832787.0,1505185.0,,-50890.0,227459.0,,-820221.998
0.0,0001493152-18-000491,20150131.0,,,,600000.0,,,
0.0,0001493152-18-000491,20150930.0,1993406.0,,,,,,-229325.0
0.0,0001493152-18-000491,20160930.0,5847942.0,49224639.0,,-4522858.0,3224977.0,1183495.0,-43985862.98
0.0,0001493152-18-000491,20170930.0,10453011.0,58006266.0,,4593814.0,4309117.0,3452709.0,-44020465.98
0.0,0001493152-18-000494,20160831.0,110315.0,,,,,,
0.0,0001493152-18-000494,20161130.0,707081.0,772409.0,,3626152.0,668703.0,815072.0,116167.0
0.0,0001493152-18-000494,20170831.0,14484095.0,4041643.266,399400.0,,28008361.0,1142112.0,-16205138.998
0.0,0001493152-18-000494,20171130.0,11692422.58,8408243.347,388050.0,3478722.0,27418054.0,2309422.0,-16800618.998
0.0,0001493152-18-000499,20141231.0,,,,,,,-673338.0
0.0,0001493152-18-000499,20151231.0,1937.0,,,-22612.0,,,-695950.0
0.0,0001493152-18-000499,20160131.0,,,,,2500.0,,
0.0,0001493152-18-000499,20160930.0,-696.0,-16024.0,,32048.0,-16901.0,-16024.0,32048.0
0.0,0001493152-18-000499,20161231.0,3577.0,,,-12364.0,1295288.0,,-2125047.999
0.0,0001493152-18-000499,20170930.0,6652.0,1030144.0,,-50288.0,1290254.0,25144.0,-2138055.999
0.0,0001493152-18-000507,20150430.0,,,,,,656000.0,
0.0,0001493152-18-000507,20151031.0,47373000.0,,,,,,35645000.0
0.0,0001493152-18-000507,20160630.0,,,,,,69000.0,
0.0,0001493152-18-000507,20161031.0,340443000.0,108549000.0,,227152000.0,267840000.0,270993000.0,54315001.0
0.0,0001493152-18-000507,20171031.0,378986000.0,130881000.0,,265148000.0,248215000.0,323923000.0,163924001.0
0.0,0001493152-18-000543,20130831.0,,,,,43176.0,,
0.0,0001493152-18-000543,20140630.0,,,,,,12448.0,
0.0,0001493152-18-000543,20150831.0,,,,,,14453.0,
0.0,0001493152-18-000543,20150930.0,,,,,28281.0,,
0.0,0001493152-18-000543,20151130.0,,,,,,11460.0,
0.0,0001493152-18-000543,20151231.0,4048257.0,,,,,,
0.0,0001493152-18-000543,20160630.0,-481273.0,2242764.0,,-16348797.0,3943283.0,693333.0,-6562.0
0.0,0001493152-18-000543,20161231.0,7886644.0,17732646.0,,59043.0,36203373.0,224902.0,-48004894.9578
0.0,0001493152-18-000543,20170430.0,13330704.0,,,,,,
0.0,0001493152-18-000543,20170630.0,12369629.0,21596180.0,2095258.0,-2456617.0,52383529.0,1101756.0,-48949410.7998
0.0,0001493152-18-000545,20160930.0,,,,,,,0.0002
0.0,0001493152-18-000545,20161130.0,30399.0,,,-392.0,,392.0,9618.0
0.0,0001493152-18-000545,20170228.0,48606.0,11988.0,,,134464.0,,-27345.9998
0.0,0001493152-18-000545,20171130.0,1112715.0,270268.0,,-4374.0,259965.0,61279.0,871274.1502
0.0,0001493152-18-000546,20160731.0,,,,,,15000.0,
0.0,0001493152-18-000546,20160831.0,,,,,,,800000.0
0.0,0001493152-18-000546,20160930.0,9014314.0,2607965.0,,-205398.0,2142787.0,41047.0,2385837.001
0.0,0001493152-18-000546,20161130.0,,,,,,,500000.0
0.0,0001493152-18-000546,20170131.0,,,,,,,2452058.0
0.0,0001493152-18-000546,20170228.0,25000.0,,,,337500.0,785.0,
0.0,0001493152-18-000546,20170331.0,200000.0,,,,,,600000.0
0.0,0001493152-18-000546,20170930.0,10024151.280000001,14463841.0,,1996273514.0,5376090.0,14276228.0,7212098.001
0.0,0001493152-18-000550,20120831.0,,773.0,,,,,
0.0,0001493152-18-000550,20130630.0,,,,,122300.0,,
0.0,0001493152-18-000550,20140131.0,,,,,,1439.0,
0.0,0001493152-18-000550,20150331.0,,122344.0,,,,,
0.0,0001493152-18-000550,20150630.0,2001.0,,,,,,
0.0,0001493152-18-000550,20151231.0,1440484.0,2706631.0,,-2337245.0,-115526.0,2691930.0,112500.0
0.0,0001493152-18-000550,20160630.0,1153513.0,52478532.0,,1688800.0,1665006.0,49443.0,-53708741.998
0.0,0001493152-18-000550,20161231.0,1179329.0,52553975.0,,1627982.0,1666090.0,87536.0,-53733693.998
0.0,0001493152-18-000551,20161130.0,-2916.0,27541.0,,-17611.0,14695.0,3106.0,-17611.0
0.0,0001493152-18-000551,20170831.0,5190.0,23972.0,,,158643.0,,-174439.9998
0.0,0001493152-18-000551,20171130.0,26329.0,61603.0,,-22055.0,248962.0,3255.0,-262659.9998
0.0,0001493152-18-000552,20120831.0,,773.0,,,,,
0.0,0001493152-18-000552,20130630.0,,,,,122300.0,,
0.0,0001493152-18-000552,20140131.0,,,,,,1439.0,
0.0,0001493152-18-000552,20150331.0,,122344.0,,,,,
0.0,0001493152-18-000552,20150630.0,2001.0,,,,,,
0.0,0001493152-18-000552,20160331.0,1434481.0,1616777.0,,-4538245.0,-112916.0,1602788.0,112500.0
0.0,0001493152-18-000552,20160630.0,1153513.0,52478532.0,,1688800.0,1665006.0,49443.0,-51970758.998
0.0,0001493152-18-000552,20170331.0,1178617.0,52555183.0,,1614398.0,1695030.0,88744.0,-53741693.998
0.0,0001493152-18-000568,20160831.0,76.0,,,,,,
0.0,0001493152-18-000568,20161130.0,-7124.0,9105.0,,-9105.0,-4604.0,6972.0,
0.0,0001493152-18-000568,20170831.0,240345.0,36116.0,,,890398.0,,-639953.9990000001
0.0,0001493152-18-000568,20171130.0,200345.0,121762.0,,-85646.0,1003675.0,0.0,-811245.9990000001
0.0,0001493152-18-000577,20160831.0,,,,,,,200000.0
0.0,0001493152-18-000577,20161031.0,,,,,50000.0,,
0.0,0001493152-18-000577,20161130.0,9000.0,585014.0,,-741518.01,48715.0,,138438.0
0.0,0001493152-18-000577,20170831.0,10319753.0,7567966.0,,,3251682.0,17950.0,-5010132.999
0.0,0001493152-18-000577,20171130.0,7353090.0,10026105.0,,-730967.0,3804201.0,224092.0,-7970763.999
0.0,0001493152-18-000585,20160531.0,1765.0,,,,,,
0.0,0001493152-18-000585,20161130.0,-12804.0,,,-43976.0,19732.0,32818.0,
0.0,0001493152-18-000585,20170131.0,,,,,,,560000.0
0.0,0001493152-18-000585,20170531.0,246360.0,,,164877.0,243133.0,,-409809.9999
0.0,0001493152-18-000585,20171130.0,257881.0,,,521944.0,313707.0,74887.0,-518583.9999
0.0,0001493152-18-000590,20090831.0,,,,,,,223780.0
0.0,0001493152-18-000590,20160831.0,3684.0,,,,,,-93962.0
0.0,0001493152-18-000590,20161130.0,49352.0,3596.0,,-12971.0,25641.0,5556.0,
0.0,0001493152-18-000590,20170831.0,56277.0,1333.0,,-46340.0,436774.0,,-240603.999
0.0,0001493152-18-000590,20171130.0,34793.0,7138.0,,-18241.0,448841.0,7669.0,-261747.999
0.0,0001493152-18-000591,20160531.0,897377.0,,,,,,
0.0,0001493152-18-000591,20161130.0,-5685.0,29688568.0,,31560080.0,2779237.0,8702516.0,574860.0
0.0,0001493152-18-000591,20170531.0,47498897.0,53562338.0,,,80660424.0,47001690.0,-47513405.9998
0.0,0001493152-18-000591,20171130.0,41391003.0,80842382.0,,37131795.0,95863925.0,76413394.25,-45583900.9998
0.0,0001493152-18-000614,20140430.0,,,,,500000.0,,
0.0,0001493152-18-000614,20160531.0,4220.0,,,,,,
0.0,0001493152-18-000614,20161130.0,4551.0,1632070.0,,-2059517.0,604996.0,573872.0,11054.0
0.0,0001493152-18-000614,20170531.0,90195.0,817879.0,,,3656348.0,,-4298505.9998
0.0,0001493152-18-000614,20171130.0,42203.0,3619760.0,,-4199786.0,6121610.0,269933.0,-5490658.9998
0.0,0001493152-18-000624,20170228.0,7884.0,3000.0,,,2628.0,,2256.0002
0.0,0001493152-18-000624,20170831.0,,,,,5000.0,,
0.0,0001493152-18-000624,20171130.0,23629.0,6254.0,,-14871.0,71548.0,0.0,-14475.999799999998
0.0,0001493152-18-000626,20160831.0,9248.0,,,,167720.0,,
0.0,0001493152-18-000626,20161130.0,12569.0,28132.0,,-56264.0,29239.0,26395.0,-28132.0
0.0,0001493152-18-000626,20170831.0,30078.0,238793.0,,,1140394.0,,-737172.9998
0.0,0001493152-18-000626,20171130.0,73953.0,277602.0,,-75637.0,1267005.0,34244.0,-853599.9998
0.0,0001493152-18-000640,20121031.0,,75617.0,,95000.0,,,
0.0,0001493152-18-000640,20140630.0,,,,,8125.0,,
0.0,0001493152-18-000640,20140831.0,,,,,8125.0,,
0.0,0001493152-18-000640,20141130.0,,,,,8125.0,,
0.0,0001493152-18-000640,20141231.0,207167.0,,,,1633315.0,,-1787717.85
0.0,0001493152-18-000640,20150131.0,,,,,8125.0,,
0.0,0001493152-18-000640,20150930.0,,,,,,83000.0,
0.0,0001493152-18-000640,20151031.0,8600.0,,,,,4400.0,
0.0,0001493152-18-000640,20151231.0,21994578.0,31753471.05,,-5751398.0,13764300.0,1368553.0,-31337217.999
0.0,0001493152-18-000640,20160131.0,,,,,429100.0,,0.07
0.0,0001493152-18-000640,20160229.0,7400.0,,,,95000.0,,0.06
0.0,0001493152-18-000640,20160331.0,8000.0,,,,8000.0,,0.06
0.0,0001493152-18-000640,20160531.0,,,,,14000.0,,
0.0,0001493152-18-000640,20160930.0,421345.0,2550157.0,,-5825309.0,3302245.0,1075932.0,206613.0
0.0,0001493152-18-000640,20161031.0,,,,,125000.0,,
0.0,0001493152-18-000640,20161130.0,,,,,267000.0,,
0.0,0001493152-18-000640,20161231.0,27281937.0,33026659.119999997,,17057289.0,14114281.0,4949211.0,-31668556.829
0.0,0001493152-18-000640,20170228.0,,,,,,,0.08
0.0,0001493152-18-000640,20170430.0,,,,,40000.0,,
0.0,0001493152-18-000640,20170531.0,,,,75000.0,,,
0.0,0001493152-18-000640,20170630.0,,,,100000.0,90908.04000000001,,
0.0,0001493152-18-000640,20170731.0,,,,,0.04,,
0.0,0001493152-18-000640,20170930.0,33223743.0,43468086.0,,787763.0,19268106.0,8053089.0,-37661339.999
0.0,0001493152-18-000705,20141231.0,5403.6,6.0,,,,,7682.0
0.0,0001493152-18-000705,20150131.0,,,,,,125021.0,
0.0,0001493152-18-000705,20150228.0,,,,,106694.0,,
0.0,0001493152-18-000705,20150630.0,,,,,,,53230.0
0.0,0001493152-18-000705,20150930.0,,,,,,,10.8
0.0,0001493152-18-000705,20151031.0,,,,,12000.0,,4418.0
0.0,0001493152-18-000705,20151130.0,,,,,24000.0,,8818.0
0.0,0001493152-18-000705,20151231.0,36738226.4,37273944.0,254433.0,-14677752.89,21068624.0,14608539.0,-21390870.998
0.0,0001493152-18-000705,20160630.0,236000.0,,,91765.0,890179.0,,1039013.0
0.0,0001493152-18-000705,20160731.0,85000.0,,,,822685.0,,
0.0,0001493152-18-000705,20160930.0,12396180.0,1701070.0,2250000.0,-46766287.0,-2557441.0,1097817.0,
0.0,0001493152-18-000705,20161231.0,54615308.0,25569824.0,2250000.0,-76876320.89,135148523.0,1334873.0,-118495001.998
0.0,0001493152-18-000705,20170228.0,,,,,,,0.001
0.0,0001493152-18-000705,20170930.0,82611738.0,110371592.0,,-113242320.0,-15844774.0,643834.0,-121960741.998
0.0,0001493152-18-000709,20151231.0,75561.0,,,,,,
0.0,0001493152-18-000709,20160930.0,-1405008.0,10858329.0,,-23256375.0,235240.0,7423722.0,499689.0
0.0,0001493152-18-000709,20161231.0,10257318.11,0.14,,,7555662.0,5879658.0,7570830.2
0.0,0001493152-18-000709,20170131.0,19290212.0,,,,,,106000.2
0.0,0001493152-18-000709,20170930.0,12171449.52,10689204.56,,-5002980.0,13643300.0,19356911.0,6220869.220000001
0.0,0001493152-18-000746,20141231.0,12997.0,,,,,,1281137.0
0.0,0001493152-18-000746,20151231.0,8292736.0,21700.0,,-205851.0,5030145.0,576674.0,3345667.0
0.0,0001493152-18-000746,20161231.0,9225255.0,18840.0,,-561895.0,4642631.0,572354.0,2731481.0
0.0,0001493152-18-000746,20170930.0,12876354.0,14223.0,,-91510.0,7509445.0,528334.0,4789847.0
0.0,0001493152-18-000765,20161130.0,-24.0,15526.0,,-15526.0,6390.0,7763.0,
0.0,0001493152-18-000765,20170531.0,1196.0,,,4324.0,11514.0,,-7319.999
0.0,0001493152-18-000765,20171130.0,73778.0,21954.0,,10591.0,32487.0,15828.0,50128.001000000004
0.0,0001493152-18-000829,20160531.0,,,,,,,-212097.0
0.0,0001493152-18-000829,20161130.0,14170.0,79008.0,,-134281.0,56831.0,-55732.0,
0.0,0001493152-18-000829,20170531.0,4201358.0,,,-41285.0,4716633.0,,10872253.0001
0.0,0001493152-18-000829,20170630.0,200000.0,,,,,35000.0,21000.0
0.0,0001493152-18-000829,20171130.0,9777236.0,1153731.0,,-1182261.0,5877228.0,1093363.0,10816487.5001
0.0,0001493152-18-000833,20160131.0,,,,,,750.0,
0.0,0001493152-18-000833,20160831.0,1172.0,,,,,,
0.0,0001493152-18-000833,20161130.0,84644.0,36412802.0,,-38168746.0,958719.0,910398.0,25121.0
0.0,0001493152-18-000833,20170430.0,252085.0,,,,,,270000.0
0.0,0001493152-18-000833,20170831.0,369766.0,28929638.25,,,6908337.0,,-31681037.998
0.0,0001493152-18-000833,20171031.0,,,,,270000.0,,
0.0,0001493152-18-000833,20171130.0,968493.0,29612869.5,,-846427.0,8511270.0,128809.0,-32526499.998
0.0,0001493152-18-000863,20160229.0,542228.0,,,,,,
0.0,0001493152-18-000863,20161130.0,466868.0,1960565.0,,-1266946.0,130481.0,1853271.0,0.0
0.0,0001493152-18-000863,20170228.0,2311798.0,3060724.0,,,2333354.0,2962850.0,-1214763.9980000001
0.0,0001493152-18-000863,20170731.0,,,,,,,345000.0
0.0,0001493152-18-000863,20171130.0,4981355.0,8262614.02,,-3711253.0,3612867.0,4796338.0,-2082087.9980000001
0.0,0001493152-18-000989,20101231.0,,,,,,10000.0,
0.0,0001493152-18-000989,20110228.0,,,,,,5000.0,
0.0,0001493152-18-000989,20141231.0,11502583.0,13917.0,,,,,-20162168.0
0.0,0001493152-18-000989,20150831.0,,,,42019.0,,,
0.0,0001493152-18-000989,20151231.0,33065503.0,6309731.0,,11140499.0,47049299.0,11820206.0,-17870079.997999996
0.0,0001493152-18-000989,20161231.0,23034934.0,15499405.0,,-779385.0,35764037.0,-9284279.0,10290166.002000004
0.0,0001493152-18-001002,20130831.0,,,,,43176.0,,
0.0,0001493152-18-001002,20140630.0,,,,,,12448.0,
0.0,0001493152-18-001002,20150831.0,,,,,,14453.0,
0.0,0001493152-18-001002,20150930.0,,,,,28281.0,,
0.0,0001493152-18-001002,20151130.0,,,,,,11460.0,
0.0,0001493152-18-001002,20151231.0,4048257.0,,,,,,
0.0,0001493152-18-001002,20160930.0,-538956.0,2993543.0,,5408295.0,5015529.0,868776.0,-7632.0
0.0,0001493152-18-001002,20161231.0,7886644.0,17732646.0,,38500.0,33705892.0,218177.0,-48004894.7998
0.0,0001493152-18-001002,20170430.0,13330704.0,,,,,,
0.0,0001493152-18-001002,20170930.0,20825024.0,24433799.0,2095258.0,-23399240.0,62599485.0,1583222.0,-61808132.9863
0.0,0001493152-18-001007,20150630.0,270471.0,25698.0,,,,,261301.0
0.0,0001493152-18-001007,20150930.0,,36018.0,,,,,
0.0,0001493152-18-001007,20151231.0,,10320.0,,,,,
0.0,0001493152-18-001007,20160630.0,991733.0,1465251.0,,-294590.0,143274.0,,-971473.9979999999
0.0,0001493152-18-001007,20160930.0,85038.0,47504.0,,-48201.0,,,
0.0,0001493152-18-001007,20170131.0,25000.0,,,,,,
0.0,0001493152-18-001007,20170630.0,827335.0,1451204.0,,-225114.0,52449.0,,-1156244.998
0.0,0001493152-18-001007,20170930.0,832787.0,1505185.0,,-50890.0,227459.0,,-820221.998
0.0,0001493152-18-001068,20160229.0,43680.0,,,,,,
0.0,0001493152-18-001068,20161130.0,48012.0,938222.0,,-1677062.0,426912.0,824485.0,79500.0
0.0,0001493152-18-001068,20170228.0,41856.0,1890147.0,,,3306308.0,,-4009292.998
0.0,0001493152-18-001068,20170430.0,,,,,,,0.002
0.0,0001493152-18-001068,20170531.0,180000.0,140000.0,,,7456.0,,149649.0
0.0,0001493152-18-001068,20170731.0,,,,,,,0.001
0.0,0001493152-18-001068,20170831.0,,,,,4890.0,,88617.0
0.0,0001493152-18-001068,20171130.0,269109.0,2625813.0,,-3820524.0,5826178.0,1861533.0,-3487637.999
0.0,0001493152-18-001092,20160331.0,258.0,,,,,,15210538.0
0.0,0001493152-18-001092,20160630.0,-4617.0,645729.0,,-1352748.0,1839436.0,210110.0,315129.0
0.0,0001493152-18-001092,20170331.0,3853046.0,30567761.0,,-16521698.0,4051321.0,2069307.0,-54584738.999
0.0,0001493152-18-001092,20170630.0,3479345.0,48029715.0,,-1326355.0,6318769.0,2034907.0,-30912023.998999998
0.0,0001493152-18-001192,20151031.0,3853816.0,,,,,,24418373.0
0.0,0001493152-18-001192,20160630.0,,,,,,,1019568.0
0.0,0001493152-18-001192,20161031.0,113388222.0,103023750.0,1017905.0,104989096.0,65486992.0,31254569.0,73045658.002
0.0,0001493152-18-001192,20171031.0,127081268.0,103445099.0,1794265.0,92450894.0,74351325.0,42018956.0,68912131.002
0.0,0001493152-18-001195,20141231.0,184081.0,,,,,,-4253709.0
0.0,0001493152-18-001195,20151231.0,9952070.81,11986417.25,,74049.0,21563236.0,4159187.0,2298040.001
0.0,0001493152-18-001195,20160930.0,-1582371.0,4812491.0,,5266172.0,481555.0,2117412.0,738874.0
0.0,0001493152-18-001195,20161231.0,7868800.78,5733278.4799999995,,18415313.0,17937354.0,3784127.0,-1275348.9989999998
0.0,0001493152-18-001195,20170930.0,2373747.0,4645546.52,,6550578.0,18030065.0,3863031.0,-4183095.999
0.0,0001493152-18-001196,20140930.0,,1.8,,,,,
0.0,0001493152-18-001196,20150930.0,1486737.0,,,,,,7125569.0
0.0,0001493152-18-001196,20151130.0,,476340.0,,23000000.0,1500000.0,2400000.0,1000000.0
0.0,0001493152-18-001196,20160531.0,31718770.0,,,,,,
0.0,0001493152-18-001196,20160930.0,201991986.0,31481483.0,923452.0,369819942.0,184872571.0,95104503.0,31744413.002
0.0,0001493152-18-001196,20161231.0,,,,15000000.0,,,
0.0,0001493152-18-001196,20170131.0,,,,14018750.0,,,
0.0,0001493152-18-001196,20170930.0,247097629.0,61520216.0,3322818.0,474346021.0,153163418.0,125803950.0,80226268.002
0.0,0001493152-18-001228,20151031.0,17053000.0,,,,,,15657000.0
0.0,0001493152-18-001228,20161031.0,-1550002.87,135117000.0,,-18713002.21,12383000.0,10858000.0,-106484999.999
0.0,0001493152-18-001228,20170131.0,78000.0,,,,,,
0.0,0001493152-18-001228,20170430.0,,1800000.0,,,,,
0.0,0001493152-18-001228,20170630.0,,,,0.0,5000.0,,
0.0,0001493152-18-001228,20171031.0,259480000.0,502522000.0,,-386169026.57,87352000.0,61889000.0,-207575000.099
0.0,0001493152-18-001242,20121031.0,,,,,,,0.0
0.0,0001493152-18-001242,20130831.0,32000.0,,,,,,-178000.0
0.0,0001493152-18-001242,20140131.0,904500.0,,,,,,
0.0,0001493152-18-001242,20140831.0,-374400.0,805300.0,,-3486700.16,121000.0,795000.0,-1543000.0
0.0,0001493152-18-001242,20140930.0,,,,200000.0,,5000000.0,
0.0,0001493152-18-001242,20141130.0,,,,-31.0,,,-20.0
0.0,0001493152-18-001242,20150228.0,,,,-158.01,203593.0,,49920.0
0.0,0001493152-18-001242,20150331.0,,,,55000.0,,,
0.0,0001493152-18-001242,20150531.0,,,,-101.00999999999999,,,-52.0
0.0,0001493152-18-001242,20150831.0,30928533.0,17755700.0,,-1629117.08,14498667.0,14998283.0,41454650.0
0.0,0001493152-18-001242,20151231.0,12742302.58,1156700.0,,190285599.10999998,344000.0,3149000.0,-34425000.0
0.0,0001493152-18-001242,20160131.0,,,,,,,300000.0
0.0,0001493152-18-001242,20160331.0,1046141000.0,,2363000.0,8131.01,21263000.0,3994.0,500157.0
0.0,0001493152-18-001242,20160531.0,,,,,,,100000.0
0.0,0001493152-18-001242,20160630.0,,,,45654.02,,33860.0,382.0
0.0,0001493152-18-001242,20160930.0,,,,44874.96,,35249.0,4461871.0
0.0,0001493152-18-001242,20161130.0,,,,,112671.0,,2350000.0
0.0,0001493152-18-001242,20161231.0,968507865.5400001,228338800.0,15188000.0,495104392.38000005,536760000.0,335830531.0,-66438274.0
0.0,0001493152-18-001259,20151031.0,6310694.0,,,,,,4630568.0
0.0,0001493152-18-001259,20160229.0,,,,,3558136.0,,
0.0,0001493152-18-001259,20160731.0,22835520.0,,,,12681007.0,,
0.0,0001493152-18-001259,20161031.0,65010736.0,62571524.0,10146324.0,58373348.0,82964262.0,16247287.0,-28538982.997999996
0.0,0001493152-18-001259,20171031.0,83301783.0,63671977.0,10146324.0,61678446.0,83692957.0,22344511.0,-18754777.997999996
0.0,0001493152-18-001276,20161231.0,0.0,312.0,,,10500.0,,-10811.9998
0.0,0001493152-18-001276,20170228.0,,,,,,,4000.0
0.0,0001493152-18-001276,20170331.0,0.0,1312.0,,0.0,10500.0,,-9761.9998
0.0,0001493152-18-001339,20160630.0,483.0,,,,,,
0.0,0001493152-18-001339,20160930.0,793.0,6826.0,,-4906.0,5280.0,6612.0,
0.0,0001493152-18-001339,20161031.0,,,,,,,8397.0
0.0,0001493152-18-001339,20161130.0,,,,,,,13605.0
0.0,0001493152-18-001339,20170630.0,53444.0,,,,82916.0,6020.0,-6135.999
0.0,0001493152-18-001339,20170930.0,41144.0,14899.0,,-24306.0,122017.0,27640.0,-32933.998999999996
0.0,0001493152-18-001376,20131231.0,50379000.0,,,,,,207145000.0
0.0,0001493152-18-001376,20141130.0,,,,1000000000.0,,,66700000015.0
0.0,0001493152-18-001376,20141231.0,3737413675.0,1235750000.0,72592000.0,6520341000.0,161327000.0,87462000.0,217915964.0
0.0,0001493152-18-001376,20150331.0,,147548000.0,,159701000.0,187000.0,20663000.0,
0.0,0001493152-18-001376,20150630.0,,173089000.0,,193274000.0,798000.0,24496000.0,
0.0,0001493152-18-001376,20150831.0,,,,,1676954.0,,
