adsh,fraud,ddate,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation,TotalCurrentAssets,CurrentRatio,TotalLiabilities,DebtToEquityRatio,NetIncome,ProfitMargin,ReceivableTurnover,CollectionRatio,DSRI,TotalAssets,AQI,DEPI,TATA
0000002178-18-000009,0.0,20161231.0,106756000.0,78750000.0,6504000.0,111428000.0,221087000.0,2163510000.0,0.0,475137000.0,4700000.0,191017000.0,478387000.0,2807518000.0,560886001.64,944,0.0020077322709999997,660643000.0,5.928877840399181,302445000.0,0.5392272210675028,644008000.0,0.22938695317358607,26.298456292854734,13.879141647533515,0.03802504560968086,1139030000.0,0.0,0.31607608002584797,0.5596902627674425
0000002488-18-000042,0.0,20161231.0,126000000.0,2010000000.0,90000000.0,3825000000.0,921000000.0,6611000000.0,948000000.0,20483000000.0,1559000000.0,4727000000.0,2604000000.0,9898000000.0,5840000000.01,1162,0.0037660238069999997,22619000000.0,5.913464052287582,8552000000.0,1.464383561641328,3287000000.0,0.3320872903616892,78.55555555555556,4.646393210749646,0.01272984441301273,26171000000.0,0.03622330059990064,0.2612765957446809,0.12215811394291391
0000002969-18-000014,0.0,20161231.0,-57400000.0,573500000.0,525400000.0,10400000.0,206100000.0,1587700000.0,0.0,110000000.0,-758800000.0,14400000.0,436400000.0,1882500000.0,8111600000.86,596,0.008124896902,626100000.0,60.20192307692308,24800000.0,0.0030573499676229943,294800000.0,0.15660026560424967,-32.79616724738676,-11.129349269588312,-0.03049136786188579,1062500000.0,0.0,0.3207782101167315,-0.21703529411764705
0000003499-18-000006,0.0,20161231.0,182581000.0,845694000.0,130820000.0,1110608000.0,1655981000.0,317640000.0,0.0,1490230000.0,0.0,1104726000.0,2852952000.0,435633000.0,2694873002.0,660,0.0232142548,2518505000.0,2.2676813060954,2215334000.0,0.8220550646935458,117993000.0,0.27085413639462574,2.3859711580065834,152.97754072808993,0.4191165499399724,5371457000.0,0.0,0.36726671254596155,-0.0023879926805706535
0000003545-18-000021,0.0,20161231.0,7177000.0,-6183000.0,-16890000.0,-4823000.0,3916000.0,3149000.0,0.0,-72000.0,21945000.0,-1121000.0,6650000.0,32573000.0,-2525999.94,400,0.034987853439999994,922000.0,-0.19116732324279495,-5944000.0,2.3531275301613825,29424000.0,0.9033248395910723,4.53852584645395,80.42258926104442,0.2203358609891628,7572000.0,0.0,0.37062275222411506,6.116481774960381
0000003570-18-000031,0.0,20161231.0,465000000.0,-668000000.0,-404000000.0,1530000000.0,347000000.0,5363000000.0,77000000.0,29857000000.0,12922000000.0,74586000000.0,26572000000.0,2242000000.0,24198000000.003098,850,0.005142544364,29654000000.0,19.381699346405227,76116000000.0,3.145549218943312,-3121000000.0,-1.3920606601248884,4.821505376344086,75.70249776984835,0.20740410347903657,56303000000.0,0.001367600305489991,0.012890523422118206,-0.048256753636573536
0000004127-18-000011,0.0,20161231.0,-49300000.0,1570300000.0,517400000.0,52100000.0,63800000.0,764300000.0,8500000.0,163800000.0,17900000.0,61600000.0,50900000.0,914300000.0,428600000.28,370,0.022579716040000003,1684800000.0,32.33781190019194,113700000.0,0.26528231433905963,150000000.0,0.1640599365634912,-18.545638945233264,-19.681176856611618,-0.05392103248386744,1744200000.0,0.004873294346978585,0.5562336530078466,-0.21064098153881436
0000004281-18-000042,0.0,20161231.0,-7968000000.0,2308000000.09,870000000.0,3283000000.0,18887000000.0,3082000000.0,20565000000.0,67335000027.04,2745000000.0,43721000000.0,23060000000.0,15361000000.0,51740000000.36,1448,0.004086465510000001,61675000027.130005,18.786171193155653,47004000000.0,0.9084654039364699,12279000000.0,0.7993620207017772,-1.9278363453815262,-189.33142373543387,-0.5187162294121477,105300000027.13,0.19529914524882752,0.4502586597372875,0.10834757831966314
0000004457-18-000005,0.0,20161231.0,23548000.0,607012000.0,931313000.0,143221000.0,1260789000.0,4840409000.0,0.0,9513678000.0,1543042000.0,2208108000.0,1487359000.0,6827000000.0,2598437000.0,904,0.0031639940259999997,10144238000.0,70.82926386493601,2351329000.0,0.9049012925847346,1986591000.0,0.29099033250329576,289.91846441311367,1.258974659440457,0.0034492456423026218,11631597000.0,0.0,0.458777693195563,0.09072511710988611
0000004904-18-000009,0.0,20161231.0,15873300000.0,-6832000000.0,8319400000.0,57818800000.0,39294800000.0,46487200000.0,54500000.0,240139000000.0,12101300000.0,304404700000.0,329272300000.0,65660800000.0,216014300041.77,8756,0.001059686436,249180300000.0,4.309676091513487,362223500000.0,1.6768496341675436,19173600000.0,0.29200984453433404,4.136556355641234,88.23764711974268,0.24174697841025392,578507100000.0,9.420800539872154e-05,0.1066150505566015,0.018762431783464716
0000004962-18-000032,0.0,20161231.0,242936000000.0,42806000000.0,12693000000.0,14301000000.0,6336000000.0,61341000047.68,7289000000.0,223596000069.22,6124000000.0,319526500000.0,7701000000.0,70960000000.0,401760000003.41,2126,0.003454007563,509338000069.22,35.61555136488497,333827500000.0,0.8309127339634772,9618999952.32,0.13555524171815106,0.2920933908519116,1249.6003382187148,3.423562570462232,524328000069.22,0.013901603574552057,0.4513784996794187,-0.005862742495678624
0000004969-18-000006,0.0,20161231.0,89606000000.0,4066000000.0,346000000.0,0.0,0.0,1112000000.0,0.0,33456000000.0,4862000000.0,97939200000.0,0.0,897000000.0,35632000000.1,794,0.004974300791,127128000000.0,0.0,97939200000.0,2.748630444536516,-215000000.0,-0.23968784838350055,0.010010490368948508,36461.7502787068,99.89520624303233,127128000000.0,0.0,0.0,-0.004412875212384369
0000004977-18-000054,0.0,20161231.0,1512000000.0,118796000000.0,5987000000.0,18693000000.0,699000000.0,145240000218.49,0.0,462865000012.7,2911000000.0,315157000000.0,5188000000.0,50986000000.0,214934000000.1,1682,0.004837314195,583173000012.7,31.197400096972125,333850000000.0,1.553267514678202,-94254000218.48999,-1.84862511706135,33.72089947089947,10.824147805279882,0.029655199466520222,588361000012.7,0.0,0.11873619840326143,-0.1703732915953407
0000005272-18-000022,0.0,20161231.0,96799000000.0,25320000000.32,11359000000.0,26442000000.0,4090000000.0,1440846000000.0,9949000000.0,2216386000000.0,201764000000.0,1438317000000.0,44440000000.0,260311000000.0,2006991000003.78,3206,0.001855929511,2338505000000.32,88.43903638152635,1464759000000.0,0.7298283848792751,-1180535000000.0,-4.535094559968653,2.689191004039298,135.72855161710416,0.37185904552631277,2392894000000.32,0.004157727003368583,0.08427776633010509,-0.4980972830387977
0000005513-18-000016,0.0,20161231.0,4824900000.0,-447000000.0,1116100000.0,3435400000.0,1091100000.0,214623000000.0,335100000.0,80082300000.0,948100000.0,109282600000.0,13548100000.0,22224500000.0,89054900000.1,1582,0.01013746036,84460200000.0,24.585259358444432,112718000000.0,1.2657136215960427,-192398500000.0,-8.65704515287183,4.606209455118241,79.24086031181804,0.21709824742963846,98343400000.0,0.0034074477799221903,0.0745327613530794,-1.9677436411594473
0000006201-18-000009,0.0,20161231.0,1754000000.0,-4863000000.0,6524000000.0,11668000000.0,26653000000.0,67797000036.86,9082000000.0,117504000000.0,13793000000.0,67607000000.0,127765000000.0,90149000000.0,127945000000.51,1178,0.005113147215,114395000000.0,9.804165238258484,79275000000.0,0.6196021728061589,22351999963.14,0.24794506831068563,51.39623717217788,7.101687206735516,0.01945667727872744,251242000000.0,0.03614841467589014,0.1726029348910101,0.06299902071763479
0000007039-18-000003,0.0,20161231.0,48594000.0,-42354000.0,28514000.0,50711000.0,132653000.0,246044000.0,173752000.0,484304000.0,8011000.0,377517000.0,416599000.0,482180000.0,818015000.1,898,0.009836758704,490544000.0,9.67332531403443,428228000.0,0.5234965128361342,236136000.0,0.4897258285287652,9.922624192287113,36.78462399933635,0.10077979177900369,1080895000.0,0.16074826879576642,0.24151573412568367,0.19208341235735202
0000007084-18-000012,0.0,20161231.0,40500000000.0,2507000001.2,1213000000.0,39494000000.0,15426000000.0,2987000033.03,10029000000.0,203473000000.0,1092000000.0,46175000000.0,65906000000.0,187070000000.0,106598000000.0,1420,0.005921654968,246480000001.2,6.240947992130451,85669000000.0,0.8036642338505413,184082999966.97,0.9840327148498957,4.619012345679012,79.02122200245897,0.2164964986368739,322415000001.2,0.031105872865600737,0.18966704372202822,0.5671882510624175
0000007332-18-000016,0.0,20161231.0,393000000.0,3165000000.0,506000000.0,693000000.0,39674000000.0,8755000000.0,0.0,12989000000.0,5846000000.0,22106000000.0,107156000000.0,5151000000.0,4720000000.01,1344,0.00181467775,16547000000.0,23.87734487734488,22799000000.0,4.830296610159258,-3604000000.0,-0.6996699669966997,13.106870229007633,27.847990681421084,0.0762958648806057,123703000000.0,0.0,0.27020363685895255,-0.03322473990121501
0000007789-18-000013,0.0,20161231.0,81889233574.0,-217923000.0,641383000.0,219358000.0,90404000.0,2897002919.67,1020905000.0,67888259020.76,5598412000.0,47363357000.0,371673000.0,1076391000.0,41788150001.01,1830,0.004955392704,149559569594.76,681.8058588916748,47582715000.0,1.138665267518422,-1820611919.67,-1.6914038854561215,0.013144475201704127,27768.32048438718,76.07759036818405,150952147594.76,0.006763103515033619,0.19564704583868056,-0.016309770737938566
0000008063-18-000006,0.0,20161231.0,344673000.0,2533000.0,48854000.0,233992000.0,109446000.0,676605093.33,587140000.0,1271994028.9,25398000.0,603158000.0,598266000.0,815520000.0,1563568000.0,968,0.01303063342,1619200028.9,6.919894820763103,837150000.0,0.5354100365318297,138914906.66999996,0.1703390556577398,2.366068708602066,154.26432828134196,0.4226419952913478,2804606028.9,0.20934847673784807,0.15464765328269126,0.032111785306730915
0000008670-18-000003,0.0,20161231.0,119700000.0,18090000000.0,841100000.0,24900000.0,323100000.0,18840600000.0,234800000.0,984100000.0,234000000.0,1000000.0,2049100000.0,43488800000.0,422800001.67000014,898,0.005765911534,19193800000.0,770.8353413654619,25900000.0,0.06125827790373384,24648200000.0,0.566771214657567,363.3149540517962,1.004637975754677,0.0027524328102867864,21477700000.0,0.010932269283954965,0.13620268105556024,1.1084566783221668
0000008868-18-000013,0.0,20161231.0,4472000000.0,990800000.0,60400000.0,1290800000.0,910000000.0,1265600020.0900002,480200000.0,17102000001.37,897100000.0,8757200000.0,6866300000.0,15532000000.0,12739800000.25,1370,0.003719715337,22564800001.370003,17.48125193784475,10048000000.0,0.7887093988761851,14266399979.91,0.9185166095744269,3.473166368515206,105.09142415657996,0.2879217100180273,29911300001.370003,0.01605413338698103,0.11702223422450266,0.4749375647082987
0000009092-18-000002,0.0,20161231.0,67214000.0,8237000.545000003,80075000.0,37988000.0,126625000.0,292640000.0,229728000.0,770027000.0,-32010000.0,108560000.0,602557000.0,486859000.0,961481001.0,936,0.006629107309,845478000.545,22.256449419421923,146548000.0,0.15241902840262156,194219000.0,0.3989224806360774,7.243416550123486,50.390585364551136,0.1380563982590442,1677763000.545,0.13692517949518246,0.17365349117229992,0.06803344689501542
0000009346-18-000017,0.0,20161231.0,324687000.0,41090001.03999999,32368000.0,158253000.0,21886000.0,4416968000.0,0.0,1749813000.0,68895000.0,808124000.0,2029568000.0,318997000.0,2341271000.0,1230,0.0029690514520000003,2115590001.04,13.368403765110298,966377000.0,0.4127574296183569,-4097971000.0,-12.846424888008352,0.9824754301835306,371.5105627952614,1.017837158343182,4145158001.04,0.0,0.0106685307104132,-0.9964249852390954
0000009984-18-000024,0.0,20161231.0,314172000.0,23203000.0,217646000.0,566196000.0,551017000.0,2456542028.67,2993846000.0,5618062007.01,320447000.0,1351809000.0,1495796000.0,1265566000.0,5224208000.52,936,0.002730466274,5955437007.01,10.518331120336422,1918005000.0,0.36713794699772445,-1190976028.67,-0.9410619664798202,4.028258406223342,90.60987731971309,0.24824623923209063,10445079007.01,0.28662741545475545,0.26920729934781534,-0.134859873029647
0000010048-18-000002,0.0,20161231.0,0.0,16000000.0,-966000.0,0.0,324000.0,4737000.0,0.0,422000.0,0.0,0.0,12236000.0,11205000.0,33050000.0,438,0.015037464269999998,16422000.0,0.0,0.0,0.0,6468000.0,0.5772423025435074,0.0,0.0,0.0,28658000.0,0.0,0.025796178343949046,0.25940400586223744
0000010795-18-000008,0.0,20161231.0,0.0,315000000.0,288000000.0,-21000000.0,262000000.0,4313000000.0,137000000.0,131000000.0,1928000000.0,2189000000.0,821000000.0,2922000000.0,1621000000.73,382,0.02061682423,446000000.0,-21.238095238095237,2168000000.0,1.3374460203724023,-1391000000.0,-0.47604380561259413,0.0,0.0,0.0,1404000000.0,0.0975783475783476,0.24192059095106186,-1.1958689458689458
0000011199-18-000012,0.0,20161231.0,476700000.0,2200001.1599999964,441900000.0,831100000.0,1648500000.0,3597900000.0,1993100000.0,9861800000.0,180900000.0,5287000000.0,7275100000.0,8996800000.0,11034600000.1,1074,0.006138916894,10340700001.16,12.442185057345686,6118100000.0,0.5544469214964344,5398900000.0,0.6000911435176952,18.87308579819593,19.339709674550953,0.05298550595767384,19608900001.16,0.10164262145669034,0.18473486037025416,0.2527933744221634
0000011544-18-000012,0.0,20161231.0,2433017000.0,109277000.0,1432370000.0,810363000.0,159160000.0,93166904000.0,165705000.0,71550262000.0,1092929000.0,24790395000.0,44458512000.0,17037240000.0,74160257000.29999,1804,0.006887083676,74092556000.0,91.43131658281536,25600758000.0,0.3452085933291256,-76129664000.0,-4.468427045695194,7.002515806506901,52.124123684352625,0.14280581831329486,118716773000.0,0.0013958010802735954,0.0035671964238743786,-0.653336778283217
0000012400-18-000006,0.0,20161231.0,70894000.0,-88776000.0,88884000.0,341394000.0,745716000.0,282046000.0,0.0,1589230000.0,102000.0,1606537000.0,5866102000.0,337875000.0,2431712001.0,652,0.01063520375,1571348000.0,4.602740528538873,1947931000.0,0.8010533316441036,55829000.0,0.16523566407695153,4.765918131294609,76.58545320014798,0.20982315945246022,7437450000.0,0.0,0.1127853186521468,-0.004444399626215975
0000012927-18-000007,0.0,20161231.0,24470000000.0,6682000000.0,10499000000.0,48676000000.0,19152000000.0,95686000072.64,17041000000.0,426346000000.0,2853000000.0,91266000000.0,79378000000.0,314164000000.0,206876000013.62,1632,0.0013638460709999999,457498000000.0,9.398841318103377,139942000000.0,0.6764535276725512,218477999927.36,0.6954265922491437,12.838741315897018,28.429578182095973,0.07788925529341363,553917000000.0,0.030764536925207198,0.19437734700091341,0.37546960993679557
0000013239-18-000007,0.0,20161231.0,403000000.0,640000000.0,-20000000.0,434000000.0,2632000000.0,2667000003.97,843000000.0,7012000001.91,903000000.0,10521000000.0,6737000000.0,10444000000.0,-4998999999.99,1124,0.003009175051,8055000001.91,18.559907838502305,10955000000.0,-2.1914382876619154,7776999996.030001,0.7446380693249713,25.915632754342433,14.084163155878974,0.03858674837227116,15635000001.91,0.053917492798018385,0.2809264596008112,0.4986888388281103
0000014195-18-000008,0.0,20161231.0,36077000.0,-23723000.0,-126573000.0,-27665000.0,28156000.0,920872019.25,0.0,109733000.0,136343000.0,-813000.0,249968000.0,3157621000.0,-138440999.58000004,694,0.004499348553,122087000.0,-4.413048978854148,-28478000.0,0.20570495797051505,2236748980.75,0.7083652473650257,87.52448928680323,4.1702614088264545,0.011425373722812205,372055000.0,0.0,0.10123542017229725,6.3520769261265135
0000014272-18-000055,0.0,20161231.0,16503000000.0,8059000000.0,3058000000.0,11838000000.0,5095000000.0,32482000000.0,18361000000.0,139446000000.0,2776000000.0,45286000000.0,28873000000.0,45438000000.0,128223000001.92,1870,0.001624874878,164008000000.0,13.85436729177226,57124000000.0,0.44550509658286447,12956000000.0,0.28513578942735157,2.7533175786220685,132.5673445134029,0.36319820414630927,211242000000.0,0.08691926794860871,0.14999411210551106,0.046856212306264855
0000014846-18-000013,0.0,20161231.0,9700000.0,182004000.0,7808000.0,-282000.0,12594000.0,36227000.0,0.0,3321000.0,141014000.0,77618000.0,50960000.0,50363000.0,193047000.0,400,0.03598985785,195025000.0,-691.5780141843971,77336000.0,0.40060710604153393,14136000.0,0.2806822468875961,5.1920618556701035,70.29962472450012,0.19260171157397296,245985000.0,0.0,0.1981621927809422,0.02572514584222615
0000014930-18-000056,0.0,20161231.0,622400000.0,654800000.0,850300000.0,1218800000.0,868100000.0,4042100000.0,1108800000.0,11516600000.0,-5400000.0,3893600000.0,4371200000.0,5648300000.0,8485600192.200002,1650,0.006555959074000001,12793800000.0,10.497046275024614,5112400000.0,0.6024794810270863,1606200000.0,0.28436874811890306,9.075032133676093,40.220243259033694,0.11019244728502381,18273800000.0,0.06067703488053933,0.1656900731013685,0.04136523328481213
0000015511-18-000005,0.0,20161231.0,21440000000.0,-3419000000.0,7701000000.0,27264000000.0,8239000000.0,23458000000.0,19086000000.0,99365000000.0,201000000.0,73864000000.0,154697000000.0,24611000000.0,217077000000.0,766,0.007412464494,117386000000.0,4.305531103286385,101128000000.0,0.46586234377663227,1153000000.0,0.0468489699727764,1.1479011194029851,317.97163869814307,0.8711551745154605,291169000000.0,0.06554956056448313,0.050565866352432855,-0.02248865778980592
0000015615-18-000007,0.0,20161231.0,3414950000.0,-65672000.0,205693000.0,4188737000.0,6360740000.0,666458000.0,2620085000.0,7940071000.0,1684649000.0,3742389000.0,2130556000.0,11745969000.0,9653953001.1,1064,0.006599357090000001,11289349000.0,2.6951677796911095,7931126000.0,0.8215418077026378,11079511000.0,0.9432607050129282,3.4395727609481836,106.11783072133088,0.29073378279816675,16039990000.0,0.16334704697446822,0.7490894205077764,0.6779192505730989
0000016099-18-000020,0.0,20161231.0,-254000.0,-3455000.0,3241000.0,3116000.0,13100000.0,192065000.0,400000.0,-2472000.01,80700000.0,0.0,19026000.0,259668000.0,-6972000.0,454,0.017572786769999998,-6181000.01,-1.9836328658536584,3116000.0,-0.4469305794606999,67603000.0,0.26034397769459466,-1022.3149606299213,-0.3570328265323413,-0.0009781721274858665,13244999.99,0.030200075522989867,0.40776940795617256,4.859343152026684
0000016868-18-000005,0.0,20161231.0,0.0,451000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170,0.01364413071,451000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451000000.0,0.0,0.0,0.0
0000016875-18-000029,0.0,20161231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5763000000.0,1350,0.005025225829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000017843-18-000003,0.0,20161231.0,-800000.0,-63800000.0,-25400000.0,21200000.0,88600000.0,1166100000.0,0.0,185100000.0,81800000.0,0.0,138500000.0,1243700000.0,1205000005.54,588,0.004969939873,120500000.0,5.683962264150943,21200000.0,0.017593360914964964,77600000.0,0.06239446811932138,-1554.625,-0.23478330787167323,-0.0006432419393744472,259000000.0,0.0,0.3901365037428446,0.39768339768339767
0000018172-18-000007,0.0,20161231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3669000.0,480,0.01575503944,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0000018230-18-000042,0.0,20161231.0,47709000000.0,8081000000.0,5636000000.0,7788000000.0,23200000000.0,78366000000.0,28591000000.0,158320000000.0,5920000000.0,151339000000.0,64357000000.0,96222000000.0,136623000004.08,1656,0.004041757916,214110000000.0,27.492295839753467,159127000000.0,1.1647160433839687,17856000000.0,0.1855708673692087,2.0168521662579386,180.97508885701816,0.4958221612521045,307058000000.0,0.09311270183483256,0.2649702479527622,0.039797041601261
0000018349-18-000005,0.0,20161231.0,145828159000.0,295534000.48,461637000.0,-4239000.0,598937000.0,3629481163.13,100981000.0,40072842000.0,3790521000.0,75123185000.0,1388953000.0,16854000.0,76910699001.0,2046,0.004358165809,186196535000.48,-43924.6367068837,75118946000.0,0.9767034622715274,-3612627163.13,-214.34835428562954,0.00011557438642560111,3158139.1975198765,8652.436157588703,187686469000.48,0.0005380302615195509,0.301292828073988,-0.021707820413625983
0000018926-18-000012,0.0,20161231.0,5065000000.0,-2450000000.0,4608000000.0,8040000000.0,32678000000.0,26400000000.0,48976000000.0,72135000000.0,2165000000.0,33193000000.0,63800000000.0,21759000000.0,118397000026.0,1142,0.002859492208,74750000000.0,9.29726368159204,41233000000.0,0.3482605132811239,-4641000000.0,-0.21329105197849166,4.295952615992102,84.96369318442943,0.23277724160117652,187526000000.0,0.26116911788232033,0.33870934306266715,-0.04932116079903587
0000019612-18-000037,0.0,20161231.0,34491620000.0,832230000.0,280578000.0,23944000.0,140561000.0,2524730000.0,2134633000.0,42850963006.15,2455005000.0,38614852000.0,455813000.0,513334000.0,42677589002.06,2002,0.002113245973,78174813006.15,3264.9019798759605,38638796000.0,0.9053650148356541,-2011396000.0,-3.9182988074041463,0.014882861402276843,24524.85379889117,67.19138027093472,80765259006.15,0.026430089202554963,0.2356927029011996,-0.028378216428742886
0000019617-18-000057,0.0,20161231.0,3620194000000.0,450553000001.88,38376000000.0,702977000000.0,5478000000.0,1581122000000.0,101641000000.0,12565190000000.0,142862000000.0,4378111000000.0,26181000000.0,278676000000.0,3472078000003.88,2124,0.006733099306,16635937000001.879,23.664980504343497,5081088000000.0,1.4634141283676005,-1302446000000.0,-4.673692747132871,0.0769781950912023,4741.602470252193,12.990691699321076,16763759000001.879,0.0060631389415696235,0.1730313654884867,-0.07998337365741477
0000020212-18-000010,0.0,20161231.0,143700000.0,51800001.31999999,248500000.0,2231000000.0,1283200000.0,1428300000.0,833000000.0,4416400000.0,729500000.0,5786500000.0,2208600000.0,2129300000.0,5279500000.0,1302,0.005679124324,4611900001.32,2.0671896016674136,8017500000.0,1.5186097168292452,701000000.0,0.3292161743295919,14.81767571329158,24.632743155027473,0.06748696754802047,7653500001.32,0.10883909320655027,0.36748954693854174,0.05912327692192556
0000020286-18-000012,0.0,20161231.0,1810000000.0,554000000.0,1115000000.0,1362000000.0,315000000.0,49867000042.12,0.0,46444000000.0,85000000.0,21527000000.0,34371000000.0,11471000000.0,41410000003.92,1470,0.0061299811369999995,48808000000.0,35.83553597650514,22889000000.0,0.5527408837921578,-38396000042.12,-3.3472234366768374,6.337569060773481,57.593060761921365,0.15778920756690784,83179000000.0,0.0,0.00908147379346134,-0.47501172221498217
0000020520-18-000007,0.0,20161231.0,2603000000.0,-9202000000.0,1676000000.0,5172000000.0,14058000000.0,14903000000.0,23429000000.0,42956000000.0,2055000000.0,46512000000.0,45304000000.0,11620000000.0,42265000000.26,1126,0.005782824429,36357000000.0,7.029582366589327,51684000000.0,1.222855790835965,-3283000000.0,-0.2825301204819277,4.464079907798694,81.76376936316696,0.22401032702237522,105090000000.0,0.22294223998477491,0.236818166503824,-0.047188124464744505
0000020629-18-000014,0.0,20161231.0,170989000.0,96573000.0,-84879000.0,38984000.0,112164000.0,265187000.0,146696000.0,949149000.0,60124000.0,84786000.0,260589000.0,890537000.0,1338040000.9099998,596,0.004105316039,1216711000.0,31.21052226554484,123770000.0,0.09250097150744681,625350000.0,0.702216752364023,5.208153740883916,70.08241656438756,0.19200662072434946,1623996000.0,0.09033027174943775,0.300907034953441,0.43733420525666317
0000020639-18-000018,0.0,20161231.0,0.0,-1868000.0,-2980000.0,441879000.0,1644000.0,4638000.0,0.0,732558000.0,-263000.0,343000.0,6722000.0,953000.0,2003685000.02,348,0.028345946580000003,730690000.0,1.6535974780426317,442222000.0,0.22070435222881138,-3685000.0,-3.8667366211962224,0.0,0.0,0.0,737412000.0,0.0,0.1965096820463782,-0.0009560462807765537
0000021076-18-000004,0.0,20161231.0,-57000000.0,309000000.0,540000000.0,-162000000.0,82000000.0,2968000000.0,0.0,311000000.0,230000000.0,0.0,711000000.0,4255000000.0,1063000002.4,524,0.011879544099999998,563000000.0,-3.4753086419753085,-162000000.0,-0.15239887077539296,1287000000.0,0.3024676850763807,-74.64912280701755,-4.889541715628672,-0.013396004700352527,1274000000.0,0.0,0.1034047919293821,0.5863422291993721
0000021175-18-000019,0.0,20161231.0,5282000000.0,-190000000.0,1982000000.0,572000000.0,331000000.0,199127000000.0,301000000.0,162245000033.28,786000000.0,67200000000.0,5897000000.0,30388000000.0,82220000005.5,1482,0.00490221561,167337000033.28,292.5472028553846,67772000000.0,0.8242763317376123,-168739000000.0,-5.552816901408451,5.7531238167360845,63.44379360273793,0.1738186126102409,173535000033.28,0.001734520413416707,0.053147077713551705,-0.9837842508269782
0000021344-18-000008,0.0,20161231.0,4350000000.0,39494000001.4,8796000000.0,38318000000.0,13983000000.0,26099900033.7,44270000000.0,257152000004.17,46969000000.0,139356000000.0,50763000000.0,90326000000.0,310315000000.25,1396,0.0030787514130000003,300996000005.57,7.855211650022705,177674000000.0,0.5725601405019315,64226099966.3,0.7110477599616943,20.764597701149427,17.577995261607953,0.048158891127693025,396029000005.57,0.11178474303492258,0.2159670095449912,0.13996474996911942
0000021510-18-000007,0.0,20161231.0,-4417000.0,763660000.0,81358000.0,19252000.0,8995000.0,229586000.0,12088000.0,17383000.0,744605000.0,76091000.0,89281000.0,559021000.0,105414000.0,720,0.008707916654000001,776626000.0,40.340016621649696,95343000.0,0.9044624053731003,329435000.0,0.5893070206664865,-126.56124066108218,-2.8839793138361527,-0.0079013131885922,877995000.0,0.013767732162483837,0.09152794171516952,0.28254944504239776
0000021665-18-000003,0.0,20161231.0,1501000000.0,1093000000.0,3141000000.0,6102000000.0,4548000000.0,4374000061.0,6007000000.0,33901000074.1,8205000000.0,40090000000.0,26307000000.0,40183000000.0,59752000001.0,1190,0.0014984752170000002,36495000074.1,5.980825970845624,46192000000.0,0.773061989543897,35808999939.0,0.8911479963915089,26.770819453697534,13.634248313963617,0.03735410496976333,68809000074.1,0.08729962640833477,0.14739912493923188,0.47476347431033766
0000021665-18-000006,0.0,20161231.0,1501000000.0,1093000000.0,3141000000.0,6102000000.0,4548000000.0,4374000061.0,6007000000.0,33901000074.1,8205000000.0,40090000000.0,26307000000.0,40183000000.0,59752000001.0,1190,0.0014984752170000002,36495000074.1,5.980825970845624,46192000000.0,0.773061989543897,35808999939.0,0.8911479963915089,26.770819453697534,13.634248313963617,0.03735410496976333,68809000074.1,0.08729962640833477,0.14739912493923188,0.47476347431033766
0000022356-18-000015,0.0,20161231.0,69139102000.0,817344002.3160001,601985000.0,173711000.0,620064000.0,2984969032.89,368953000.0,86918000039.81001,1541394000.0,42925785000.0,1324798000.0,799932000.0,72281787006.0,2222,0.0016938704680000002,156874446042.126,903.0772146963981,43099496000.0,0.5962704823059006,-2185037032.89,-2.731528471032538,0.01156989282273293,31547.39681622938,86.4312241540531,158568197042.126,0.002326778048072131,0.3188215924831685,-0.017576172806893844
0000023082-10-000036,1.0,20070331.0,0.0,1050000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5690000000.0,512,0.010378283620000001,1050000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050000000.0,0.0,0.0,0.0
0000023082-10-000036,1.0,20080331.0,-217000000.0,-757000000.0,1332000000.0,20000000.0,2485000000.0,29047000000.0,337000000.0,-60000000.0,3659000000.0,1443000000.0,1855000000.0,16587000000.0,7923000000.0,512,0.010378283620000001,-1034000000.0,-51.7,1463000000.0,0.18465227817745802,-12460000000.0,-0.7511906915053957,-76.43778801843318,-4.775125097968289,-0.013082534514981613,1158000000.0,0.29101899827288424,0.5725806451612904,-11.910189982728843
