adsh,fraud,ddate,AccountsReceivable,Cash,CashFlowfromOps,CurrentLiabilities,Depreciation,Expenses,IntangibleAssets,OtherCurrentAssets,OtherIncome,OtherLiabilities,PPE,Sales,ShareholdersEquity,sum_of_first_digits,total_deviation,TotalCurrentAssets,CurrentRatio,TotalLiabilities,DebtToEquityRatio,NetIncome,ProfitMargin,ReceivableTurnover,CollectionRatio,DSRI,TotalAssets,AQI,DEPI,TATA
0001193125-12-298730,1.0,20120229.0,78959000.0,92339000.0,0.0,100842000.0,0.0,0.0,69294000.0,762501000.0,0.0,213315000.0,4998000.0,0.0,862794000.0050001,278,0.03348600363,933799000.0,9.260020626326332,314157000.0,0.3641158839748299,0.0,0.0,0.0,0.0,0.0,1008091000.0,0.06873784211941181,0.0,0.0
0001193125-12-298730,1.0,20120531.0,111818000.0,-7440000.0,-55948000.0,82367000.0,517000.0,75670000.0,69596000.0,782641000.0,8550000.0,187714000.0,15979000.0,198809000.0,844010000.0050001,278,0.03348600363,887019000.0,10.769106559665886,270081000.0,0.3199973933939171,123139000.0,0.6193834283156195,1.7779695576740775,205.29035405841788,0.5624393261874462,972594000.0,0.07155709371022234,0.03134093113482056,0.184133358832154
0001193125-12-331861,1.0,20051231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27800000.0,0.0,0.0,0.0,592,0.006625701059,0.0,0.0,27800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-12-331861,1.0,20101231.0,0.0,39829000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300000.0,0.0,0.0,0.0,592,0.006625701059,39829000.0,0.0,8300000.0,0.0,0.0,0.0,0.0,0.0,0.0,39829000.0,0.0,0.0,0.0
0001193125-12-331861,1.0,20110228.0,0.0,8000000.0,0.0,0.0,0.0,9200000.0,0.0,9300000.0,0.0,8300016.21,0.0,0.0,0.0,592,0.006625701059,17300000.0,0.0,8300016.21,0.0,-9200000.0,0.0,0.0,0.0,0.0,17300000.0,0.0,0.0,-0.5317919075144508
0001193125-12-331861,1.0,20110630.0,7628000.0,5741000.0,-12788000.0,3167000.0,3095000.0,136892000.0,428000.0,3962000.0,6472000.0,18657000.0,38719000.0,112185000.0,20755000.0,592,0.006625701059,17331000.0,5.472371329333754,21824000.0,1.051505661286437,-24707000.0,-0.22023443419351962,14.707000524383849,24.818112938449882,0.06799482996835585,56478000.0,0.0075781720315875045,0.07401827139235663,-0.21103792627217677
0001193125-12-331861,1.0,20111231.0,36708000.0,29289000.0,0.0,37145000.0,0.0,0.0,27109000.0,310563000.0,0.0,119383000.0,28541000.0,0.0,363598000.1,592,0.006625701059,376560000.0,10.13756898640463,156528000.0,0.4304974173591446,0.0,0.0,0.0,0.0,0.0,432210000.0,0.06272182503875434,0.0,0.0
0001193125-12-331861,1.0,20120229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,592,0.006625701059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-12-331861,1.0,20120331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10283000.0,0.0,0.0,0.0,0.0,592,0.006625701059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-12-331861,1.0,20120630.0,60890000.0,6231000.0,-14034000.0,33129000.0,3394000.0,165942000.0,34536000.0,347462000.0,18444000.0,115575000.0,67172000.0,120942000.0,431905000.1,592,0.006625701059,414583000.0,12.514202058619336,148704000.0,0.34429793580896306,-45000000.0,-0.372079178449174,1.9862374774182954,183.76453175902498,0.5034644705726712,516291000.0,0.0668925082947408,0.04809681716407335,-0.05997780321562839
0001193125-12-350917,1.0,20101231.0,0.0,231260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406,0.006301232902,231260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231260000.0,0.0,0.0,0.0
0001193125-12-350917,1.0,20110331.0,0.0,-200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406,0.006301232902,-200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200000.0,0.0,0.0,-0.0
0001193125-12-350917,1.0,20110630.0,19956000.0,7423000.0,-37808000.0,13238000.0,64972000.0,1011639000.0,51166000.0,117589000.0,340952000.0,169335000.0,44604000.0,806139000.0,-159865865.0,1406,0.006301232902,144968000.0,10.950898927330412,182573000.0,-1.1420386709820762,-205500000.0,-0.25491881673011724,40.3958208057727,9.035588155392556,0.02475503604217139,240738000.0,0.21253811197235173,0.5929400598671242,-0.6965746994658093
0001193125-12-350917,1.0,20111231.0,232543000.0,112426000.0,0.0,268808000.0,6676000.0,32037800049.2,2866428000.0,3873953000.0,0.0,851172000.0,18130000.0,11782000.0,4640210000.01,1406,0.006301232902,4218922000.0,15.694927234308503,1119980000.0,0.24136407619430722,-32026018049.2,-2718.215757019182,0.050665898349982585,7204.056611780682,19.737141402138857,7103480000.0,0.4035244696965431,0.2691284366685479,-4.508496968978585
0001193125-12-350917,1.0,20120331.0,0.0,-637000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406,0.006301232902,-637000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-637000.0,0.0,0.0,-0.0
0001193125-12-350917,1.0,20120630.0,256933000.0,187296000.0,87698000.0,272513000.0,83757000.0,16015743175.749996,3383161000.0,4241000010.3,-3085000.0,882306000.0,75948000.0,973799000.0,4906159000.01,1406,0.006301232902,4685229010.3,17.192680753945684,1154819000.0,0.23538148682047325,-15041944175.749996,-15.446662171300234,3.7900892450561043,96.30380088704136,0.2638460298275106,8144338010.3,0.415400367190234,0.5244482013712783,-1.8576883912008324
0001193125-12-441503,1.0,20051231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27800000.0,0.0,0.0,0.0,582,0.007305284775,0.0,0.0,27800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-12-441503,1.0,20101231.0,0.0,39829000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8300000.0,0.0,0.0,0.0,582,0.007305284775,39829000.0,0.0,8300000.0,0.0,0.0,0.0,0.0,0.0,0.0,39829000.0,0.0,0.0,0.0
0001193125-12-441503,1.0,20110131.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582,0.007305284775,0.0,0.0,0.0,0.0,-250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-12-441503,1.0,20110228.0,0.0,8000000.0,0.0,0.0,0.0,9200000.0,0.0,0.0,0.0,8300016.21,0.0,0.0,9300000.0,582,0.007305284775,8000000.0,0.0,8300016.21,0.8924748612903226,-9200000.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,-1.15
0001193125-12-441503,1.0,20110930.0,4430000.0,1927000.0,-6821000.0,4204000.0,4335000.0,185290055.0,626000.0,12210000.0,10047000.0,22612000.0,49763000.0,155914000.0,12660000.0,582,0.007305284775,18567000.0,4.41650808753568,26816000.0,2.118167456556082,-29376055.0,-0.18841191297766718,35.19503386004515,10.370781328168091,0.028413099529227652,68956000.0,0.0090782527988863,0.08013235239750083,-0.3270934363942224
0001193125-12-441503,1.0,20111231.0,36708000.0,29289000.0,0.0,37145000.0,0.0,0.0,33543000.0,310563000.0,0.0,119383000.0,28541000.0,0.0,363598000.1,582,0.007305284775,376560000.0,10.13756898640463,156528000.0,0.4304974173591446,0.0,0.0,0.0,0.0,0.0,438644000.0,0.07646975679594381,0.0,0.0
0001193125-12-441503,1.0,20120229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,582,0.007305284775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-12-441503,1.0,20120331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10300000.0,0.0,0.0,0.0,0.0,582,0.007305284775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-12-441503,1.0,20120930.0,70012000.0,-2807000.0,-11593000.0,29163000.0,5104000.0,183586000.0,34004000.0,358711000.0,21513000.0,118267000.0,80935000.0,167900000.0,471210000.1,582,0.007305284775,425916000.0,14.60467030140932,147430000.0,0.312875363359675,-15686000.0,-0.09342465753424657,2.3981603153745072,152.2,0.41698630136986303,540855000.0,0.06287082489761586,0.05932193540138774,-0.007567647521054627
0001193125-13-070260,1.0,20091231.0,0.0,194775000.0,0.0,0.0,0.0,9.28,0.0,228683000.0,0.0,0.0,0.0,0.0,215690000.0,3156,0.0026488382980000003,423458000.0,0.0,0.0,0.0,-9.28,0.0,0.0,0.0,0.0,423458000.0,0.0,0.0,-2.1914806190932746e-08
0001193125-13-070260,1.0,20100331.0,0.0,130689000.0,0.0,0.0,0.0,8313000.0,0.0,0.0,0.0,0.0,0.0,0.0,46087000.0,3156,0.0026488382980000003,130689000.0,0.0,0.0,0.0,-8313000.0,0.0,0.0,0.0,0.0,130689000.0,0.0,0.0,-0.06360902600830981
0001193125-13-070260,1.0,20100430.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3156,0.0026488382980000003,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0
0001193125-13-070260,1.0,20101231.0,119055000.0,848859000.0,643071000.0,13100000.0,175185000.0,361031564.0,-39000.0,315007006.65,741266000.0,188508000.0,338505000.0,3891756000.0,592138000.0,3156,0.0026488382980000003,1282921006.65,97.93290127099237,201608000.0,0.3404746866439918,3530724436.0,0.9072317062015193,32.688723699130655,11.165929981221844,0.03059158898964889,1621387006.65,-2.4053480039087916e-05,0.34103252934649303,1.7809772892939815
0001193125-13-070260,1.0,20110331.0,0.0,0.0,0.0,0.0,0.0,10807000.0,0.0,0.0,0.0,0.0,0.0,187921000.0,12369000.0,3156,0.0026488382980000003,0.0,0.0,0.0,0.0,177114000.0,0.9424917917635602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-070260,1.0,20110630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203679000.0,0.0,3156,0.0026488382980000003,0.0,0.0,0.0,0.0,203679000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-070260,1.0,20110930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200405000.0,0.0,3156,0.0026488382980000003,0.0,0.0,0.0,0.0,200405000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-070260,1.0,20111231.0,646524000.0,338519000.0,418124000.0,381567000.0,273614000.0,206025415.83,103465000.0,4133502003.27,29121000.0,2525667000.0,1154059000.0,4119664000.0,3061785000.01,3156,0.0026488382980000003,5118545003.27,13.414537953413163,2907234000.0,0.9495225824120586,3913638584.17,0.9499897526036104,6.3720202188936526,57.28167636972336,0.1569360996430777,6376069003.27,0.016227082854175068,0.19165032889184008,0.5482240832678108
0001193125-13-070260,1.0,20120229.0,0.0,0.0,0.0,0.0,0.0,0.0,3163000.0,9291000.0,0.0,0.0,0.0,0.0,0.0,3156,0.0026488382980000003,9291000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12454000.0,0.2539746266259836,0.0,0.0
0001193125-13-070260,1.0,20120331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177002000.0,0.0,3156,0.0026488382980000003,0.0,0.0,0.0,0.0,177002000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-070260,1.0,20120630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202634000.0,0.0,3156,0.0026488382980000003,0.0,0.0,0.0,0.0,202634000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-070260,1.0,20120930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221872000.0,0.0,3156,0.0026488382980000003,0.0,0.0,0.0,0.0,221872000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-070260,1.0,20121231.0,776841000.0,430536000.0,484412000.0,632142000.0,226789000.0,450911531.42,122350000.0,5078974018.1,2775000.0,2608919000.0,1479526000.0,4345133000.0,5383069017.120001,3156,0.0026488382980000003,6286351018.1,9.944523569229698,3241061000.0,0.6020842366487068,3894221468.58,0.8962260691629002,5.593336345532741,65.25622230665897,0.17878417070317526,7888227018.1,0.015510456243115311,0.13291156673884952,0.432265635960526
0001193125-13-109536,1.0,20091231.0,516000.0,37671000.0,0.0,500000.0,0.0,35958000.0,0.0,0.0,0.0,0.0,0.0,0.0,94932000.0,1022,0.0019355659489999999,38187000.0,76.374,500000.0,0.005266927906290819,-35958000.0,0.0,0.0,0.0,0.0,38187000.0,0.0,0.0,-0.941629350302459
0001193125-13-109536,1.0,20100228.0,0.0,0.0,0.0,0.0,0.0,6100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022,0.0019355659489999999,0.0,0.0,0.0,0.0,-6100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-109536,1.0,20101231.0,1214000.0,12052000.329999998,17946000.0,-335000.0,1395000.0,263707019.72000003,96660000.0,12348005.59,27833000.0,8160000.0,37035000.0,627244000.0,111607012.79,1022,0.0019355659489999999,25614005.919999998,-76.4597191641791,7825000.0,0.0701120817087322,363536980.28,0.5795782506966985,516.6754530477759,0.7064395992628069,0.0019354509568844022,159309005.92000002,0.6067453590699049,0.03629976580796253,2.1693122638248394
0001193125-13-109536,1.0,20110331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131940000.0,29.72,1022,0.0019355659489999999,0.0,0.0,0.0,0.0,131940000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-109536,1.0,20110630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138745000.0,30.59,1022,0.0019355659489999999,0.0,0.0,0.0,0.0,138745000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-109536,1.0,20110930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154615000.0,28.02,1022,0.0019355659489999999,0.0,0.0,0.0,0.0,154615000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-109536,1.0,20111231.0,66949000.0,67901000.38,31356000.0,12451000.0,14291000.0,439092065.79,178965000.0,399065007.2,94164000.0,163762000.0,97774000.0,882053000.0,451223047.59,1022,0.0019355659489999999,533915007.58,42.88129528391294,176213000.0,0.3905230482821313,442960934.21,0.5021931042805817,13.174998879744283,27.703987175373815,0.07590133472705154,810654007.5799999,0.22076619411807286,0.12752420470262793,0.5077442785224009
0001193125-13-109536,1.0,20120331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158287000.0,59700036.78,1022,0.0019355659489999999,0.0,0.0,0.0,0.0,158287000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-109536,1.0,20120630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174659000.0,40.33,1022,0.0019355659489999999,0.0,0.0,0.0,0.0,174659000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-109536,1.0,20120930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000000.0,0.0,200574000.0,35670048.95,1022,0.0019355659489999999,0.0,0.0,24000000.0,0.6728333912196663,200574000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-109536,1.0,20121231.0,80346000.0,92209000.46,45657000.0,14365000.0,15169000.0,557084101.9,226685000.0,437495030.52,142442000.0,261806000.0,115814000.0,1070310000.0,481015065.7,1022,0.0019355659489999999,610050030.98,42.467805846153844,276171000.0,0.5741421000984669,513225898.1,0.4795114481785651,13.32126054812934,27.39980940101466,0.075067970961684,952549030.98,0.2379772511728685,0.11580892176847377,0.4908607146646892
0001193125-13-197418,1.0,20111231.0,0.0,486333000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136960000.0,1908,0.0027145626270000003,486333000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486333000.0,0.0,0.0,0.0
0001193125-13-197418,1.0,20120331.0,16471000.0,374334000.0,119559000.0,60111000.0,22422000.0,98267000.0,-33000.0,-9768000.0,-51000.0,6675000.0,130527000.0,912267000.0,231008000.0,1908,0.0027145626270000003,381037000.0,6.338889720683403,66786000.0,0.2891068707577227,814000000.0,0.8922826321679946,55.38625462934855,6.59008272797328,0.018055021172529533,511531000.0,-6.451221920089623e-05,0.14659788556969972,1.3575736367883862
0001193125-13-197418,1.0,20121231.0,434280000.0,547113000.0,0.0,414966000.0,106271000.0,0.0,98406000.0,4474687000.0,0.0,2570523000.0,1045841000.0,0.0,4431880000.01,1908,0.0027145626270000003,5456080000.0,13.148257929565315,2985489000.0,0.6736394035924401,0.0,0.0,0.0,0.0,0.0,6600327000.0,0.01490926131387127,0.09224016415070757,0.0
0001193125-13-197418,1.0,20130331.0,482940000.0,485640000.0,112632000.0,499143000.0,133948000.0,12101000.0,87024000.0,4451881000.0,2994000.0,2633451000.0,1274383000.0,1034559000.0,4458861000.01,1908,0.0027145626270000003,5420461000.0,10.8595352434072,3132594000.0,0.7025547555738952,1022458000.0,0.9883032287187101,2.1422102124487514,170.38477264225625,0.46680759628015417,6781868000.0,0.012831862843688535,0.09511116349778567,0.1341556633069237
0001193125-13-318094,1.0,20111231.0,0.0,324222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151860000.0,1936,0.0019363402929999998,324222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324222000.0,0.0,0.0,0.0
0001193125-13-318094,1.0,20120331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142436000.0,1936,0.0019363402929999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-318094,1.0,20120630.0,30168000.0,206472000.0,133124000.0,58158000.0,30794000.0,111701000.0,-30000.0,23520000.0,126000.0,13222000.0,212408000.0,1977818000.0,339451000.0,1936,0.0019363402929999998,260160000.0,4.473331269988652,71380000.0,0.21028071798286055,1866117000.0,0.9435231148669898,65.56012993900822,5.567408123497713,0.015253172941089625,472538000.0,-6.348695766256185e-05,0.12661902451460103,3.6674151073564456
0001193125-13-318094,1.0,20121231.0,289520000.0,366816000.0,0.0,276644000.0,106271000.0,0.0,83146000.0,3005282000.0,0.0,1713682000.0,807585000.0,0.0,2939386000.01,1936,0.0019363402929999998,3661618000.0,13.235848238168911,1990326000.0,0.6771230454228293,0.0,0.0,0.0,0.0,0.0,4552349000.0,0.018264416897737834,0.11628856187408082,0.0
0001193125-13-318094,1.0,20130331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268725000.0,1936,0.0019363402929999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-318094,1.0,20130630.0,413215000.0,354834000.0,97160000.0,258226000.0,148457000.0,13870000.0,70820000.0,2996703000.0,9140000.0,1775468000.0,1038747000.0,2127826000.0,3073451000.01,1936,0.0019363402929999998,3764752000.0,14.579291008651337,2033694000.0,0.6616972256897484,2113956000.0,0.9934816098684761,5.14944036397517,70.88148889993825,0.1941958599998308,4874319000.0,0.014529209105928476,0.12504759081000402,0.4137595426150812
0001193125-13-366573,1.0,20111231.0,0.0,2215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,0.011676389009999998,2215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2215000.0,0.0,0.0,0.0
0001193125-13-366573,1.0,20120630.0,613000.0,19869000.0,-8805000.0,17574000.0,288000.0,23140000.0,1719000.0,1960000.0,12112000.0,1243000.0,7012000.0,12912000.0,-36576000.0,550,0.011676389009999998,22442000.0,1.277000113804484,18817000.0,-0.5144630358705162,-10228000.0,-0.7921313506815365,21.063621533442088,17.328454151177198,0.047475216852540275,31173000.0,0.05514387450678471,0.03945205479452055,-0.04564847784942097
0001193125-13-366573,1.0,20120731.0,0.0,0.0,0.0,0.0,0.0,341000.0,0.0,4634000.0,0.0,0.0,0.0,0.0,0.0,550,0.011676389009999998,4634000.0,0.0,0.0,0.0,-341000.0,0.0,0.0,0.0,0.0,4634000.0,0.0,0.0,-0.07358653431160984
0001193125-13-366573,1.0,20121231.0,2970000.0,19145000.0,0.0,90528000.0,0.0,261000.0,0.0,120819000.0,0.0,141845000.0,3528000.0,2020000.0,-114314000.0,550,0.011676389009999998,142934000.0,1.5788927182750088,232373000.0,-2.032760641741169,1759000.0,0.8707920792079208,0.6801346801346801,536.6584158415842,1.4702970297029703,146462000.0,0.0,0.0,0.01200994114514345
0001193125-13-366573,1.0,20130331.0,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,3700000.0,11200000.0,0.0,0.0,0.0,550,0.011676389009999998,0.0,0.0,11200000.0,0.0,-24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-366573,1.0,20130430.0,0.0,0.0,0.0,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,0.011676389009999998,0.0,0.0,74000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-366573,1.0,20130531.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,3629000.0,0.0,0.0,0.0,550,0.011676389009999998,5000000.0,0.0,3629000.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0
0001193125-13-366573,1.0,20130630.0,4840000.0,-2870000.0,-11422000.0,117489000.0,356000.0,42213024.07,243000.0,115138000.0,-5592000.0,132121000.0,15535000.0,33504000.0,-179755000.0,550,0.011676389009999998,117108000.0,0.9967571432219187,249610000.0,-1.3886122778225918,-8709024.07,-0.259939830169532,6.9223140495867765,52.72803247373448,0.1444603629417383,132886000.0,0.0018286350706621102,0.022402617833994085,0.020415814532757398
0001193125-13-433908,1.0,20111231.0,0.0,162111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151860000.0,624,0.007608388369,162111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162111000.0,0.0,0.0,0.0
0001193125-13-433908,1.0,20120630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14699000.0,624,0.007608388369,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-433908,1.0,20120930.0,41851000.0,110490000.0,89599000.0,26780000.0,23840000.0,146813000.0,-26000.0,23131000.0,385000.0,9450000.0,138934000.0,1381107000.0,312139000.0,624,0.007608388369,175472000.0,6.552352501867065,36230000.0,0.11607008416122304,1234294000.0,0.8936990399730071,33.00057346299969,11.060413856420972,0.030302503716221844,314380000.0,-8.270246198871511e-05,0.1464607369727352,3.641119027927985
0001193125-13-433908,1.0,20121231.0,144760000.0,184445000.0,0.0,138322000.0,106271000.0,2038000.0,67886000.0,1549171000.0,0.0,856841000.0,569329000.0,0.0,1448966000.01,624,0.007608388369,1878376000.0,13.579734243287401,995163000.0,0.6868090762606797,-2038000.0,0.0,0.0,0.0,0.0,2515591000.0,0.026986103861875832,0.15729869745411487,-0.0008101475955352043
0001193125-13-433908,1.0,20130630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29712000.0,624,0.007608388369,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-13-433908,1.0,20130930.0,285417000.0,122377000.0,54616000.0,135814000.0,154096000.0,92856000.0,65033000.0,1594732000.0,228617000.0,1125981000.0,763201000.0,1431903000.0,1714716000.01,624,0.007608388369,2002526000.0,14.744621320335165,1261795000.0,0.7358623818711911,1339047000.0,0.935152031946298,5.016880564227078,72.75437302666452,0.19932704938812196,2830760000.0,0.022973689044638146,0.16798921178200735,0.4537406915457333
0001193125-14-080002,1.0,20081231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700000000.0,0.0,0.0,0.0,3396,0.0028624108390000002,0.0,0.0,1700000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-14-080002,1.0,20100930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550000000.0,0.0,0.0,0.0,3396,0.0028624108390000002,0.0,0.0,1550000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-14-080002,1.0,20101231.0,0.0,802612000.0,0.0,0.0,0.0,0.0,0.0,6160000.0,0.0,0.0,0.0,0.0,2589524000.0,3396,0.0028624108390000002,808772000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808772000.0,0.0,0.0,0.0
0001193125-14-080002,1.0,20110331.0,0.0,0.0,0.0,0.0,0.0,269.84,0.0,0.0,0.0,0.0,0.0,0.0,49400000.0,3396,0.0028624108390000002,0.0,0.0,0.0,0.0,-269.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-14-080002,1.0,20110630.0,0.0,0.0,0.0,0.0,0.0,284.28,0.0,0.0,0.0,0.0,0.0,0.0,49700000.0,3396,0.0028624108390000002,0.0,0.0,0.0,0.0,-284.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-14-080002,1.0,20110930.0,0.0,0.0,0.0,0.0,0.0,183900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3396,0.0028624108390000002,0.0,0.0,0.0,0.0,-183900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0001193125-14-080002,1.0,20111231.0,78816000.0,202012000.0,542992000.0,42534000.0,867291000.0,7379232000.0,6335384000.0,8587276010.95,4288282000.0,2555649000.0,1062895000.0,17264572000.0,2383593000.0,3396,0.0028624108390000002,8868104010.95,208.49447526566985,2598183000.0,1.0900279535977828,9885340000.0,0.5725794997987786,219.04907632967925,1.6662932622945996,0.0045651870199852045,16266383010.95,0.38947711951299957,0.44933027179764023,0.5743346872940982
0001193125-14-080002,1.0,20120331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000000.0,0.0,0.0,0.0,3396,0.0028624108390000002,0.0,0.0,250000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
