fraud,adsh,ddate,CurrentAssets,Expenses,Goodwill,Income,Liabilities,LongtermAssets,ShareholdersEquity,
0,0001359841-18-000018,20131231,43757000,158469005.9,,,,,,
0,0001359841-18-000018,20141231,256711000,,,,,,1386772000,
0,0001359841-18-000018,20151231,2513036000,5370585012,834315000,15187242002,4005755000,3273772000,1461218000,
0,0001359841-18-000018,20160331,,,,1836934000,,,,
0,0001359841-18-000018,20160630,,,,2286308001,,,,
0,0001359841-18-000018,20160930,,,,2758101001,,,,
0,0001359841-18-000018,20161231,29511285000,5286200011,1409367000,17075109004,30518291000,7573466000,1833155000,
0,0001359841-18-000018,20170131,,,,,,,0.15,
0,0001359841-18-000018,20170228,0.15,,,,,,,
0,0001359841-18-000018,20170331,,,,2061120000,,,,
0,0001359841-18-000018,20170531,0.15,,,,,,,
0,0001359841-18-000018,20170630,,,,2637576001,,,,
0,0001359841-18-000018,20170831,0.15,,,,,,,
0,0001359841-18-000018,20170930,,,,2884439001,,,,
0,0001359841-18-000018,20171130,0.15,,,,,,,
0,0001359841-18-000018,20171231,28799894000,5844483017,1155738000,17907362998,33329118000,8437920000,879754000,
0,0001360530-18-000012,20140831,,,,,,,370000000,
0,0001360530-18-000012,20141231,17963000,,,,,,551934000,
0,0001360530-18-000012,20151231,78094000,940148000,0,2047379000,174304000,720516000,865333000,
0,0001360530-18-000012,20160331,218000,2518000,0,495065000,,,,
0,0001360530-18-000012,20160630,0,3356000,0,471698000,,,,
0,0001360530-18-000012,20160930,197000,1363000,0,448648000,,,,
0,0001360530-18-000012,20161231,2553517008,956972025.3,551810000,2310374000,1217819000,1766612000,1112950028,
0,0001360530-18-000012,20170331,0,671000,0,439320000,,,,
0,0001360530-18-000012,20170630,3765000,13655000,164325000,66779000,,,,
0,0001360530-18-000012,20170930,59692000,3933000,46308000,179825000,,,,
0,0001360530-18-000012,20171231,2662975000,913544125.5,907771000,1172194000,940885000,3168219000,507960000,
0,0001360604-18-000018,20141231,62424000,,,,,383966000,1476421000,
0,0001360604-18-000018,20151231,1483704001,762211000,,2213334001,526866000,2511692000,1749529000,
0,0001360604-18-000018,20160331,,,,127356000,,,,
0,0001360604-18-000018,20160630,,,,140270000,,,,
0,0001360604-18-000018,20160930,,,,131617000,,,,
0,0001360604-18-000018,20161231,14273605001,902066000,,4282242001,18845961000,28041459000,7539096000,
0,0001360604-18-000018,20170331,,,,152317000,,,,
0,0001360604-18-000018,20170630,,,,128153000,,,,
0,0001360604-18-000018,20170930,,,,203880000,,,,
0,0001360604-18-000018,20171031,,,,,,,29.4,
0,0001360604-18-000018,20171231,37124749001,1247990000,,12893290001,32952707000,59848421000,16960691000,
0,0001360901-18-000006,20101231,,,,,,,16090000,
0,0001360901-18-000006,20141231,352160000,,,,,,712233000,
0,0001360901-18-000006,20151231,2268031000,3401377000,426981000,4064717000,185463000,1531750000,1907335001,
0,0001360901-18-000006,20160131,,,,,,,6482000,
0,0001360901-18-000006,20160331,,241588000,,280443000,,17412000,19772000.31,
0,0001360901-18-000006,20160630,,288051000,,439012000,,64269000,73775000.31,
0,0001360901-18-000006,20160930,8302000,301229000,,507272000,2343000,88782000,104659000.3,
0,0001360901-18-000006,20161130,,,,,,14730000,,
0,0001360901-18-000006,20161231,5629353001,5531827000,373422000,5787191000,4168624000,2478989000,3588097050,
0,0001360901-18-000006,20170228,,,,,,,7071000,
0,0001360901-18-000006,20170331,,275918000,,580957000,,112939000,126815000.3,
0,0001360901-18-000006,20170630,,324204000,,436990000,,48336000,56029000.34,
0,0001360901-18-000006,20170930,,319531000,,541409000,,88897000,103068000.3,
0,0001360901-18-000006,20171031,488000,,,34842000,,,,
0,0001360901-18-000006,20171130,,,,,,,1429000,
0,0001360901-18-000006,20171231,5195776001,6050145000,359296000,7267652000,3693234000,3413465000,4880762077,
0,0001361658-18-000003,20141231,965000000,,,,,,1257000000,
0,0001361658-18-000003,20150331,0.35,,,,,,,
0,0001361658-18-000003,20150630,0.35,,,,,,,
0,0001361658-18-000003,20150930,0.35,,,,,,,
0,0001361658-18-000003,20151231,7073000002,8074000000,,14610000010,4199000000,3890000000,3439000000,
0,0001361658-18-000003,20160331,0.5,35000000,,1430000002,-11000000,438000000,81000000,
0,0001361658-18-000003,20160630,0.5,33000000,,1653000003,0,601000000,147000000,
0,0001361658-18-000003,20160930,0.5,33000000,,1864000004,0,637000000,153000000,
0,0001361658-18-000003,20161231,56070000003,12164000000,1221000000,17799000014,44102000000,10458000000,11278000000,
0,0001361658-18-000003,20170331,0.58,35000000,,1489000003,,449000000,129000000,
0,0001361658-18-000003,20170630,-6999999.42,39000000,,1504000002,,335000000,67000000,
0,0001361658-18-000003,20170930,0.58,41000000,,1907000004,,667000000,161000000,
0,0001361658-18-000003,20171031,,,,,,,1000000000,
0,0001361658-18-000003,20171231,66044000003,12781000000,1336000000,16676000026,56459000000,10689000000,21428000000,
0,0001362468-18-000008,20141231,89610091.15,,,,,,294065000,
0,0001362468-18-000008,20151231,137924547.7,2137512000,,4806709000,241955001.1,367061000,1809659433,
0,0001362468-18-000008,20161231,2290267579,2640053000,,5029955000,6650908002,5620938000,3486936167,
0,0001362468-18-000008,20171231,3219685622,3137336000,,4454280000,10417501003,6379060000,3786950145,
0,0001362988-18-000067,20141231,268540016.2,,,,,,1720335000,
0,0001362988-18-000067,20150228,17860000,,,,,,0.22,
0,0001362988-18-000067,20150430,17863000,,,,,,0.22,
0,0001362988-18-000067,20150731,17860000,,,,,,0.22,
0,0001362988-18-000067,20151031,19377000,,,,,,0.24,
0,0001362988-18-000067,20151231,708005075.4,1261603000,,1208681000,2003788000,4183467000,2096553001,
0,0001362988-18-000067,20160131,18915000,,,,,,0.24,
0,0001362988-18-000067,20160331,,,,219927000,,,,
0,0001362988-18-000067,20160430,18915000,,,,,,0.24,
0,0001362988-18-000067,20160630,,,,210018000,,,,
0,0001362988-18-000067,20160731,18872000,,,,,,0.24,
0,0001362988-18-000067,20160930,,,,222089000,,,,
0,0001362988-18-000067,20161031,20434000,,,,,,0.26,
0,0001362988-18-000067,20161231,9341408071,1219031000,,1466517000,24240317000,12432475000,4046155001,
0,0001362988-18-000067,20170131,20466000,,,,,,0.26,
0,0001362988-18-000067,20170331,,,,246712000,,,,
0,0001362988-18-000067,20170430,20482000,,,,,,0.26,
0,0001362988-18-000067,20170630,,,,216418000,,,,
0,0001362988-18-000067,20170731,20464000,,,,,,0.26,
0,0001362988-18-000067,20170930,,,,248842000,,,,
0,0001362988-18-000067,20171031,22039000,,,,,,0.28,
0,0001362988-18-000067,20171231,15222666081,1268158000,,1403946000,32275051000,13275618000,4288107001,
0,0001363829-18-000026,20141231,1429622000,0,,,7864646000,,,
0,0001363829-18-000026,20151231,2714978000,8408585000,73071000,14858287023,11236745000,1350371000,1094425000,
0,0001363829-18-000026,20160331,,50427000,,627124004.7,83218000,181491000,125254000,
0,0001363829-18-000026,20160630,,49268000,,654335004.2,96462000,183641000,112043000,
0,0001363829-18-000026,20160930,,55101000,,821902016.1,-6902000,217727000,355516000,
0,0001363829-18-000026,20161130,,,,,,,620000000,
0,0001363829-18-000026,20161231,35639128000,14501080000,73071000,16780837030,56339215000,10391129000,9570841002,
0,0001363829-18-000026,20170331,,27689000,,624441005.6,77892000,209726000,157964000,
0,0001363829-18-000026,20170630,,37928000,,647345009.3,9620000,207784000,229471000,
0,0001363829-18-000026,20170930,,30691000,,513422004,75712000,181654000,27932000,
0,0001363829-18-000026,20171231,53809432000,16471395000,73071000,21716588045,86441848000,25836468000,10800496002,
0,0001364099-18-000004,20141231,39005000,30.87,,,,,588007000,
0,0001364099-18-000004,20150331,10198000.48,,,,,,10198000.48,
0,0001364099-18-000004,20150630,9863000.48,,,,,,9863000.48,
0,0001364099-18-000004,20150930,9261000.48,8600000,,,,,9261000.48,
0,0001364099-18-000004,20151231,701692014.5,145348160,84373000,1800734000,267402000,481725000,697712056.3,
0,0001364099-18-000004,20160331,9256000.48,,,243188000,,,9256000.48,
0,0001364099-18-000004,20160630,9308000.48,,,230142000,,,9308000.48,
0,0001364099-18-000004,20160930,9327000.48,,,240220000,,,9327000.48,
0,0001364099-18-000004,20161231,1791356007,103387155.8,84373000,2038334000,1403552000,2623777000,1206309002,
0,0001364099-18-000004,20170331,9349000.48,,,213410000,,,9349000.48,
0,0001364099-18-000004,20170630,9373000.48,,,229439000,,,9373000.48,
0,0001364099-18-000004,20170930,9373000.48,,,236390000,,,9373000.48,
0,0001364099-18-000004,20171231,2155521014,122841189.1,152700000,1991870000,1911554000,2364769000,1146785002,
0,0001364250-18-000007,20141231,18823018.48,123017018,,,,1517417000,2313724000,
0,0001364250-18-000007,20151231,468606083.6,1141228034,,2447336000,3037427000,8382208000,2672741001,
0,0001364250-18-000007,20160331,,,,199984000,,,,
0,0001364250-18-000007,20160630,,,,227477000,,,,
0,0001364250-18-000007,20160930,,,,259767000,,,,
0,0001364250-18-000007,20161231,8840011101,1524999033,,3118085000,24657283000,31590929000,8682056001,
0,0001364250-18-000007,20170331,,,,235310000,,,,
0,0001364250-18-000007,20170630,,,,242029000,,,,
0,0001364250-18-000007,20170930,,,,262871000,,,,
0,0001364250-18-000007,20171231,31254576115,1523080038,,10164035000,41066267000,57855148000,16443007001,
0,0001364479-18-000005,20140331,,,,,,,1000000000,
0,0001364479-18-000005,20141231,28000000,,,,,,1693700000,
0,0001364479-18-000005,20151231,99300018.06,1065700000,,4701900000,33300000,4894600000,5285100000,
0,0001364479-18-000005,20160331,,,,364100000,,,-1500000,
0,0001364479-18-000005,20160630,,,,372400000,,,-2700000,
0,0001364479-18-000005,20160930,,,,406600000,,,6700000,
0,0001364479-18-000005,20161231,5575400014,2600700038,1531800000,7346900000,10787500000,17937700000,-1709100000,
0,0001364479-18-000005,20170331,,,,350200000,,,-54300000,
0,0001364479-18-000005,20170630,29300000,,,388200000,,,-49800000,
0,0001364479-18-000005,20170930,,,,470400000,,119500000,18600000,
0,0001364479-18-000005,20171231,6109500000,2733800193,1531800000,3942900000,11298900000,21832500000,1201100077,
0,0001364954-18-000039,20141231,60389000,,,,,,247043000,
0,0001364954-18-000039,20151231,129140000,498316000,91301000,681490000,578000,279674000,254378000,
0,0001364954-18-000039,20160331,,-44000,,78700000,,,,
0,0001364954-18-000039,20160630,,-200000,,75657000,,,,
0,0001364954-18-000039,20160930,,-100000,,87924000,,,,
0,0001364954-18-000039,20161231,1022414000,492233619.6,141177000,792592000,496183000,302281000,437298003.8,
0,0001364954-18-000039,20170331,,900000,,97407000,,,,
0,0001364954-18-000039,20170630,,59000,,89567000,,,,
0,0001364954-18-000039,20170930,,64000,,91408000,,,,
0,0001364954-18-000039,20171231,1423509000,675812991.3,134305000,950616000,1026315000,397686000,1104327008,
0,0001365135-18-000013,20141231,1831800000,,,,,,1387300000,
0,0001365135-18-000013,20150331,,,,,,,0.155,
0,0001365135-18-000013,20150630,,,,,,,0.155,
0,0001365135-18-000013,20150930,,,,,,,0.155,
0,0001365135-18-000013,20151231,10941900004,4996400000,6327600000,20469900000,774900000,2108000000,5160400021,
0,0001365135-18-000013,20160331,,1039100000,,1732700000,,,217500000.2,
0,0001365135-18-000013,20160630,,1132500000,,1820700000,,,222500000.2,
0,0001365135-18-000013,20160930,,1119500000,,1857800000,,,240000000.2,
0,0001365135-18-000013,20161231,29817900020,11054200017,6322200000,14911300000,33793400000,6710200000,3945800021,
0,0001365135-18-000013,20170331,,1077200000,,1728600000,,,213100000.2,
0,0001365135-18-000013,20170630,,1199100000,,1747700000,,,184400000.2,
0,0001365135-18-000013,20170930,,1151000000,,1883100000,,,239200000.2,
0,0001365135-18-000013,20171130,,,,,80300000,,,
0,0001365135-18-000013,20171231,31079800072,10929700091,7341700000,20699200000,42038700000,7412600000,140100021.4,
0,0001365555-18-000052,20141231,880899000,5.8,,,9187005000,,2071394000,
0,0001365555-18-000052,20150331,,,,,,,5989025,
0,0001365555-18-000052,20151231,3275664011,5950756049,1285148000,18525504000,26927652000,3654141000,3989808001,
0,0001365555-18-000052,20160331,,145141000,,1376223000,,321883000,88658025,
0,0001365555-18-000052,20160630,,152256000,,1540257000,,345221000,127156000,
0,0001365555-18-000052,20160930,,161375000,,1516628000,,363911000,89956025,
0,0001365555-18-000052,20161231,59024909006,10002126062,1991712000,28718562000,104845548000,18102470000,13093289007,
0,0001365555-18-000052,20170331,,186454000,,1503532000,,391540000,22632000,
0,0001365555-18-000052,20170630,,224089000,,1631232000,,422421000,5829000,
0,0001365555-18-000052,20170831,,,,90000000,,,,
0,0001365555-18-000052,20170930,,200223000,,1237595000,,398189000,-174675000,
0,0001365555-18-000052,20171231,69335562000,12671564014,1901500000,32366217000,110551804000,35699505000,10855330034,
0,0001366340-18-000013,20141231,17505000,,,,,,18124000,
0,0001366340-18-000013,20151231,28391000,19729000,,-22116000,283000,7655000,-5386001.12,
0,0001366340-18-000013,20161231,127492000,19479000,,60973000,33270000,19110000,6895000.04,
0,0001366340-18-000013,20170630,,,,,,,0.0001,
0,0001366340-18-000013,20171231,269168000,38436000,,189991000,106820000,51465000,147372001.8,
0,0001366744-18-000007,20141231,32522840,,,,,,147849311,
0,0001366744-18-000007,20150331,,,,69130413,,,,
0,0001366744-18-000007,20150630,,,,98620257,,,,
0,0001366744-18-000007,20150930,,,,93577900,,,,
0,0001366744-18-000007,20151231,21579535,246431374,,431019909,-2738995,21666401,148980824,
0,0001366744-18-000007,20160331,,,,68106132,,,,
0,0001366744-18-000007,20160630,,,,96287324,,,,
0,0001366744-18-000007,20160930,,,,91481272,,,,
0,0001366744-18-000007,20161231,368059171,290217827,,502886334,264715181,629188322,151237372,
0,0001366744-18-000007,20170331,,,,76286395,,,,
0,0001366744-18-000007,20170630,,,,90482794,,,,
0,0001366744-18-000007,20170930,,,,80727440,,,,
0,0001366744-18-000007,20171231,442169522,317961339,,403441244,405222780,771084243,151600547,
0,0001366868-18-000007,20141231,49827000,,,129000,,,78916000,
0,0001366868-18-000007,20150831,,,,,,,75000000,
0,0001366868-18-000007,20151231,343410000,296344000,,927085000,33354000,274453000,363736000,
0,0001366868-18-000007,20160331,,,,-20809000,,,,
0,0001366868-18-000007,20160630,,,,22774000,,,,
0,0001366868-18-000007,20160930,,,,8204000,,,,
0,0001366868-18-000007,20161031,,,,,,,1400000,
0,0001366868-18-000007,20161231,3784704000,2003917000,,-509270000,5369299000,3247158000,-1440954000,
0,0001366868-18-000007,20170331,,,,-10711000,,,500000,
0,0001366868-18-000007,20170630,,,,-83121000,,,,
0,0001366868-18-000007,20170930,,,,72071000,,,,
0,0001366868-18-000007,20171031,,,,,,,115000000,
0,0001366868-18-000007,20171231,3427864000,2253893000,,185381000,6010493000,3264522000,-1050511000,
0,0001367064-18-000006,20141231,1945000,,,,,,,
0,0001367064-18-000006,20150430,35903000,0.5625,,,,,,
0,0001367064-18-000006,20150731,39084000,0.5675,,,,,,
0,0001367064-18-000006,20151031,39680000,0.5725,,,,,,
0,0001367064-18-000006,20151231,505239000,1151344002,255514000,1090299000,747036000,426275000,-170501000,
0,0001367064-18-000006,20160131,39680000,0.5725,,,,,,
0,0001367064-18-000006,20160331,6300000,4100000,,203168000,,,520000,
0,0001367064-18-000006,20160430,17513000,0.285,,,,,,
0,0001367064-18-000006,20160630,8300000,1200000,,187896000,,,3311000,
0,0001367064-18-000006,20160731,17513000,0.285,,,,,,
0,0001367064-18-000006,20160930,7900000,1900000,,178107000,,,-567000,
0,0001367064-18-000006,20161031,17513000,0.285,,,,,,
0,0001367064-18-000006,20161231,2568825000,949927001.4,0,1729649000,3948803000,6767406000,-32740000,
0,0001367064-18-000006,20170131,19107000,0.285,,,,,,
0,0001367064-18-000006,20170331,6200000,,,179204000,300000,,-4316000,
0,0001367064-18-000006,20170430,19124000,0.285,,,,,,
0,0001367064-18-000006,20170630,3100000,,,187135000,,,5275000,
0,0001367064-18-000006,20170731,20459000,0.285,,,,,,
0,0001367064-18-000006,20170930,5400000,,,180611000,,,-4013000,
0,0001367064-18-000006,20171031,20459000,0.285,,,,,,
0,0001367064-18-000006,20171231,2834954000,829104001.1,0,905557000,8301420000,7021318000,27776000,
0,0001367644-18-000014,20141231,281747000,,,,,,553201000,
0,0001367644-18-000014,20151231,512736000,329854000,,1578155003,21659000,362617000,1020521000,
0,0001367644-18-000014,20160331,,,,120214000.2,,,11889000,
0,0001367644-18-000014,20160630,,,,69346999.46,,,47958000,
0,0001367644-18-000014,20160930,,,,200684001,,,20388000,
0,0001367644-18-000014,20161231,2414490000,703243000,82002000,1688783004,1869723000,1394605000,998544000,
0,0001367644-18-000014,20170331,,,,131768000.5,,,10485000,
0,0001367644-18-000014,20170630,,,,109301000.2,,,4616000,
0,0001367644-18-000014,20170930,,,,197203001.5,,,33551000,
0,0001367644-18-000014,20171231,3011625000,1008447000,106389000,1981527005,1653439000,1518874000,1973687000,
0,0001367859-18-000013,20160930,16114000,8.67,,,182959000,,,
0,0001367859-18-000013,20161231,1151545000,12756000,,25944000,19150000,-16441000,-6859000,
0,0001367859-18-000013,20170930,5869368000,6922059.62,10444000,2876000,2522599000,10149000,154403000,
0,0001367859-18-000013,20171231,6670693000,23420047.89,10444000,29737000,2384145000,19333000,157163000.2,
0,0001367920-18-000012,20111231,,,,,27500000,,,
0,0001367920-18-000012,20120331,,,,,12500000,,,
0,0001367920-18-000012,20141231,13396000,,,,,,54825000,
0,0001367920-18-000012,20150630,,,,50200000,,,,
0,0001367920-18-000012,20151231,250600000,77785000,,402880000,6943000,178651000,278435000,
0,0001367920-18-000012,20160331,,14030000,,-27704000,,,,
0,0001367920-18-000012,20160630,,13644000,,-26811000,,,,
0,0001367920-18-000012,20160930,,11494000,,-22686000,,,,
0,0001367920-18-000012,20161231,353590000,368412000,,10302000,127552000,168297000,-287929000,
0,0001367920-18-000012,20170331,,13490000,,-26646000,,,,
0,0001367920-18-000012,20170630,,12992000,,-26039000,,,,
0,0001367920-18-000012,20170930,,12011000,,404328000,,,,
0,0001367920-18-000012,20171231,742428000,386613000,,565069000,302065000,316276000,513551000,
0,0001368265-18-000010,20141231,92381000,,,,,,465035000,
0,0001368265-18-000010,20151231,671606000,864524000,91967000,667000000,51743000,226687000,-252145000,
0,0001368265-18-000010,20161231,2951703000,775170000,94069000,1046039000,1833884000,3419879000,1644790000,
0,0001368265-18-000010,20170331,,,26576000,,,,,
0,0001368265-18-000010,20170930,32274000,,,,,,,
0,0001368265-18-000010,20171231,2636112000,813774000,95946000,750171000,1741249000,3074484000,1136797000,
0,0001370053-18-000014,20141231,22273000,,,,,,-30835000,
0,0001370053-18-000014,20151231,114119000,40095000,,-14729000,2088000,4516000,3513000,
0,0001370053-18-000014,20160331,,,,-1139000,,,-888000,
0,0001370053-18-000014,20160630,,,,2363000,,,2322000,
0,0001370053-18-000014,20160930,,,,-1075000,,,-1115000,
0,0001370053-18-000014,20161231,314161000,60617004.34,,-4574000,105704000,13845000,-102733000,
0,0001370053-18-000014,20170331,,,,-9988000,,,-11435000,
0,0001370053-18-000014,20170630,,,,-2555000,,,-2684000,
0,0001370053-18-000014,20170930,,,,-9087000,,,-9090000,
0,0001370053-18-000014,20171031,,,,,,,194700000,
0,0001370053-18-000014,20171231,916629000,803816458.3,,-70392000,1409273000,25497000,853740000,
0,0001370368-18-000005,20141231,13023000000,,,,1772000000,,70844000000,
0,0001370368-18-000005,20150228,45500000000,,2400000000,3900000000,,7600000000,,
0,0001370368-18-000005,20151231,51297000000,52579000000,4838000000,262939000029,29148000000,2917000000,65979000000,
0,0001370368-18-000005,20161231,708378000000,52721600000,31054000000,191114000011,445603000000,97963000000,146049000000,
0,0001370368-18-000005,20171231,721539000000,57765200000,31844000000,206435000013,477176000000,113823000000,150332000000,
0,0001370368-18-000015,20171231,,250000,,,,,,
0,0001370416-18-000003,20141231,94005000,,,23109000,,,172805000,
0,0001370416-18-000003,20151231,5696000,209906000,3008000,1097842998,17834000,69353000,-560372000,
0,0001370416-18-000003,20161231,2818794000,391540000,2838000,1027491999,1027276000,537852000,-130273000,
0,0001370416-18-000003,20170531,16250000,,,,,,,
0,0001370416-18-000003,20170731,,,,,,,25050001.5,
0,0001370416-18-000003,20171231,2625335000,362306000,3725000,2081055000,1052431000,574162000,-83475000,
0,0001370637-18-000020,20141231,71898000,134386005.3,,,,,67088000,
0,0001370637-18-000020,20151231,773786006.9,470043035.8,27752000,1169348000,32371000,141427000,515810000,
0,0001370637-18-000020,20161231,1258750004,1171454031,43562000,1529986000,1401445000,551676000,250311000,
0,0001370637-18-000020,20170630,1668000,11260000,,,,,,
0,0001370637-18-000020,20170930,965000,1766000,,,,,,
0,0001370637-18-000020,20171130,,,,,,,100000000,
0,0001370637-18-000020,20171231,2003704005,1347007050,41425000,1563074000,1213023000,813985000,656585035.1,
0,0001370702-18-000004,20141231,22058000,,,,,,-149993000,
0,0001370702-18-000004,20151231,28384001.18,95308000,,142855000,2644000,9160000,-147618000,
0,0001370702-18-000004,20161231,931171022.6,573752000,,359116000,279253000,37770000,256723000,
0,0001370702-18-000004,20171231,603526025.6,690335000,,363474000,619468000,95097000,76721000,
0,0001370880-18-000011,20141231,167627039.6,9.13,,,,,1250828000,
0,0001370880-18-000011,20150630,,,,,,,150000000,
0,0001370880-18-000011,20151231,1137917143,2681233030,750288000,82983000,1140612000,867806000,759647000,
0,0001370880-18-000011,20161231,7402295097,5823235040,1206232000,1849827000,5550171000,2054717000,-1075808000,
0,0001370880-18-000011,20171231,8092240089,5730773066,991062000,2924183000,7685880000,2212939000,-975277000,
0,0001370880-18-000015,20141231,167627039.6,9.13,,,,,1250828000,
0,0001370880-18-000015,20150630,,,,,,,150000000,
0,0001370880-18-000015,20151231,1137917143,2681233030,750288000,82983000,1140612000,867806000,759647000,
0,0001370880-18-000015,20161231,7402295097,5823235040,1206232000,1849827000,5550171000,2054717000,-1075808000,
0,0001370880-18-000015,20171231,8092240089,5730773066,991062000,2924183000,7685880000,2212939000,-975277000,
0,0001370946-18-000010,20141231,173000000,31.04,,,,,3730000000,
0,0001370946-18-000010,20151231,727000000,5944000141,,15731000000,42000000,1531000000,4083000001,
0,0001370946-18-000010,20160331,,,,1594000000,,,,
0,0001370946-18-000010,20160630,,,,2172000000,,,,
0,0001370946-18-000010,20160930,,,,2069000000,,,,
0,0001370946-18-000010,20161231,21398000000,10276000131,1336000000,18469000000,17835000000,14555000000,10084000001,
0,0001370946-18-000010,20170331,,,,1965000000,,,,
0,0001370946-18-000010,20170531,,,,,600000000,,,
0,0001370946-18-000010,20170630,,,,2169000000,,,,
0,0001370946-18-000010,20170930,,,,2255000000,-71000000,,,
0,0001370946-18-000010,20171231,23930000000,11315000108,1678000000,25753000000,26179000000,16447000000,11303000075,
0,0001371285-18-000014,20141231,98205000,21116003.19,,,,,59275000,
0,0001371285-18-000014,20151231,-101114996.5,220286021.3,,134744000,-30283000,28196000,7076000,
0,0001371285-18-000014,20160331,,30604000,,54794000,,,-2572000,
0,0001371285-18-000014,20160630,,32466000,,59198000,,,-964000,
0,0001371285-18-000014,20160930,,34253000,,62465000,,,-1637000,
0,0001371285-18-000014,20161231,479580005.6,597008029.9,,329930000,286445000,157791000,-76468000,
0,0001371285-18-000014,20170331,,39187000,,70271000,,,-1482000,
0,0001371285-18-000014,20170630,,41009000,,6983626000,,,411000,
0,0001371285-18-000014,20170930,,43453000000,,7932925000,,,406000,
0,0001371285-18-000014,20171231,529817007.3,796952045.5,,540879000,404932000,257940000,-61691000,
0,0001371451-18-000004,20141031,15511589,,,,,,,
0,0001371451-18-000004,20150131,,,,38337084,,,,
0,0001371451-18-000004,20150430,,,,25291143,,,,
0,0001371451-18-000004,20150731,,,,36021934,,,,
0,0001371451-18-000004,20151031,2474905,106852996,,157765990,5155096,13484554,391375,
0,0001371451-18-000004,20160131,,,,21050951,,,,
0,0001371451-18-000004,20160430,,,,21138626,,,,
0,0001371451-18-000004,20160731,,,,30640889,,,,
0,0001371451-18-000004,20161031,173856544,99927908,,134456899,165642662,440280777,71678768,
0,0001371451-18-000004,20170131,,,,38008388,,,,
0,0001371451-18-000004,20170228,,,,,,,546000,
0,0001371451-18-000004,20170430,,,,23839212,,,4000,
0,0001371451-18-000004,20170731,,,,27664143,,,,
0,0001371451-18-000004,20171031,170198712,97546130,,139116563,183781138,453921060,72876063,
0,0001371451-18-000008,20161031,2129800,,,,,,,
0,0001371451-18-000008,20170131,1937143,23959265,,37833568,2819448,2694838,12297,
0,0001371451-18-000008,20171031,120032038,92069,,,116020311,386944941,72133969,
0,0001371451-18-000008,20180131,122956888,24174718,,21033209,142417696,402244551,69532413,
0,0001372414-18-000007,20140331,,,,,,,0.002,
0,0001372414-18-000007,20141231,100583000,,,891000,,,62916000,
0,0001372414-18-000007,20151231,-33903996.58,370173000,0,297721000,27910000,45915000,16534000,
0,0001372414-18-000007,20160229,,,,,,,10000000,
0,0001372414-18-000007,20160331,,41843000,,98657000,,7895000,-12378000,
0,0001372414-18-000007,20160630,,44407000,,131365000,,7725000,-7344000,
0,0001372414-18-000007,20160930,,40517000,,105063000,,6515000,-9627000,
0,0001372414-18-000007,20161231,753794003.2,433141006.2,513000,624654000,411049000,189840000,37419000,
0,0001372414-18-000007,20170331,,35855000,,94515000,,6297000,-8922000,
0,0001372414-18-000007,20170630,,37405000,,122848000,,5489000,-3676000,
0,0001372414-18-000007,20170930,,34751000,,101509000,,5700000,-6537000,
0,0001372414-18-000007,20171031,,,,,,,20000000,
0,0001372414-18-000007,20171231,629252000,359889021.3,513000,616356000,438195000,260806000,72558020.57,
0,0001373670-18-000015,20141231,26689000,,,,1900000,,181597000,
0,0001373670-18-000015,20150731,,,,170000000,,,,
0,0001373670-18-000015,20151231,450414000,250586000,,559622000,154919000,535214000,772386000,
0,0001373670-18-000015,20160331,,,,17508000,,,,
0,0001373670-18-000015,20160630,,,,28859000,,,,
0,0001373670-18-000015,20160930,,,,26887000,,,,
0,0001373670-18-000015,20161231,2271853010,321203007.5,,744848000,810789000,715066000,1258889000,
0,0001373670-18-000015,20170331,,,,27483000,,,,
0,0001373670-18-000015,20170630,,,,30615000,,,,
0,0001373670-18-000015,20170930,,,,34690000,,,,
0,0001373670-18-000015,20171231,2516497339,392356015,,908205000,1195548000,1276234000,1379975000,
0,0001373715-18-000058,20141231,262703000,,,,,,428675000,
0,0001373715-18-000058,20151231,1316496033,2995918017,55669000,4187486000,48743000,866555000,745608000,
0,0001373715-18-000058,20161231,9621976128,5106035163,109399000,6511138000,6287784000,1215406000,876445000,
0,0001373715-18-000058,20170531,,,,,,,55000101.7,
0,0001373715-18-000058,20171231,18948731138,7668891266,174922000,11364099000,15377312000,3350060000,1501312000,
0,0001374684-18-000006,20060731,300000,,,,,,,
0,0001374684-18-000006,20100331,300000,,,,,,,
0,0001374684-18-000006,20141231,50621000,,,,,,22991000,
0,0001374684-18-000006,20150531,,,,,,,255946000,
0,0001374684-18-000006,20151231,6302001.89,296512000,,155107000,5247000,-34121000,-14674000,
0,0001374684-18-000006,20161031,,10400000,,,,,,
0,0001374684-18-000006,20161231,1061858003,585750004.5,787000,671249000,760277000,81126000,302618000,
0,0001374684-18-000006,20170930,,,,,,67376000,,
0,0001374684-18-000006,20171231,2417909007,2130967043,814000,1392108000,1873247000,279445000,254508000,
0,0001375151-18-000006,20141231,43224000,,,,600000,,55279009.44,
0,0001375151-18-000006,20151231,378406000,150339000,0,182795000.5,-12601000,-17712000,276238000,
0,0001375151-18-000006,20160331,,,,-1352000,,-10220000,,
0,0001375151-18-000006,20160630,,,,-17322000,,-18246000,,
0,0001375151-18-000006,20160930,,,,-10806000,,-16618000,,
0,0001375151-18-000006,20161031,,1500000,,,,,,
0,0001375151-18-000006,20161231,820495000,190387015.5,6234000,-261564008.4,428993000,-27956000,103892000,
