fraud,adsh,ddate,CurrentAssets,Expenses,Goodwill,Income,Liabilities,LongtermAssets,ShareholdersEquity,
0,0001084961-18-000013,20160630,,197695000,,379451002.3,434100000,,30833000,
0,0001084961-18-000013,20160930,,200597000,,124420999.9,406961000,,-51946000,
0,0001084961-18-000013,20161231,19105738032,3500111015,785032000,2510515008,20882318000,6362153000,1451596000,
0,0001084961-18-000013,20170331,,196100000,,331315001.7,440863000,,15178000,
0,0001084961-18-000013,20170630,,210323000,,350503001.6,446182000,,19076000,
0,0001084961-18-000013,20170930,,202829000,,405231002.1,442996000,,42144000,
0,0001084961-18-000013,20171231,21128367132,3768007046,1072954000,4195870007,29201415000,11596145000,2782327000,
0,0001084991-18-000011,20141231,6181000,2786017.55,,,,,210587000,
0,0001084991-18-000011,20151231,90986010.33,95596084.14,,166157000,-7973000,174557000,243741000,
0,0001084991-18-000011,20160331,,,,27884000,,,,
0,0001084991-18-000011,20160630,,,,20326000,,,,
0,0001084991-18-000011,20160930,,,,19513000,,,,
0,0001084991-18-000011,20161231,603055012.7,77650059.14,10039000,140651000,526782000,526463000,478250000,
0,0001084991-18-000011,20170331,,,,19497000,,,,
0,0001084991-18-000011,20170630,,,,17007000,,,,
0,0001084991-18-000011,20170930,,,,17028000,,,,
0,0001084991-18-000011,20171231,625707037.1,80081087.6,10039000,68162000,456656000,514960000,522438039.3,
0,0001085392-18-000012,20090131,,,1700000000,,,,,
0,0001085392-18-000012,20141231,51629000,,,,,,3543328000,
0,0001085392-18-000012,20151231,244101000,4851226000,,8137168000,1953172000,1180240000,4396100000,
0,0001085392-18-000012,20160331,5338000,,,,,,,
0,0001085392-18-000012,20160930,12778000,,,,3200000,,,
0,0001085392-18-000012,20161231,19451332000,8173166000,1656513000,9117540000,47206484000,47786292000,4932983000,
0,0001085392-18-000012,20170331,,,,,1300000,,,
0,0001085392-18-000012,20170630,,,,,1300000,,,
0,0001085392-18-000012,20171231,22629886000,8763853000,1656513000,9851185000,62043925000,51747800000,6019750000,
0,0001085621-18-000003,20141231,103134000,,,,,,448756000,
0,0001085621-18-000003,20151231,22469000,62361000,,-489459002.6,-141000,5877000,139003013.2,
0,0001085621-18-000003,20160331,0,7058000,,-59465000.76,,120000,-8027000,
0,0001085621-18-000003,20160630,45000,5954000,,-52629000.7,,17000,-6740000,
0,0001085621-18-000003,20160930,-3000,5310000,,-42358000.54,,2893000,-3463000,
0,0001085621-18-000003,20161231,1533607000,36574000,,723628007.8,672015000,154238000,1873388014,
0,0001085621-18-000003,20170331,0,7213000,,-39790000.6,,1249000,-6592000,
0,0001085621-18-000003,20170630,0,6208000,,-28506000.44,,2953000,-3846000,
0,0001085621-18-000003,20170930,0,6186000,,-26879000.42,,406000,-6311000,
0,0001085621-18-000003,20171231,2262138000,86101000,0,1755750018,618400000,368146000,2332740000,
0,0001085869-18-000009,20141231,11846000,,,,,,304728000,
0,0001085869-18-000009,20151231,62553000,378872000,269383000,1673710000,-12192000,147150000,384662000,
0,0001085869-18-000009,20160331,,,,221340000,,7849000,,
0,0001085869-18-000009,20160630,,,,225524000,,8867000,,
0,0001085869-18-000009,20160930,,,,215453000,,7590000,,
0,0001085869-18-000009,20161231,1040426000,397084000,275311000,2412841000,773918000,183988000,1010686000,
0,0001085869-18-000009,20170331,,,,193531000,,4530000,,
0,0001085869-18-000009,20170630,,,,207795000,,7619000,,
0,0001085869-18-000009,20170930,,,,222861000,,10532000,,
0,0001085869-18-000009,20171231,1256153000,390613000,305515000,2494960000,919667000,240256000,1147876000,
0,0001086222-18-000052,20131031,,,,,,,750000000,
0,0001086222-18-000052,20140228,,,,78000000,690001089.6,,62000000,
0,0001086222-18-000052,20141231,280993000,,,,,,2945335000,
0,0001086222-18-000052,20151231,904550000,2908839000,1150244000,5634651000,51279000,1791328000,3896303000,
0,0001086222-18-000052,20160229,,,,,,,1000000000,
0,0001086222-18-000052,20160331,,,,837319000,,,,
0,0001086222-18-000052,20160630,,,,852093000,,,,
0,0001086222-18-000052,20160930,,,,864532000,,,,
0,0001086222-18-000052,20161231,9953296000,8725479036,1223414000,6732821000,8231838000,6862916000,3162987000,
0,0001086222-18-000052,20170331,,,,895870000,,,,
0,0001086222-18-000052,20170630,,,,881330000,,,,
0,0001086222-18-000052,20170930,,,,907379000,,,,
0,0001086222-18-000052,20171231,11719878000,8888050191,1513451000,6641714000,9482837000,9138830000,3924921000,
0,0001086303-18-000008,20151231,178187,,,,,,-1227343,
0,0001086303-18-000008,20161231,5201126,18069715,,-475518,,,-18069715,
0,0001086303-18-000008,20171231,3731913,18023828,,-162339,216452,54113,-18186167,
0,0001087423-18-000003,20140930,,,,79800000,95.43,,,
0,0001087423-18-000003,20160229,927778000,,,,,,1334432000,
0,0001087423-18-000003,20160831,970569000,,,,,,1318396000,
0,0001087423-18-000003,20161130,6937133076,4011979000,,8864046000,512869000,413045000,2416404000,
0,0001087423-18-000003,20170228,15224685000,2294462000,1040709000,2073429000,7644167000,1463585000,4735436000,
0,0001087423-18-000003,20170831,1210308000,,,,,,1400347000,
0,0001087423-18-000003,20171130,20540191099,6988921000,1201205000,12957351000,9708164000,1955703000,6830489000,
0,0001088034-18-000004,20151231,4059606,,,,,,9115276,
0,0001088034-18-000004,20161231,341550701,84044400,5777,18020863,175043840,10120290,-34630288.99,
0,0001088034-18-000004,20171231,325690497,102408681,0,64713875,163046964,10117384,-25390639.99,
0,0001088166-18-000004,20171231,,,,,115400000,,,
0,0001088166-18-000008,20171231,,,,,115400000,,,
0,0001089063-18-000029,20150131,230055000,,,,,,1832225000,
0,0001089063-18-000029,20160131,169741000,636044000,0,17348314000,85143000,2842797000,3470680001,
0,0001089063-18-000029,20160331,,,,,,,1000000000,
0,0001089063-18-000029,20160430,,,,2246851000,,,56877000,
0,0001089063-18-000029,20160731,,,,2712405000,,,91417000,
0,0001089063-18-000029,20161031,,4700000,,2436947000,,,48914000,
0,0001089063-18-000029,20170131,10238683000,750653000,400836000,22599932000,9430534000,9422928000,7432385001,
0,0001089063-18-000029,20170430,,2200000,,2457185000,,,58195000,
0,0001089063-18-000029,20170731,,4400000,,2965323000,,,112385000,
0,0001089063-18-000029,20171031,,,,2528308000,5000000,,36913000,
0,0001089063-18-000029,20180131,9594034000,637434000,361788000,24958952000,9765088000,18002549000,9139040001,
0,0001089819-18-000006,20141231,39162000,,,,1545858000,,,
0,0001089819-18-000006,20151231,343135000,1901136000,,4578687000,1745514000,480217000,365939000,
0,0001089819-18-000006,20160331,11337091000,,1490797000,339826000,,0,,
0,0001089819-18-000006,20160630,60000000,,,135273000,,,,
0,0001089819-18-000006,20160930,50000000,,,497123000,,,,
0,0001089819-18-000006,20161231,16644353000,2187538000,1490797000,4237718000,30539996000,38247407000,3664791000,
0,0001089819-18-000006,20170331,35600000,,,316256000,,,,
0,0001089819-18-000006,20170630,25000000,,,421053000,,500000,,
0,0001089819-18-000006,20170930,15000000,,,494959000,,,,
0,0001089819-18-000006,20171231,15912885000,1976955000,1490797000,4811428000,34222863000,43523792000,4049400000,
0,0001090061-18-000010,20141130,94100000,,,,,,129900000,
0,0001090061-18-000010,20151130,888100000,993500000,80800000,1013100000,83300000,234500000,500000,
0,0001090061-18-000010,20160229,900000,46100000,,174199999.9,0,0,,
0,0001090061-18-000010,20160531,300000,60600000,,209200000.3,0,-100000,,
0,0001090061-18-000010,20160831,600000,53400000,,200300000.2,1700000,0,,
0,0001090061-18-000010,20161130,2491600000,1277300000,79600000,1258399999,3410500000,1640000000,5400001.1,
0,0001090061-18-000010,20170228,1300000,44900000,,178200000,,0,,
0,0001090061-18-000010,20170531,13200000,56800000,,215000000,,0,,
0,0001090061-18-000010,20170831,1600000,58200000,,212100000,,0,,
0,0001090061-18-000010,20171130,2830400000,1358300000,90000000,1229899998,3330200000,1891000000,-90999998.9,
0,0001090061-18-000027,20161130,78000000,,,15600000,,,-59200000,
0,0001090061-18-000027,20170228,75200000,186000000,,243600000.2,-1400000,35900000,-48400000,
0,0001090061-18-000027,20171130,1592900000,343400000,66300000,7800000,2570500000,251900000,-136899998.9,
0,0001090061-18-000027,20180228,1846900000,536200000,68200000,260600000.3,2746800000,359300000,-76999998.9,
0,0001090727-18-000009,20141231,2291000000,,,,,,,
0,0001090727-18-000009,20150930,,,,66000000,,,,
0,0001090727-18-000009,20151231,69435000000,102326000000,3419000000,92461000000,8941000000,26318000000,1198000000,
0,0001090727-18-000009,20160331,,,,17372000000,,,,
0,0001090727-18-000009,20160430,,,,,,,8000000000,
0,0001090727-18-000009,20160630,,,,17936000000,,,,
0,0001090727-18-000009,20160930,,,,18232000000,,,,
0,0001090727-18-000009,20161231,143767000000,115486000000,4095000000,100026000000,108760000000,130401000000,7362000000,
0,0001090727-18-000009,20170331,,,,18257000000,,,,
0,0001090727-18-000009,20170630,,,,19350000000,,,,
0,0001090727-18-000009,20170930,,,,19277000000,,,,
0,0001090727-18-000009,20171231,140110000007,118326000175,3987000000,122820000000,199795400000,150605000000,11566000000,
0,0001090872-18-000004,20140831,,,,,400000000,,,
0,0001090872-18-000004,20161031,2289000000,,,35000000,,,,
0,0001090872-18-000004,20170131,2205000000,1401000000,0,3480000000,8000000,573000000,594000000,
0,0001090872-18-000004,20171031,20222000000,5300000000,2607000000,325000000,18370000000,895000000,8573000000,
0,0001090872-18-000004,20180131,22686000000,6911000000,2659000000,4387000000,20946000000,1629000000,8153000000,
0,0001091667-18-000025,20141231,28000000,95.42,,,,,146000000,
0,0001091667-18-000025,20151231,31364000066,38647000589,,57309000000,80212000000,9939000000,521000000,
0,0001091667-18-000025,20160331,,,,2644000000,,,,
0,0001091667-18-000025,20160630,,,,9398000000,,,,
0,0001091667-18-000025,20160930,,,,11137000000,,,,
0,0001091667-18-000025,20161231,727869000047,114539000829,59018000000,201129000000,1017289000000,703567000000,765665000000,
0,0001091667-18-000025,20170331,,,,11260000000,140000000,,,
0,0001091667-18-000025,20170630,,,,11548000000,6000000,,,
0,0001091667-18-000025,20170930,,,,11385000000,,,,
0,0001091667-18-000025,20171231,690388000074,164833001197,59108000000,190162000000,1117379000000,694032000000,685980000000,
0,0001091818-18-000006,20150930,6156,90,,,,,115914,
0,0001091818-18-000006,20151130,,,,,114754,,,
0,0001091818-18-000006,20160531,,,,,,,990,
0,0001091818-18-000006,20160930,16995042,15381286,,-1142,2496803,632161,-15555014,
0,0001091818-18-000006,20170930,30962090,16507488,,81791,3117540,1249359,-16206137,
0,0001091818-18-000024,20160930,3103,,,,2000,,,
0,0001091818-18-000024,20161130,,,,,15000,,,
0,0001091818-18-000024,20161231,640138,510691,,-489147,51276,596616,-104265,
0,0001091818-18-000024,20170930,764465,14854319,,386087,3035917,,-16164940,
0,0001091818-18-000024,20171031,,,,,7891,,,
0,0001091818-18-000024,20171231,919614,15299682,,554278,3171339,160780,-16524721,
0,0001091818-18-000048,20140731,,,,5090,1000,,13090,
0,0001091818-18-000048,20150731,40000,,,-22902,,0,26188,
0,0001091818-18-000048,20160731,859,,,-23637,,0,16741,
0,0001091818-18-000048,20170131,-1232,18565,,31553,,13399,-3423,
0,0001091818-18-000048,20170731,38186,39000,,-14190,36202,12768,-33897.999,
0,0001091818-18-000048,20180131,60244,226005,,-253528,327278,297925,-272037.999,
0,0001091818-18-000069,20151231,40485,,,,,,-1123519,
0,0001091818-18-000069,20161130,3500,,,,,,,
0,0001091818-18-000069,20161231,4146432,16039841,,-1050805.81,4287381,334323,-15554591.68,
0,0001091818-18-000069,20171231,4581807,15974529,,-1475504.47,3549018,384754,-15395665,
0,0001091883-18-000009,20141231,132798000,,,,,,494093120.5,
0,0001091883-18-000009,20151231,842116026.5,76438000,115452000,1488918000,427892000,237434000,338320149.8,
0,0001091883-18-000009,20160331,,,,199903000,,,,
0,0001091883-18-000009,20160630,,,,196636000,,,,
0,0001091883-18-000009,20160930,,,,181605000,,,,
0,0001091883-18-000009,20161231,2906576018,80194000,297866000,1503643000,2147645000,969848000,971646123.4,
0,0001091883-18-000009,20170331,0.0375,,,196614000,,,,
0,0001091883-18-000009,20170630,0.075,,,207869000,,,,
0,0001091883-18-000009,20170930,0.075,,1500000,210613000,,,,
0,0001091883-18-000009,20171231,7691844020,75677000,804865000,1744327000,6933769000,1421737000,1307413000,
0,0001091907-18-000008,20141231,47227000,,,,,,205861000,
0,0001091907-18-000008,20151231,148558000.1,131297000,,1324461000,24744000,437150000,205700000.5,
0,0001091907-18-000008,20160331,,,,280849000,,,,
0,0001091907-18-000008,20160630,,,,331876000,,,,
0,0001091907-18-000008,20160930,,,,272512000,,,,
0,0001091907-18-000008,20161231,1926981000,149945000,,1946866000,1845312000,1223812000,712647000.5,
0,0001091907-18-000008,20170331,,,,298485000,,,,
0,0001091907-18-000008,20170630,,,,356058000,,,,
0,0001091907-18-000008,20170930,,,,314057000,,,,
0,0001091907-18-000008,20171231,1335111000,206824000,,2083220000,1885657000,1641427000,747996000.5,
0,0001092662-18-000013,20031231,,,,6320723,,,,
0,0001092662-18-000013,20051231,,,,10343703,,,,
0,0001092662-18-000013,20141231,4614538,,,,,,19724162,
0,0001092662-18-000013,20151231,2129059,48732942,,64000762,-2144598,7366515,14438612.76,
0,0001092662-18-000013,20160331,,,,9082567,,,-303590,
0,0001092662-18-000013,20160630,,,,3614377,,,-8347482,
0,0001092662-18-000013,20160831,,,,,,,12493398,
0,0001092662-18-000013,20160930,,,,4454194,,,-2138218,
0,0001092662-18-000013,20161231,111446301,104711765,0,34288258,33624503,16144481,-11080488.63,
0,0001092662-18-000013,20170331,,,,8533379,,,-1615574,
0,0001092662-18-000013,20170630,,,,4803913,,,-2173093,
0,0001092662-18-000013,20170930,,,,9655308,680150,,-584661,
0,0001092662-18-000013,20171231,70186661,119458680,3333220,81907968,30553252,23750124,-42805205.44,
0,0001093557-18-000018,20141231,79400000,,,,,,140200000,
0,0001093557-18-000018,20151231,221800000,983600000,,876800000,75600000,200400000,274500000,
0,0001093557-18-000018,20160331,,94300000,,172100000,,,,
0,0001093557-18-000018,20160630,,105600000,,202600000,,,,
0,0001093557-18-000018,20160930,,119600000,,230900000,,,,
0,0001093557-18-000018,20161231,1983600000,1341200007,11300000,1665200000,974900000,635700000,536500000,
0,0001093557-18-000018,20170331,161800000,134500000,,194700000,,,,
0,0001093557-18-000018,20170630,,131100000,,291000000,,,,
0,0001093557-18-000018,20170930,,127500000,,309600000,,,,
0,0001093557-18-000018,20171231,5465100000,1618900022,12100000,2610900000,3754300000,935300000,807200000,
0,0001094285-18-000053,20141231,173700000,62.37,,18500000,,,1468500000,
0,0001094285-18-000053,20151231,1970200000,2094800256,1140200000,5072600000,191200000,1230600000,1818100000,
0,0001094285-18-000053,20160331,,469600000,,968200000,5700000,198700000,,
0,0001094285-18-000053,20160630,,486100000,,1035200000,5900000,214800000,,
0,0001094285-18-000053,20160930,,458000000,,967600000,5600000,203400000,,
0,0001094285-18-000053,20161231,10654700030,2479900349,1246800000,5713200000,6693700000,3735100000,3697900000,
0,0001094285-18-000053,20170331,,508000000,,1008300000,8200000,194400000,,
0,0001094285-18-000053,20170630,,584900000,,1255900000,9100000,243000000,,
0,0001094285-18-000053,20170930,,569300000,,1229700000,8200000,245200000,,
0,0001094285-18-000053,20171231,14887400048,3381100434,2359900000,7493100000,11262800000,5001700000,4919200154,
0,0001094739-18-000017,20160430,299221000,,,,,,,
0,0001094739-18-000017,20170131,237735000,657651000,,3672164000,606612000,218878000,393975000,
0,0001094739-18-000017,20170430,6817091000,,106736000,13015000,4733022000,1360514000,3125410000,
0,0001094739-18-000017,20171231,22300000,,,,19500000,,,
0,0001094739-18-000017,20180131,6886839000,750329000,106736000,4306720000,4979904000,1772807000,3388412000,
0,0001094814-18-000017,20140228,,,,,,,2000000,
0,0001094814-18-000017,20140331,,,,,3268664,,,
0,0001094814-18-000017,20151231,6879000,,,,,,20643000,
0,0001094814-18-000017,20160630,300000,,,,,,,
0,0001094814-18-000017,20160930,,,10800000,,,,,
0,0001094814-18-000017,20161231,244517000,188922500,10830000,97558000,61476000,48127000,-179384000,
0,0001094814-18-000017,20171231,300851000,189363750,-800000,95344000,40511000,61092000,-179234994.5,
0,0001095073-18-000008,20141231,438872000,86.05,,9065718000,10715049000,,,
0,0001095073-18-000008,20150630,880558000,,,20156000,600000000,,,
0,0001095073-18-000008,20151231,39991862000,8332435345,,39146066000,68893707000,3565001000,10981249004,
0,0001095073-18-000008,20160331,,,,1219551000,,28265000,,
0,0001095073-18-000008,20160630,,,,1381087000,,165395000,,
0,0001095073-18-000008,20160831,,,,61942000,,,,
0,0001095073-18-000008,20160930,,,,1469670000,,123037000,,
0,0001095073-18-000008,20161231,65600592000,12678245345,,42065734000,106864530000,23344566000,48244646005,
0,0001095073-18-000008,20170331,,,,1420587000,,175017000,,
0,0001095073-18-000008,20170630,,,,1485774000,,159776000,,
0,0001095073-18-000008,20170930,,,,1976966000,,178508000,,
0,0001095073-18-000008,20171231,94748393000,26393055256,,46803121000,121924787000,62397659000,47121004173,
0,0001095291-18-000022,20130831,,,,,511000000,,,
0,0001095291-18-000022,20141031,,,,,,,100000000,
0,0001095291-18-000022,20141231,26515000,,,,,,174090000,
0,0001095291-18-000022,20151231,64823009.36,787983000,1482878000,853481000,24426035,258330000,360960000,
0,0001095291-18-000022,20160331,,,,152047000,,,,
0,0001095291-18-000022,20160630,,,,193790000,,,,
0,0001095291-18-000022,20160930,2000000,,,212125000,,,,
0,0001095291-18-000022,20161031,,,,,,,100000000,
0,0001095291-18-000022,20161231,5040158008,1773879016,1946818000,1758741000,3921702035,2023098000,100680000,
0,0001095291-18-000022,20170331,100000,,,212178000,,,,
0,0001095291-18-000022,20170630,,400000,,217775000,,,,
0,0001095291-18-000022,20170930,,,,220469000,,,,
0,0001095291-18-000022,20171231,4870280009,2034038110,1975041000,1949294000,5089265035,2535251000,415494000,
0,0001095651-18-000004,20141231,472061000,,,,,482130000,1248348000,
0,0001095651-18-000004,20150731,9800009.3,,,,,,15200000,
0,0001095651-18-000004,20151231,2460295000,1737927000,,1943131845,1152831000,2573464000,897224012.3,
0,0001095651-18-000004,20160331,,,,104483000,,,,
0,0001095651-18-000004,20160630,,,,185814000,,,,
0,0001095651-18-000004,20160930,,,,185930000,,,,
0,0001095651-18-000004,20161231,23159825000,5291179000,,3401715001,18439440000,12005644000,1056439010,
0,0001095651-18-000004,20170331,161100000,,,88181000,,,,
0,0001095651-18-000004,20170430,,,,246800000,,161100000,,
0,0001095651-18-000004,20170630,,,,543701000,,,,
0,0001095651-18-000004,20170930,,,,116156000,,,45900011.51,
0,0001095651-18-000004,20171231,24829316000,5339063000,,6427583003,24368208000,51844953000,1092849000,
0,0001096056-18-000011,20141231,14600000,,,,,,175400000,
0,0001096056-18-000011,20150331,,2700000,,,,,,
0,0001096056-18-000011,20150630,,2700000,,,,,10000000,
0,0001096056-18-000011,20150930,,2700000,,,,,,
0,0001096056-18-000011,20151231,1611300000,691200000,62200000,774700003.4,403700000,332500000,149700000,
0,0001096056-18-000011,20160331,,3400000,,,,,,
0,0001096056-18-000011,20160630,,3300000,,,,,,
0,0001096056-18-000011,20160930,,3300000,,,,,,
0,0001096056-18-000011,20161231,2652400009,570200000,51600000,687600003.5,1686700001,376900000,525000000,
0,0001096056-18-000011,20170331,,3300000,,,,,,
0,0001096056-18-000011,20170630,,3300000,,,,,,
0,0001096056-18-000011,20170930,,3300000,,,,,,
0,0001096056-18-000011,20171231,2859400010,658300000,62300000,745400002.9,1658500001,351700000,682300000,
0,0001096343-18-000042,20141231,2482394000,353410000,,,17512239000,,1704557000,
0,0001096343-18-000042,20150331,,,,1968959000,,,1443.55,
0,0001096343-18-000042,20150630,,,,1355502000,,,1557.96,
0,0001096343-18-000042,20150930,,,,1498550000,,,1673.08,
0,0001096343-18-000042,20151231,31713616000,11929719000,1167844000,17849578000,32299327000,1594500000,865827729.9,
0,0001096343-18-000042,20160331,,,,2097192000,,,1700.06,
0,0001096343-18-000042,20160630,,,,1745349000,,,1869.19,
0,0001096343-18-000042,20160930,,,,1687660000,,,1871.62,
0,0001096343-18-000042,20161231,54737452000,27091365000,1154098000,18638751000,100459517000,31110824000,35211015743,
0,0001096343-18-000042,20170331,,,,1844999000,,,1879.4,
0,0001096343-18-000042,20170630,,,,2124937000,,,1933.33,
0,0001096343-18-000042,20170930,,,,966103000,,,2050.47,
0,0001096343-18-000042,20171231,86726587000,34059396000,2412680000,19257952000,152217903000,35015058000,45364384212,
0,0001096385-18-000021,20141231,86400000,,,,,,1606600000,
0,0001096385-18-000021,20151231,5719800000,3712000000,0,6467100000,455100000,1227400000,2109900002,
0,0001096385-18-000021,20160331,,,,725300000,,,,
0,0001096385-18-000021,20160630,,,,629900000,,,,
0,0001096385-18-000021,20160930,,,,797900000,,,,
0,0001096385-18-000021,20161231,8200300000,3864500000,293500000,7526600000,17272200000,15930200000,5759800002,
0,0001096385-18-000021,20170331,,,,781300000,,,,
0,0001096385-18-000021,20170630,,,,741100000,,,,
0,0001096385-18-000021,20170930,,,,860600000,,,,
0,0001096385-18-000021,20171231,8782500000,4792200000,293500000,7591500000,22296800000,17101800000,5959400002,
0,0001096752-18-000009,20160930,738900000,,,,,,-197200000,
0,0001096752-18-000009,20161231,-73100000,366100000,,779400000,432600000,169300000,-199900000,
0,0001096752-18-000009,20170930,8964000000,,1445900000,,11573400000,3501400000,4891200000,
0,0001096752-18-000009,20171231,10062900000,378400000,1445900000,706300000,12126900000,3684200000,5246400000,
0,0001096906-18-000020,20130331,,,,,,,7000000,
0,0001096906-18-000020,20160531,5912106,,,,,,,
0,0001096906-18-000020,20161130,9532928,4089191,,30414652,863496,3287442,-1562686,
0,0001096906-18-000020,20170531,326622566,69169994,,8206642,207924504,134131300,170890845,
0,0001096906-18-000020,20171130,339221746,49190495,,34437683,181863417,151493984,130601442.2,
0,0001096906-18-000035,20161231,0,1247072,,-2053975.08,-834237,886899,-1247072,
0,0001096906-18-000035,20170331,,364291,,,26336990,44500,-17022250,
0,0001096906-18-000035,20171231,-4869,11541836,,-30844769.96,19820123,13591225,-35574036,
0,0001096906-18-000055,20150930,172436,,,,,,,
0,0001096906-18-000055,20160630,277013,4148477,,32143488.05,13990009,9212769,-11086964,
0,0001096906-18-000055,20160930,4933906,88067445.06,,,85212452,529054,-128289812,
0,0001096906-18-000055,20170630,6747331,88777897.42,,-20104305.16,137221026,10518751,-194001207,
0,0001096906-18-000061,20160331,110119,,,,,,,
0,0001096906-18-000061,20161231,659790,1061229,,3290201,-6844,884837,561924,
0,0001096906-18-000061,20170331,957222,,,,4051427,,829500,
0,0001096906-18-000061,20171231,312840.02,416097,,283638,2989972,57101,227908,
0,0001096906-18-000062,20160331,9514,,,,,,,
0,0001096906-18-000062,20161231,49669,1458939,,4950336.51,40252,-5959,1301908,
0,0001096906-18-000062,20170331,1360408,,,,1842816,,1310661,
0,0001096906-18-000062,20171231,1786763.02,1005408,,3716019.02,1298342,84178,2409083,
0,0001096906-18-000073,19980731,1000.001,,,,,,,
0,0001096906-18-000073,19990228,,,,,,,6472,
0,0001096906-18-000073,20061231,,,,,2105,,,
0,0001096906-18-000073,20090531,,,,,1669,,,
0,0001096906-18-000073,20160930,203,,,,,,,
0,0001096906-18-000073,20161231,2586,578,,-22336,622,10879,9540,
0,0001096906-18-000073,20170930,10137,109672,,,132581,,-203242,
0,0001096906-18-000073,20171231,28947,122250,,142386,148080,7999,-196393.999,
0,0001096906-18-000076,20160930,2472000,,,,,,,
0,0001096906-18-000076,20161231,2389000,49000,,-19000,-6000,69000,8000,
0,0001096906-18-000076,20170930,7207000,13827000,,,4643000,1008000,-11044999.98,
0,0001096906-18-000076,20171231,7081000,13870000,,-38000,4612000,1057000,-11094999.98,
0,0001096906-18-000090,20151031,925508,293000,,,,,10457355.27,
0,0001096906-18-000090,20161031,34264065.49,35098302.9,,27863809,36635171,18792054,25034940.44,
0,0001096906-18-000090,20171031,23558144.28,40650145.33,,30147441,37585912,21629578,15147704.05,
0,0001096906-18-000105,20160331,7639084,,,,,,,
0,0001096906-18-000105,20161231,13155798,41513603,,96626866,710021,18854122,-81101,
0,0001096906-18-000105,20170331,140408699,46378810,,69722,98216584,14487135,252735923,
0,0001096906-18-000105,20171231,184673969,106322989,,147841116,103634410,39487669,331808030,
0,0001096906-18-000122,20120331,,,,,,,-1192680,
0,0001096906-18-000122,20130331,6726152,,,-5564721,2496106,12763,1280870,
0,0001096906-18-000122,20140331,1449743,15270724,843697,-38411549,29932916,3708797,-8078454,
0,0001096906-18-000122,20150331,4715499,9949536,,13448403,29165196,2562252,-55024491,
0,0001096906-18-000127,20141231,19274000,,,,,,64556000,
0,0001096906-18-000127,20151231,81121000,19076000,,172674000,3905000,22372000,67628000,
0,0001096906-18-000127,20161231,288852012.4,18032000,13487000,182687000,90979000,127319000,130242000,
0,0001096906-18-000127,20171231,376249000,17310000,14092000,224040000,129145000,139171000,160758169,
0,0001096906-18-000134,20160430,23,,,,,,,
0,0001096906-18-000134,20170131,846785,683003,,-3088566,6342624,1353020,600936,
0,0001096906-18-000134,20170430,379179,4682358.385,,,7212175,378600,-10279784,
0,0001096906-18-000134,20171031,,,,-7098226,,,,
0,0001096906-18-000134,20180131,-78822,5242486.77,,-3815893,8036015,746568,-11174497,
0,0001096906-18-000148,20161031,1523655,,,,,,,
0,0001096906-18-000148,20170131,-3330521,4391028,,4282822,49949,1331435,-153632,
0,0001096906-18-000148,20171031,22207190,16699337,,10769716,38299063,852147,14459467.02,
0,0001096906-18-000148,20180131,38206438,22180446,,6780177,48362813,2370634,10133615.02,
0,0001096906-18-000152,20121231,,,,,,,3408750,
0,0001096906-18-000152,20130228,0.85,,,,,,,
0,0001096906-18-000152,20151231,3675,,,,,,-757772.25,
0,0001096906-18-000152,20161231,97820,27794481.55,,-500872,1504980,-140751,-29584682.3,
0,0001096906-18-000152,20171231,56312,28471081,,13194855,1161238,-151115,-29483080.3,
0,0001097149-18-000010,20130331,,,,,60000000,,,
0,0001097149-18-000010,20141231,232938000,,,,,,752771000,
0,0001097149-18-000010,20151231,183596000,1184725000,61074000,2844224000,27037000,283756000,1092344037,
0,0001097149-18-000010,20160731,,,,,,46700000,,
0,0001097149-18-000010,20161231,4410465047,2333015015,61014000,4065205000,2849095000,1094962000,1375882049,
0,0001097149-18-000010,20171231,5137233905,2895377069,68184000,5343952000,4560801000,1813718000,1701508060,
0,0001098151-18-000009,20140331,1000000,,,,,,,
0,0001098151-18-000009,20141231,26015000,,,,,,74962000,
0,0001098151-18-000009,20150331,,5784000,,15781000,,2270000,,
0,0001098151-18-000009,20150630,,6391000,,15792000,,1880000,,
0,0001098151-18-000009,20150930,,5819000,,17283000,,2816000,,
0,0001098151-18-000009,20151231,9586000,59349000,,234908000,133921000,79207000,89505000.77,
0,0001098151-18-000009,20160331,,5986000,,16848000,,2437000,,
0,0001098151-18-000009,20160630,,5943000,,17553000,,2872000,,
0,0001098151-18-000009,20160930,,5994000,,18262000,,3036000,,
0,0001098151-18-000009,20161231,4048507000,191330000,,237101000,2376561000,237841000,561880000.8,
0,0001098151-18-000009,20170331,,6485000,,18810000,,2986000,,
0,0001098151-18-000009,20170630,,6838000,,19974000,,3147000,,
0,0001098151-18-000009,20170930,,6917000,,20106000,,3259000,,
0,0001098151-18-000009,20171231,4424314000,249316000,209000,247431000,3138174000,251372000,625874000.9,
0,0001099800-18-000007,20141231,846100000,,,,,,2191400000,
0,0001099800-18-000007,20151231,2348800000,803400000,628300000,8031400000,225000000,1721600000,3855600000,
0,0001099800-18-000007,20160331,,,,1214300000,,,143000000,
0,0001099800-18-000007,20160531,34500000,,,,,,,
0,0001099800-18-000007,20160630,,,,1316100000,,,126600000,
0,0001099800-18-000007,20160930,,,,1277400000,,,141400000,
